timestamp,energy_kwh
2026-01-01 00:00:00+00:00,418114.89829357935
2026-02-01 00:00:00+00:00,271002.2862172267
2026-03-01 00:00:00+00:00,289273.4774090664
2026-04-01 00:00:00+00:00,236601.90499614528
2026-05-01 00:00:00+00:00,189722.29026702634
2026-06-01 00:00:00+00:00,96220.73058725042
2026-07-01 00:00:00+00:00,103011.52763071889
2026-08-01 00:00:00+00:00,119323.38318110642
2026-09-01 00:00:00+00:00,146156.27659041676
2026-10-01 00:00:00+00:00,224167.70966039362
2026-11-01 00:00:00+00:00,315763.62328695325
2026-12-01 00:00:00+00:00,431822.65410665795
2027-01-01 00:00:00+00:00,418114.89829357935
2027-02-01 00:00:00+00:00,271002.2862172267
2027-03-01 00:00:00+00:00,289273.4774090664
2027-04-01 00:00:00+00:00,236601.90499614528
2027-05-01 00:00:00+00:00,183120.36056664627
2027-06-01 00:00:00+00:00,96220.73058725042
2027-07-01 00:00:00+00:00,99662.02722866608
2027-08-01 00:00:00+00:00,119323.38318110642
2027-09-01 00:00:00+00:00,133214.7226233384
2027-10-01 00:00:00+00:00,224167.70966039362
2027-11-01 00:00:00+00:00,314285.8429985056
2027-12-01 00:00:00+00:00,431822.65410665795
2028-01-01 00:00:00+00:00,418114.89829357935
2028-02-01 00:00:00+00:00,247398.82548720247
2028-03-01 00:00:00+00:00,289273.4774090664
2028-04-01 00:00:00+00:00,236601.90499614528
2028-05-01 00:00:00+00:00,189722.29026702634
2028-06-01 00:00:00+00:00,96220.73058725042
2028-07-01 00:00:00+00:00,103011.52763071889
2028-08-01 00:00:00+00:00,118721.56766066984
2028-09-01 00:00:00+00:00,146156.27659041676
2028-10-01 00:00:00+00:00,228035.84252339328
2028-11-01 00:00:00+00:00,315763.62328695325
2028-12-01 00:00:00+00:00,385915.05947492993
2029-01-01 00:00:00+00:00,406080.4590169726
2029-02-01 00:00:00+00:00,271002.2862172267
2029-03-01 00:00:00+00:00,289273.4774090664
2029-04-01 00:00:00+00:00,231275.60128377352
2029-05-01 00:00:00+00:00,189722.29026702634
2029-06-01 00:00:00+00:00,101268.25114951427
2029-07-01 00:00:00+00:00,103011.52763071889
2029-08-01 00:00:00+00:00,113305.22797674037
2029-09-01 00:00:00+00:00,146156.27659041676
2029-10-01 00:00:00+00:00,228035.84252339328
2029-11-01 00:00:00+00:00,315763.62328695325
2029-12-01 00:00:00+00:00,385915.05947492993
2030-01-01 00:00:00+00:00,406080.4590169726
2030-02-01 00:00:00+00:00,271002.2862172267
2030-03-01 00:00:00+00:00,289273.4774090664
2030-04-01 00:00:00+00:00,236601.90499614528
2030-05-01 00:00:00+00:00,189722.29026702634
2030-06-01 00:00:00+00:00,101268.25114951427
2030-07-01 00:00:00+00:00,103011.52763071889
2030-08-01 00:00:00+00:00,119323.38318110642
2030-09-01 00:00:00+00:00,133214.7226233384
2030-10-01 00:00:00+00:00,224167.70966039362
2030-11-01 00:00:00+00:00,300985.820402476
2030-12-01 00:00:00+00:00,431822.65410665795
2031-01-01 00:00:00+00:00,418114.89829357935
2031-02-01 00:00:00+00:00,271002.2862172267
2031-03-01 00:00:00+00:00,273901.0641203545
2031-04-01 00:00:00+00:00,231275.60128377352
2031-05-01 00:00:00+00:00,189722.29026702634
2031-06-01 00:00:00+00:00,101268.25114951427
2031-07-01 00:00:00+00:00,103011.52763071889
2031-08-01 00:00:00+00:00,119323.38318110642
2031-09-01 00:00:00+00:00,146156.27659041676
2031-10-01 00:00:00+00:00,224167.70966039362
2031-11-01 00:00:00+00:00,300985.820402476
2031-12-01 00:00:00+00:00,431822.65410665795
2032-01-01 00:00:00+00:00,406080.4590169726
2032-02-01 00:00:00+00:00,268641.94014422444
2032-03-01 00:00:00+00:00,289273.4774090664
2032-04-01 00:00:00+00:00,231275.60128377352
2032-05-01 00:00:00+00:00,189722.29026702634
2032-06-01 00:00:00+00:00,96220.73058725042
2032-07-01 00:00:00+00:00,103011.52763071889
2032-08-01 00:00:00+00:00,119323.38318110642
2032-09-01 00:00:00+00:00,144862.121193709
2032-10-01 00:00:00+00:00,228035.84252339328
2032-11-01 00:00:00+00:00,315763.62328695325
2032-12-01 00:00:00+00:00,427231.89464348543
2033-01-01 00:00:00+00:00,406080.4590169726
2033-02-01 00:00:00+00:00,271002.2862172267
2033-03-01 00:00:00+00:00,289273.4774090664
2033-04-01 00:00:00+00:00,231275.60128377352
2033-05-01 00:00:00+00:00,189722.29026702634
2033-06-01 00:00:00+00:00,101268.25114951427
2033-07-01 00:00:00+00:00,103011.52763071889
2033-08-01 00:00:00+00:00,119323.38318110642
2033-09-01 00:00:00+00:00,146156.27659041676
2033-10-01 00:00:00+00:00,228035.84252339328
2033-11-01 00:00:00+00:00,315763.62328695325
2033-12-01 00:00:00+00:00,431822.65410665795
2034-01-01 00:00:00+00:00,406080.4590169726
2034-02-01 00:00:00+00:00,247398.82548720247
2034-03-01 00:00:00+00:00,287736.2360801953
2034-04-01 00:00:00+00:00,236601.90499614528
2034-05-01 00:00:00+00:00,189722.29026702634
2034-06-01 00:00:00+00:00,101268.25114951427
2034-07-01 00:00:00+00:00,99662.02722866608
2034-08-01 00:00:00+00:00,113305.22797674037
2034-09-01 00:00:00+00:00,133214.7226233384
2034-10-01 00:00:00+00:00,228035.84252339328
2034-11-01 00:00:00+00:00,300985.820402476
2034-12-01 00:00:00+00:00,385915.05947492993
2035-01-01 00:00:00+00:00,418114.89829357935
2035-02-01 00:00:00+00:00,271002.2862172267
2035-03-01 00:00:00+00:00,289273.4774090664
2035-04-01 00:00:00+00:00,236601.90499614528
2035-05-01 00:00:00+00:00,189722.29026702634
2035-06-01 00:00:00+00:00,96220.73058725042
2035-07-01 00:00:00+00:00,102676.57759051363
2035-08-01 00:00:00+00:00,119323.38318110642
2035-09-01 00:00:00+00:00,146156.27659041676
2035-10-01 00:00:00+00:00,228035.84252339328
2035-11-01 00:00:00+00:00,315763.62328695325
2035-12-01 00:00:00+00:00,385915.05947492993
