timestamp,energy_kwh
2038-08-01 00:00:00+00:00,147560.7412389998
2038-09-01 00:00:00+00:00,240051.5262350476
2038-10-01 00:00:00+00:00,386634.53262841795
2038-11-01 00:00:00+00:00,300999.5877243775
2038-12-01 00:00:00+00:00,484055.6565357847
2039-01-01 00:00:00+00:00,540010.3287475748
2039-02-01 00:00:00+00:00,380643.9092867516
2039-03-01 00:00:00+00:00,425316.33649586677
2039-04-01 00:00:00+00:00,302141.3745627438
2039-05-01 00:00:00+00:00,223306.1106888699
2039-06-01 00:00:00+00:00,200249.99902818643
2039-07-01 00:00:00+00:00,144174.3453193718
2039-08-01 00:00:00+00:00,80640.46365462794
2039-09-01 00:00:00+00:00,238853.66668721256
2039-10-01 00:00:00+00:00,328107.64425879985
2039-11-01 00:00:00+00:00,372779.9305988697
2039-12-01 00:00:00+00:00,555549.3299518611
2040-01-01 00:00:00+00:00,580786.5553426454
2040-02-01 00:00:00+00:00,445481.6368575279
2040-03-01 00:00:00+00:00,356395.3916263179
2040-04-01 00:00:00+00:00,254383.1945133552
2040-05-01 00:00:00+00:00,200419.74664696312
2040-06-01 00:00:00+00:00,183541.20404907473
2040-07-01 00:00:00+00:00,121273.6033715762
2040-08-01 00:00:00+00:00,188506.31829184486
2040-09-01 00:00:00+00:00,317998.0992574034
2040-10-01 00:00:00+00:00,312602.4625289834
2040-11-01 00:00:00+00:00,390521.5568984027
2040-12-01 00:00:00+00:00,470633.87259657314
2041-01-01 00:00:00+00:00,580786.5553426454
2041-02-01 00:00:00+00:00,270988.7277110401
2041-03-01 00:00:00+00:00,289286.1852013794
2041-04-01 00:00:00+00:00,300271.99524178327
2041-05-01 00:00:00+00:00,233211.88628173358
2041-06-01 00:00:00+00:00,125984.10350469274
2041-07-01 00:00:00+00:00,210288.98140939506
2041-08-01 00:00:00+00:00,169650.99351570243
2041-09-01 00:00:00+00:00,177549.2267392894
2041-10-01 00:00:00+00:00,228040.45792439315
2041-11-01 00:00:00+00:00,370813.99297037744
2041-12-01 00:00:00+00:00,484055.6565357847
2042-01-01 00:00:00+00:00,406082.8062173435
2042-02-01 00:00:00+00:00,270988.7277110401
2042-03-01 00:00:00+00:00,273896.02847926586
2042-04-01 00:00:00+00:00,254070.73077300884
2042-05-01 00:00:00+00:00,215520.45429769822
2042-06-01 00:00:00+00:00,174760.11303620934
2042-07-01 00:00:00+00:00,164085.37253981445
2042-08-01 00:00:00+00:00,169632.7649978206
2042-09-01 00:00:00+00:00,329522.07207566017
2042-10-01 00:00:00+00:00,302277.5584927004
2042-11-01 00:00:00+00:00,392129.3612543478
2042-12-01 00:00:00+00:00,623435.9064657512
2043-01-01 00:00:00+00:00,418114.6843400115
2043-02-01 00:00:00+00:00,371400.7157402773
2043-03-01 00:00:00+00:00,385038.59454090125
2043-04-01 00:00:00+00:00,201387.9101770983
2043-05-01 00:00:00+00:00,270545.68859343993
2043-06-01 00:00:00+00:00,125984.10350469274
2043-07-01 00:00:00+00:00,121273.6033715762
2043-08-01 00:00:00+00:00,138512.63401947825
2043-09-01 00:00:00+00:00,262520.4843450578
2043-10-01 00:00:00+00:00,386634.53262841795
2043-11-01 00:00:00+00:00,412991.9894836297
2043-12-01 00:00:00+00:00,466584.546094183
2044-01-01 00:00:00+00:00,537790.9739523964
2044-02-01 00:00:00+00:00,270988.7277110401
2044-03-01 00:00:00+00:00,289286.1852013794
2044-04-01 00:00:00+00:00,336843.5468933289
2044-05-01 00:00:00+00:00,156682.80752109358
2044-06-01 00:00:00+00:00,160134.34292302805
2044-07-01 00:00:00+00:00,99661.90110111715
2044-08-01 00:00:00+00:00,188090.74572586038
2044-09-01 00:00:00+00:00,166132.9073423824
2044-10-01 00:00:00+00:00,362629.54288995505
2044-11-01 00:00:00+00:00,372779.9305988697
2044-12-01 00:00:00+00:00,623435.9064657512
2045-01-01 00:00:00+00:00,670802.0525984504
2045-02-01 00:00:00+00:00,380643.9092867516
2045-03-01 00:00:00+00:00,370237.4301713207
2045-04-01 00:00:00+00:00,302795.64875052654
2045-05-01 00:00:00+00:00,215520.45429769822
2045-06-01 00:00:00+00:00,160134.34292302805
2045-07-01 00:00:00+00:00,99661.90110111715
2045-08-01 00:00:00+00:00,237338.17440024405
2045-09-01 00:00:00+00:00,146155.08612028416
2045-10-01 00:00:00+00:00,465263.1566438571
2045-11-01 00:00:00+00:00,378010.5911535961
2045-12-01 00:00:00+00:00,442420.7238400669
