timestamp,energy_kwh
2026-01-01 00:00:00+00:00,741991.708235393
2026-02-01 00:00:00+00:00,458275.8239904427
2026-03-01 00:00:00+00:00,473103.40325082344
2026-04-01 00:00:00+00:00,329155.18980369513
2026-05-01 00:00:00+00:00,297029.6761942279
2026-06-01 00:00:00+00:00,211667.44533994937
2026-07-01 00:00:00+00:00,210290.64112178326
2026-08-01 00:00:00+00:00,188506.28227190944
2026-09-01 00:00:00+00:00,317998.1346677912
2026-10-01 00:00:00+00:00,386634.62737933116
2026-11-01 00:00:00+00:00,452168.1235041158
2026-12-01 00:00:00+00:00,642362.9310494686
2027-01-01 00:00:00+00:00,741991.708235393
2027-02-01 00:00:00+00:00,586669.4972203805
2027-03-01 00:00:00+00:00,473103.40325082344
2027-04-01 00:00:00+00:00,330865.1423197253
2027-05-01 00:00:00+00:00,297029.6761942279
2027-06-01 00:00:00+00:00,208456.29372293418
2027-07-01 00:00:00+00:00,246022.22696240837
2027-08-01 00:00:00+00:00,188506.28227190944
2027-09-01 00:00:00+00:00,317998.1346677912
2027-10-01 00:00:00+00:00,386634.62737933116
2027-11-01 00:00:00+00:00,446077.83393974707
2027-12-01 00:00:00+00:00,642362.9310494686
2028-01-01 00:00:00+00:00,689544.6459352515
2028-02-01 00:00:00+00:00,586669.4972203805
2028-03-01 00:00:00+00:00,473103.40325082344
2028-04-01 00:00:00+00:00,329155.18980369513
2028-05-01 00:00:00+00:00,273194.6849707679
2028-06-01 00:00:00+00:00,208456.29372293418
2028-07-01 00:00:00+00:00,213863.79970584658
2028-08-01 00:00:00+00:00,205991.7599276391
2028-09-01 00:00:00+00:00,329522.1845444914
2028-10-01 00:00:00+00:00,386634.62737933116
2028-11-01 00:00:00+00:00,446077.83393974707
2028-12-01 00:00:00+00:00,642362.9310494686
2029-01-01 00:00:00+00:00,741991.708235393
2029-02-01 00:00:00+00:00,586669.4972203805
2029-03-01 00:00:00+00:00,425316.3724973362
