Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Jun 30, 2019;Jul 1, 2019;13,104.00;19,162.25;4,547.00;33,089.75;192.00;58,422.00;6,346.75;0.00;10,652.00;3,432.00
Jul 1, 2019;Jul 2, 2019;13,104.00;19,566.75;4,752.50;26,304.00;192.00;58,849.75;6,597.00;848.50;9,338.00;3,432.00
Jul 2, 2019;Jul 3, 2019;13,104.00;18,157.75;3,306.75;31,539.75;192.00;59,078.00;7,596.25;1,376.50;8,199.25;3,432.00
Jul 3, 2019;Jul 4, 2019;13,104.00;18,230.75;5,859.25;33,314.00;192.00;58,678.00;6,742.50;1,406.00;7,465.50;3,432.00
Jul 4, 2019;Jul 5, 2019;13,104.00;18,132.50;4,495.75;34,597.25;192.00;58,683.75;5,732.00;1,385.50;12,272.50;3,432.00
Jul 5, 2019;Jul 6, 2019;13,104.00;18,917.25;1,393.75;31,280.50;192.00;58,661.25;5,994.50;1,376.75;10,571.25;3,432.00
Jul 6, 2019;Jul 7, 2019;13,104.00;18,422.00;5,343.50;26,862.25;192.00;58,276.50;4,874.25;658.75;5,541.50;3,432.00
Jul 7, 2019;Jul 8, 2019;13,104.00;17,552.25;4,139.50;21,291.75;192.00;57,462.75;8,174.25;215.00;4,754.00;3,432.00
Jul 8, 2019;Jul 9, 2019;13,104.00;17,525.00;1,983.50;21,264.75;192.00;57,916.75;5,703.75;1,336.25;6,010.50;3,432.00
Jul 9, 2019;Jul 10, 2019;13,104.00;17,148.25;3,121.75;29,460.75;192.00;57,761.50;5,403.50;1,456.25;12,446.00;3,432.00
Jul 10, 2019;Jul 11, 2019;13,104.00;17,658.75;1,823.25;34,054.25;192.00;57,614.75;13,884.50;67.50;5,873.50;3,432.00
Jul 11, 2019;Jul 12, 2019;13,104.00;17,740.00;1,367.50;11,951.00;192.00;57,465.00;25,624.75;1,042.25;15,480.25;3,432.00
Jul 12, 2019;Jul 13, 2019;13,104.00;16,946.25;7,149.25;16,071.50;192.00;57,596.75;29,444.25;0.00;9,514.50;3,432.00
Jul 13, 2019;Jul 14, 2019;13,104.00;16,719.75;7,543.50;20,514.25;192.00;57,286.25;4,538.50;0.00;3,985.25;3,432.00
Jul 14, 2019;Jul 15, 2019;13,104.00;16,311.75;3,809.50;21,694.50;192.00;56,952.75;4,397.50;0.00;4,423.00;3,432.00
Jul 15, 2019;Jul 16, 2019;13,104.00;15,677.00;4,579.75;25,813.75;192.00;57,049.75;5,384.00;906.50;8,713.00;3,432.00
Jul 16, 2019;Jul 17, 2019;13,104.00;15,591.75;1,209.00;32,443.25;192.00;56,796.75;9,705.00;0.00;7,915.25;3,432.00
Jul 17, 2019;Jul 18, 2019;13,104.00;15,968.25;1,088.25;31,527.75;192.00;56,170.50;11,331.00;0.00;6,360.00;3,432.00
Jul 18, 2019;Jul 19, 2019;13,104.00;15,079.50;1,590.25;29,009.75;192.00;55,773.75;9,205.00;1,344.00;6,442.00;3,432.00
Jul 19, 2019;Jul 20, 2019;13,104.00;15,658.50;1,955.50;23,092.00;192.00;41,313.25;11,965.50;759.50;7,633.50;3,432.00
Jul 20, 2019;Jul 21, 2019;13,104.00;13,375.75;6,182.00;27,954.25;192.00;26,744.00;7,042.00;0.00;5,890.25;3,432.00
Jul 21, 2019;Jul 22, 2019;13,104.00;13,855.50;4,846.75;25,294.25;192.00;26,614.50;4,943.75;0.00;6,618.25;3,432.00
Jul 22, 2019;Jul 23, 2019;13,104.00;15,412.50;702.00;29,687.75;192.00;26,533.25;8,467.75;0.00;8,460.25;3,432.00
Jul 23, 2019;Jul 24, 2019;13,104.00;14,415.50;1,848.50;32,017.00;192.00;26,348.75;33,708.50;333.25;7,090.75;3,462.50
Jul 24, 2019;Jul 25, 2019;13,104.00;14,259.25;1,694.50;31,340.50;192.00;26,150.00;40,214.50;862.75;11,417.50;3,432.00
Jul 25, 2019;Jul 26, 2019;13,104.00;13,687.75;1,703.00;30,346.50;192.00;25,976.75;45,949.00;919.25;7,472.50;3,432.00
Jul 26, 2019;Jul 27, 2019;13,104.00;13,442.75;1,989.75;27,575.50;192.00;25,844.75;24,918.25;0.00;10,122.50;3,432.00
Jul 27, 2019;Jul 28, 2019;13,104.00;14,424.25;3,382.25;19,299.50;192.00;25,838.50;6,047.50;0.00;4,993.00;3,432.00
Jul 28, 2019;Jul 29, 2019;13,104.00;14,721.25;5,919.25;10,156.75;192.00;25,834.75;4,729.50;0.00;5,684.75;3,432.00
Jul 29, 2019;Jul 30, 2019;13,104.00;17,861.25;4,474.25;20,515.00;192.00;25,777.00;10,340.75;0.00;9,131.25;3,432.00
Jul 30, 2019;Jul 31, 2019;13,104.00;18,000.25;2,359.25;25,471.00;192.00;25,483.75;12,556.75;753.00;6,739.00;3,432.00
Jul 31, 2019;Aug 1, 2019;13,104.00;16,178.00;4,975.25;21,706.50;192.00;25,538.50;6,358.50;900.25;4,408.00;3,432.00
Aug 1, 2019;Aug 2, 2019;13,104.00;15,266.25;718.00;29,624.00;192.00;25,570.00;6,487.50;0.00;9,732.00;3,432.00
Aug 2, 2019;Aug 3, 2019;13,104.00;16,443.75;1,439.00;22,392.25;192.00;25,399.75;6,321.25;0.00;6,638.50;3,432.00
Aug 3, 2019;Aug 4, 2019;13,104.00;14,787.75;3,820.00;20,996.25;192.00;25,298.50;4,839.25;0.00;3,998.50;3,432.00
Aug 4, 2019;Aug 5, 2019;13,104.00;14,166.00;266.25;30,132.00;192.00;25,171.00;5,770.50;0.00;4,855.00;3,432.00
Aug 5, 2019;Aug 6, 2019;13,104.00;13,549.00;4,317.00;20,694.75;192.00;24,942.50;6,928.75;0.00;8,409.75;3,432.00
Aug 6, 2019;Aug 7, 2019;13,104.00;15,877.50;3,187.75;21,858.75;192.00;24,729.75;6,400.75;0.00;6,327.25;3,432.00
Aug 7, 2019;Aug 8, 2019;13,104.00;15,743.25;5,859.25;7,269.75;192.00;24,658.50;6,941.00;0.00;6,336.50;3,432.00
Aug 8, 2019;Aug 9, 2019;13,104.00;16,023.50;2,167.50;27,750.50;192.00;23,898.25;6,093.50;0.00;9,039.50;3,432.00
Aug 9, 2019;Aug 10, 2019;13,104.00;15,436.50;3,912.25;25,555.00;192.00;6,575.00;19,161.50;0.00;10,286.25;3,432.00
Aug 10, 2019;Aug 11, 2019;13,104.00;16,466.00;10,748.00;18,334.00;192.00;0.00;18,266.00;0.00;6,774.75;3,432.00
Aug 11, 2019;Aug 12, 2019;13,104.00;15,080.25;4,130.00;27,632.25;192.00;0.00;21,909.50;0.00;4,907.50;3,432.00
Aug 12, 2019;Aug 13, 2019;13,104.00;16,457.25;1,626.50;14,908.25;192.00;0.00;16,743.75;243.50;8,871.50;3,432.00
Aug 13, 2019;Aug 14, 2019;13,104.00;18,037.00;5,350.50;22,207.50;192.00;0.00;13,346.00;0.00;7,463.25;3,432.00
Aug 14, 2019;Aug 15, 2019;13,104.00;17,489.75;1,563.50;25,620.50;192.00;393.50;16,258.00;0.00;10,551.25;3,432.00
Aug 15, 2019;Aug 16, 2019;13,104.00;15,837.00;10,975.00;16,282.00;192.00;26,028.75;9,201.50;0.00;5,115.75;3,432.00
Aug 16, 2019;Aug 17, 2019;13,104.00;16,913.00;3,917.25;26,503.75;192.00;30,230.50;5,719.50;0.00;8,998.75;3,432.00
Aug 17, 2019;Aug 18, 2019;13,104.00;16,030.50;7,561.50;11,904.75;192.00;29,752.25;6,675.00;0.00;8,557.50;3,432.00
Aug 18, 2019;Aug 19, 2019;13,104.00;15,314.75;9,641.75;28,182.00;192.00;28,997.25;4,612.25;0.00;5,282.25;3,432.00
Aug 19, 2019;Aug 20, 2019;13,104.00;16,601.75;2,341.00;17,357.00;192.00;28,988.75;6,433.00;0.00;9,526.00;3,432.00
Aug 20, 2019;Aug 21, 2019;13,104.00;18,274.00;2,262.00;6,004.00;192.00;29,258.25;8,057.75;0.00;14,575.50;3,432.00
Aug 21, 2019;Aug 22, 2019;13,104.00;18,612.00;2,718.50;26,786.75;192.00;29,773.00;9,119.75;0.00;11,578.00;3,432.00
Aug 22, 2019;Aug 23, 2019;13,104.00;19,037.75;5,506.50;27,327.00;192.00;30,245.75;7,804.25;0.00;8,237.25;3,432.00
Aug 23, 2019;Aug 24, 2019;13,104.00;18,109.75;3,200.50;27,733.75;192.00;30,078.00;8,545.00;0.00;10,691.25;3,432.00
Aug 24, 2019;Aug 25, 2019;13,104.00;18,203.50;2,059.25;23,722.50;192.00;30,075.00;7,680.75;0.00;7,642.50;3,432.00
Aug 25, 2019;Aug 26, 2019;13,104.00;17,040.50;170.00;26,470.50;192.00;29,839.50;14,273.50;0.00;7,565.00;3,432.00
Aug 26, 2019;Aug 27, 2019;13,104.00;16,020.50;289.00;25,711.75;192.00;29,984.50;40,130.50;400.75;15,968.00;3,549.50
Aug 27, 2019;Aug 28, 2019;13,104.00;16,794.50;495.50;26,460.75;192.00;29,626.50;50,412.50;803.25;14,310.75;3,432.00
Aug 28, 2019;Aug 29, 2019;13,104.00;14,275.25;1,924.75;22,131.75;192.00;29,908.00;55,273.50;590.25;8,126.00;3,432.00
Aug 29, 2019;Aug 30, 2019;13,104.00;13,936.00;1,747.50;19,401.00;192.00;29,549.00;44,614.25;250.00;9,344.50;3,432.00
Aug 30, 2019;Aug 31, 2019;13,104.00;12,625.00;367.50;25,255.00;192.00;29,619.00;27,101.25;0.00;6,974.50;3,432.00
Aug 31, 2019;Sep 1, 2019;13,104.00;12,198.25;2,381.25;26,593.75;192.00;29,533.75;7,239.25;0.00;5,607.75;3,432.00
Sep 1, 2019;Sep 2, 2019;13,104.00;12,383.50;8,153.75;17,141.25;192.00;29,256.50;10,015.00;0.00;3,144.50;3,432.00
Sep 2, 2019;Sep 3, 2019;13,104.00;14,034.25;1,782.25;18,258.75;192.00;29,355.00;6,906.75;0.00;6,091.75;3,432.00
Sep 3, 2019;Sep 4, 2019;13,104.00;14,692.50;378.00;28,111.25;192.00;29,429.50;12,891.75;0.00;6,265.50;3,432.00
Sep 4, 2019;Sep 5, 2019;13,104.00;13,955.00;2,552.50;27,949.75;192.00;29,221.25;15,407.00;0.00;8,550.00;3,432.00
Sep 5, 2019;Sep 6, 2019;13,104.00;13,548.00;5,223.75;13,272.75;192.00;28,967.75;9,132.00;0.00;7,812.50;3,432.00
Sep 6, 2019;Sep 7, 2019;13,104.00;13,864.75;3,198.25;15,529.50;192.00;29,400.75;8,122.25;0.00;7,759.50;3,432.00
Sep 7, 2019;Sep 8, 2019;13,104.00;14,800.75;1,181.75;8,561.50;192.00;29,626.25;7,480.50;0.00;3,619.50;3,432.00
Sep 8, 2019;Sep 9, 2019;13,104.00;14,105.50;594.00;6,860.25;192.00;29,656.50;10,805.25;0.00;5,521.25;3,432.00
Sep 9, 2019;Sep 10, 2019;13,104.00;15,092.00;3,649.25;12,146.75;192.00;30,096.75;19,906.00;0.00;5,614.75;3,432.00
Sep 10, 2019;Sep 11, 2019;13,104.00;14,723.50;750.75;23,977.00;192.00;29,726.75;8,383.75;0.00;5,094.00;3,454.25
Sep 11, 2019;Sep 12, 2019;13,104.00;14,688.50;2,062.50;23,156.50;192.00;29,661.50;15,839.75;205.25;6,688.50;3,432.00
Sep 12, 2019;Sep 13, 2019;13,104.00;15,398.00;4,675.50;21,270.00;192.00;29,390.75;8,792.25;0.00;8,132.75;3,432.00
Sep 13, 2019;Sep 14, 2019;13,104.00;14,346.00;1,908.25;21,740.00;192.00;29,055.75;10,694.00;0.00;7,247.50;3,432.00
Sep 14, 2019;Sep 15, 2019;13,104.00;13,680.00;3,385.75;23,216.75;192.00;29,572.75;15,521.00;0.00;7,553.75;3,432.00
Sep 15, 2019;Sep 16, 2019;13,104.00;11,474.75;2,110.00;25,221.50;192.00;29,270.00;12,045.50;0.00;2,793.50;3,432.00
Sep 16, 2019;Sep 17, 2019;13,104.00;14,080.25;1,496.25;20,532.75;192.00;30,196.25;12,132.25;0.00;8,972.25;3,432.00
Sep 17, 2019;Sep 18, 2019;13,104.00;12,109.75;4,324.00;16,454.00;192.00;29,937.00;20,476.25;0.00;3,633.25;3,432.00
Sep 18, 2019;Sep 19, 2019;13,104.00;11,224.50;5,167.25;26,101.75;192.00;29,554.25;21,368.50;0.00;6,255.25;3,432.00
Sep 19, 2019;Sep 20, 2019;13,104.00;10,913.25;8,716.00;26,253.00;192.00;29,861.50;13,676.00;982.50;8,097.50;3,432.00
Sep 20, 2019;Sep 21, 2019;13,104.00;10,647.50;9,742.50;24,563.75;192.00;29,575.25;9,723.00;1,235.75;5,777.25;3,432.00
Sep 21, 2019;Sep 22, 2019;13,104.00;9,559.50;11,531.75;25,455.00;192.00;29,184.50;8,579.75;0.00;4,997.25;3,432.00
Sep 22, 2019;Sep 23, 2019;13,104.00;9,611.25;2,883.00;17,122.50;192.00;30,812.25;10,715.75;0.00;4,775.75;3,432.00
Sep 23, 2019;Sep 24, 2019;13,104.00;11,767.00;9,269.50;8,157.00;192.00;58,325.50;18,457.50;0.00;6,580.50;3,432.00
Sep 24, 2019;Sep 25, 2019;13,104.00;12,490.25;2,950.75;11,957.75;192.00;61,810.25;26,747.25;2,491.75;5,698.25;3,432.00
Sep 25, 2019;Sep 26, 2019;13,104.00;13,809.25;14,819.75;12,399.50;192.00;61,777.75;18,090.75;911.75;7,687.25;3,432.00
Sep 26, 2019;Sep 27, 2019;13,400.25;14,319.75;9,295.75;6,014.50;230.25;61,615.00;9,842.00;751.50;7,709.25;3,432.00
Sep 27, 2019;Sep 28, 2019;13,848.00;12,200.25;16,277.00;8,443.00;288.00;61,625.50;8,269.75;0.00;11,247.25;3,432.00
Sep 28, 2019;Sep 29, 2019;13,848.00;10,695.00;17,944.00;14,552.00;288.00;61,515.50;6,833.75;0.00;5,972.50;3,432.00
Sep 29, 2019;Sep 30, 2019;13,848.00;9,751.50;20,114.25;19,889.25;288.00;61,946.25;6,762.75;0.00;3,791.75;3,432.00
Sep 30, 2019;Oct 1, 2019;13,848.00;10,630.75;23,788.25;14,289.75;288.00;61,351.50;7,054.75;0.00;5,735.75;3,432.00
Oct 1, 2019;Oct 2, 2019;13,848.00;10,058.25;15,914.00;13,656.25;288.00;61,711.25;6,389.75;0.00;9,597.50;3,432.00
Oct 2, 2019;Oct 3, 2019;13,848.00;10,468.50;16,264.00;8,198.75;288.00;61,755.50;12,604.75;270.25;9,334.50;3,562.75
Oct 3, 2019;Oct 4, 2019;13,848.00;11,805.75;6,949.50;15,082.25;288.00;62,042.75;5,509.75;0.00;7,406.50;3,432.00
Oct 4, 2019;Oct 5, 2019;13,848.00;11,755.50;14,808.50;5,034.00;288.00;62,206.75;8,748.75;0.00;5,272.25;3,432.00
Oct 5, 2019;Oct 6, 2019;13,848.00;12,456.75;13,159.25;6,388.00;288.00;62,009.25;4,608.00;0.00;3,752.25;3,432.00
Oct 6, 2019;Oct 7, 2019;13,848.00;13,285.75;7,426.75;4,244.50;288.00;61,587.75;5,477.00;0.00;2,906.75;3,432.00
Oct 7, 2019;Oct 8, 2019;13,848.00;13,397.50;3,115.50;10,613.50;288.00;62,227.75;26,095.00;984.50;12,723.00;3,432.00
Oct 8, 2019;Oct 9, 2019;13,848.00;13,494.25;16,513.75;6,132.50;288.00;61,881.75;14,777.25;417.50;10,727.50;3,432.00
Oct 9, 2019;Oct 10, 2019;13,848.00;13,638.25;16,967.75;4,682.75;288.00;62,055.25;12,104.75;0.00;6,481.00;3,432.00
Oct 10, 2019;Oct 11, 2019;13,848.00;14,483.50;22,556.75;10,725.75;288.00;62,112.25;9,463.25;0.00;7,280.25;3,432.00
Oct 11, 2019;Oct 12, 2019;13,848.00;14,442.50;13,420.25;17,450.75;288.00;61,859.75;9,006.00;83.25;4,678.50;3,432.00
Oct 12, 2019;Oct 13, 2019;13,848.00;14,368.25;15,836.00;16,950.75;288.00;56,211.00;7,220.75;114.00;5,585.25;3,432.00
Oct 13, 2019;Oct 14, 2019;13,848.00;13,600.25;10,709.50;17,718.25;288.00;61,446.00;5,315.50;290.00;2,668.25;3,432.00
Oct 14, 2019;Oct 15, 2019;13,848.00;13,440.50;5,490.00;19,178.75;288.00;61,567.50;9,361.50;380.25;7,753.50;3,432.00
Oct 15, 2019;Oct 16, 2019;13,848.00;13,699.00;9,415.75;10,540.00;288.00;61,586.50;12,588.50;1,425.50;9,045.50;3,469.00
Oct 16, 2019;Oct 17, 2019;13,848.00;15,100.25;14,901.50;15,855.25;288.00;61,950.00;11,859.75;162.25;5,215.75;3,432.00
Oct 17, 2019;Oct 18, 2019;13,848.00;14,521.25;10,809.75;12,204.50;288.00;61,862.00;21,840.50;990.50;6,225.25;3,432.00
Oct 18, 2019;Oct 19, 2019;13,848.00;13,269.00;11,863.50;8,153.75;288.00;61,918.75;12,411.00;407.75;10,863.25;3,432.00
Oct 19, 2019;Oct 20, 2019;13,848.00;12,667.75;12,221.50;4,329.25;288.00;61,919.25;5,783.25;576.00;11,072.25;3,432.00
Oct 20, 2019;Oct 21, 2019;13,848.00;13,496.75;6,090.50;13,087.50;288.00;61,794.50;7,315.50;576.00;10,946.50;3,432.00
Oct 21, 2019;Oct 22, 2019;13,848.00;13,288.00;2,925.50;6,411.50;288.00;61,847.50;48,471.50;450.75;6,938.50;3,432.00
Oct 22, 2019;Oct 23, 2019;13,848.00;13,145.75;1,682.25;9,248.25;288.00;61,785.50;47,982.50;271.75;8,037.50;3,432.00
Oct 23, 2019;Oct 24, 2019;13,848.00;12,462.25;7,356.50;9,785.25;288.00;61,716.25;45,823.25;246.75;7,633.00;3,432.00
Oct 24, 2019;Oct 25, 2019;13,848.00;13,309.25;4,036.25;8,529.25;288.00;61,842.75;13,494.25;284.50;8,481.00;3,432.00
Oct 25, 2019;Oct 26, 2019;13,848.00;11,846.00;5,342.25;12,424.75;288.00;61,472.75;7,073.75;799.00;14,019.50;3,432.00
Oct 26, 2019;Oct 27, 2019;13,848.00;10,836.00;6,630.50;15,922.75;288.00;61,080.00;5,384.00;461.75;11,055.00;3,432.00
Oct 27, 2019;Oct 28, 2019;14,425.00;12,534.25;13,148.00;10,485.50;300.00;60,035.50;8,820.00;480.25;16,685.75;3,575.00
Oct 28, 2019;Oct 29, 2019;13,848.00;12,435.00;3,192.75;5,323.75;288.00;61,875.50;34,136.25;1,440.00;7,527.75;3,432.00
Oct 29, 2019;Oct 30, 2019;13,848.00;12,308.25;6,520.25;3,212.25;288.00;62,102.50;55,017.50;1,396.75;5,570.25;3,504.50
Oct 30, 2019;Oct 31, 2019;13,848.00;12,166.25;10,039.50;6,387.50;288.00;62,155.25;47,484.75;1,386.00;8,277.50;3,505.25
Oct 31, 2019;Nov 1, 2019;13,848.00;13,277.00;9,825.75;10,514.25;288.00;61,908.25;34,515.25;2,006.75;6,799.50;3,434.75
Nov 1, 2019;Nov 2, 2019;13,848.00;13,425.75;9,631.00;3,239.25;288.00;61,613.00;5,806.00;648.00;6,322.25;3,432.00
Nov 2, 2019;Nov 3, 2019;13,848.00;13,976.25;19,492.25;6,905.00;288.00;61,290.50;5,074.00;648.00;3,061.50;3,432.00
Nov 3, 2019;Nov 4, 2019;13,848.00;13,772.00;11,725.25;3,465.00;288.00;61,050.75;4,522.00;648.00;5,263.50;3,432.00
Nov 4, 2019;Nov 5, 2019;13,848.00;15,078.25;19,794.75;6,147.50;288.00;60,953.75;10,938.75;490.75;6,233.75;3,603.50
Nov 5, 2019;Nov 6, 2019;13,848.00;14,349.25;6,813.25;7,917.00;288.00;61,183.75;26,275.75;1,382.00;9,174.75;3,433.75
Nov 6, 2019;Nov 7, 2019;13,848.00;15,435.50;6,666.00;4,661.75;288.00;61,258.50;31,636.50;1,378.75;11,477.25;3,432.00
Nov 7, 2019;Nov 8, 2019;13,848.00;14,341.50;9,199.50;5,937.50;288.00;61,078.00;38,864.50;622.75;4,059.75;3,433.00
Nov 8, 2019;Nov 9, 2019;13,848.00;14,781.50;3,636.50;1,442.75;288.00;60,682.50;43,853.50;1,395.50;11,491.00;3,432.00
Nov 9, 2019;Nov 10, 2019;13,848.00;13,442.00;4,611.25;6,789.00;288.00;60,977.25;33,169.25;600.00;6,065.50;3,432.00
Nov 10, 2019;Nov 11, 2019;13,848.00;12,499.25;2,352.50;7,518.75;288.00;60,948.75;30,500.25;600.00;2,484.75;3,432.00
Nov 11, 2019;Nov 12, 2019;13,848.00;12,615.00;3,257.50;4,567.50;288.00;60,953.25;39,343.75;612.50;7,402.50;3,432.00
Nov 12, 2019;Nov 13, 2019;13,848.00;13,135.00;9,422.00;7,665.75;288.00;60,802.50;52,434.50;617.00;3,745.25;3,432.00
Nov 13, 2019;Nov 14, 2019;13,848.00;13,944.00;4,654.75;7,157.50;288.00;61,027.50;64,409.50;528.50;6,508.75;3,432.00
Nov 14, 2019;Nov 15, 2019;13,848.00;12,488.00;14,297.25;9,230.50;288.00;60,767.25;57,084.25;413.00;5,230.25;3,432.00
Nov 15, 2019;Nov 16, 2019;13,848.00;12,171.25;11,453.50;3,459.25;288.00;60,656.75;42,518.50;1,163.00;9,448.25;3,432.00
Nov 16, 2019;Nov 17, 2019;13,848.00;11,066.25;2,102.50;5,904.75;288.00;60,562.50;34,871.75;600.00;3,569.50;3,432.00
Nov 17, 2019;Nov 18, 2019;13,848.00;11,235.50;4,732.00;1,098.75;288.00;60,541.50;32,377.75;600.00;4,727.75;3,432.00
Nov 18, 2019;Nov 19, 2019;13,848.00;13,169.00;13,256.50;5,692.00;288.00;60,422.25;51,068.50;1,361.75;9,567.75;3,432.00
Nov 19, 2019;Nov 20, 2019;13,848.00;11,119.75;3,035.00;3,539.25;288.00;60,031.75;59,000.75;1,331.50;8,719.00;3,513.00
Nov 20, 2019;Nov 21, 2019;13,848.00;12,812.00;1,735.75;2,792.50;288.00;60,483.50;69,994.50;1,653.50;15,183.00;4,197.00
Nov 21, 2019;Nov 22, 2019;13,848.00;10,869.75;839.50;5,406.00;288.00;60,404.50;66,402.50;1,423.00;11,036.75;3,958.25
Nov 22, 2019;Nov 23, 2019;13,848.00;10,602.00;6,538.00;5,103.00;288.00;60,084.25;56,310.75;669.25;6,890.75;3,432.00
Nov 23, 2019;Nov 24, 2019;13,848.00;10,108.50;19,084.75;5,921.25;288.00;59,738.75;13,036.50;624.00;2,466.50;3,432.00
Nov 24, 2019;Nov 25, 2019;13,848.00;10,630.00;2,460.50;5,356.25;288.00;59,388.75;21,875.75;624.00;4,961.25;3,432.00
Nov 25, 2019;Nov 26, 2019;13,848.00;11,848.75;590.00;2,764.25;288.00;59,826.00;45,534.50;1,898.00;11,990.25;3,979.00
Nov 26, 2019;Nov 27, 2019;13,848.00;10,808.00;3,938.25;4,842.00;288.00;59,634.50;46,492.50;1,490.75;9,561.00;3,780.75
Nov 27, 2019;Nov 28, 2019;13,848.00;10,759.50;20,478.75;4,203.75;288.00;59,156.75;32,402.75;195.25;7,244.75;3,432.00
Nov 28, 2019;Nov 29, 2019;13,848.00;10,574.00;29,432.75;3,596.00;288.00;58,775.25;22,623.50;1,531.25;4,348.00;3,432.00
Nov 29, 2019;Nov 30, 2019;13,848.00;11,770.00;15,924.75;1,791.25;288.00;59,057.75;25,112.25;677.50;4,955.50;3,432.00
Nov 30, 2019;Dec 1, 2019;13,848.00;14,189.25;6,036.75;7,368.00;288.00;58,977.00;27,940.75;456.00;3,828.75;3,432.00
Dec 1, 2019;Dec 2, 2019;13,848.00;13,229.25;11,400.00;1,906.25;288.00;58,931.50;27,745.00;455.50;4,761.00;3,432.00
Dec 2, 2019;Dec 3, 2019;13,848.00;14,236.25;2,276.00;6,676.75;288.00;58,939.75;32,977.25;1,026.50;9,082.75;3,861.25
Dec 3, 2019;Dec 4, 2019;13,848.00;12,815.25;4,356.00;8,962.50;288.00;58,981.50;51,000.50;1,760.25;7,222.00;4,082.00
Dec 4, 2019;Dec 5, 2019;13,848.00;11,855.00;10,464.25;8,276.75;288.00;59,012.50;50,576.50;988.00;12,046.50;4,391.50
Dec 5, 2019;Dec 6, 2019;13,848.00;11,344.50;3,646.50;7,205.00;288.00;58,417.75;47,053.25;1,268.00;12,178.25;4,777.50
Dec 6, 2019;Dec 7, 2019;13,848.00;12,017.00;19,085.50;8,088.00;288.00;57,778.00;42,197.25;692.00;6,051.00;3,432.00
Dec 7, 2019;Dec 8, 2019;13,848.00;11,544.00;24,355.25;3,008.25;288.00;55,403.75;21,938.00;696.00;6,096.50;3,432.00
Dec 8, 2019;Dec 9, 2019;13,848.00;10,760.25;26,435.75;4,328.25;288.00;55,065.00;12,278.00;696.00;2,897.75;3,432.00
Dec 9, 2019;Dec 10, 2019;13,848.00;11,105.50;25,035.00;3,915.75;288.00;56,671.00;30,793.75;691.50;7,947.25;3,434.75
Dec 10, 2019;Dec 11, 2019;13,848.00;12,651.50;8,993.25;6,898.50;288.00;57,881.50;44,878.50;930.75;8,984.75;3,491.75
Dec 11, 2019;Dec 12, 2019;13,848.00;12,952.00;11,029.75;2,069.00;288.00;57,710.00;51,954.75;1,485.50;14,827.50;3,512.00
Dec 12, 2019;Dec 13, 2019;13,848.00;11,360.75;10,803.50;2,718.00;288.00;57,520.25;50,682.00;694.25;10,342.25;3,433.00
Dec 13, 2019;Dec 14, 2019;13,848.00;13,119.00;27,710.25;1,518.75;288.00;57,695.75;24,675.75;680.75;10,316.75;3,963.75
Dec 14, 2019;Dec 15, 2019;13,848.00;12,338.50;31,448.25;4,548.25;288.00;54,447.00;9,278.50;672.00;4,643.50;3,432.00
Dec 15, 2019;Dec 16, 2019;13,848.00;12,081.75;21,577.75;2,825.75;288.00;52,015.50;9,480.50;672.00;5,598.25;3,432.00
Dec 16, 2019;Dec 17, 2019;13,848.00;13,638.75;9,480.25;6,545.75;288.00;57,149.25;41,412.25;583.75;9,644.00;3,432.00
Dec 17, 2019;Dec 18, 2019;13,848.00;12,973.00;7,599.00;5,194.00;288.00;57,193.00;36,128.25;298.75;4,568.75;3,432.00
Dec 18, 2019;Dec 19, 2019;13,848.00;12,667.25;10,627.75;4,252.00;288.00;56,306.75;26,953.25;456.00;7,196.75;3,432.00
Dec 19, 2019;Dec 20, 2019;13,848.00;12,134.50;7,774.50;6,312.00;288.00;56,535.00;24,511.25;439.50;8,163.25;3,432.00
Dec 20, 2019;Dec 21, 2019;13,848.00;11,043.25;16,236.75;1,492.75;288.00;56,808.00;7,250.75;432.00;5,581.00;3,432.00
Dec 21, 2019;Dec 22, 2019;13,848.00;11,920.75;7,251.75;4,426.75;288.00;55,094.75;5,921.50;432.00;5,890.00;3,432.00
Dec 22, 2019;Dec 23, 2019;13,848.00;12,463.00;21,875.75;2,309.00;288.00;56,668.75;6,801.75;432.00;5,183.75;3,432.00
Dec 23, 2019;Dec 24, 2019;13,848.00;13,030.25;24,686.00;2,312.50;288.00;53,573.75;7,782.75;432.00;8,536.00;3,432.00
Dec 24, 2019;Dec 25, 2019;13,848.00;13,012.00;23,686.25;1,374.75;288.00;55,943.75;8,401.25;432.00;7,940.00;3,432.00
Dec 25, 2019;Dec 26, 2019;13,848.00;13,373.50;21,640.50;2,685.75;288.00;56,110.25;7,903.75;432.00;4,388.50;3,432.00
Dec 26, 2019;Dec 27, 2019;13,848.00;13,268.25;2,952.50;4,456.00;288.00;56,031.75;9,011.25;432.00;4,696.00;3,432.00
Dec 27, 2019;Dec 28, 2019;13,848.00;13,248.25;3,989.50;1,594.00;288.00;56,001.25;10,505.50;432.00;9,842.00;3,432.00
