Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Jan 1, 2015;Jan 2, 2015;5,400.00;-;38,828.00;5,690.25;816.00;74,291.25;165,709.25;7,279.50;24.00;537.00;120,347.25
Jan 2, 2015;Jan 3, 2015;5,400.00;-;93,009.75;2,939.75;816.00;62,032.25;159,735.25;7,763.50;24.00;1,478.75;129,618.00
Jan 3, 2015;Jan 4, 2015;5,400.00;-;44,720.50;1,419.50;816.00;68,351.50;186,192.00;8,921.50;24.00;1,899.50;118,379.50
Jan 4, 2015;Jan 5, 2015;5,400.00;-;42,377.00;7,198.75;816.00;72,678.25;176,466.00;8,777.00;24.00;1,832.75;112,300.25
Jan 5, 2015;Jan 6, 2015;5,400.00;-;19,081.00;9,452.75;816.00;79,648.50;230,298.75;46,467.75;2,146.00;1,578.00;187,871.25
Jan 6, 2015;Jan 7, 2015;5,400.00;-;17,460.50;8,878.00;816.00;79,739.25;232,004.50;86,762.50;24.00;958.50;196,582.75
Jan 7, 2015;Jan 8, 2015;5,400.00;-;33,529.50;6,106.25;816.00;79,576.25;217,141.75;95,990.00;9,970.25;2,516.25;204,025.00
Jan 8, 2015;Jan 9, 2015;5,400.00;-;93,147.00;1,751.75;816.00;79,255.25;211,578.75;79,288.50;23.00;3,050.75;167,340.75
Jan 9, 2015;Jan 10, 2015;5,400.00;-;126,279.50;1,568.50;816.00;77,739.25;193,220.75;26,058.00;24.00;4,239.25;132,335.50
Jan 10, 2015;Jan 11, 2015;5,400.00;-;129,684.00;4,697.75;816.00;74,717.25;89,216.25;8,648.00;24.00;1,613.25;124,214.00
Jan 11, 2015;Jan 12, 2015;5,400.00;-;114,997.75;5,476.75;816.00;70,740.75;83,754.75;7,719.50;24.00;516.50;117,187.25
Jan 12, 2015;Jan 13, 2015;5,400.00;-;129,186.00;2,363.50;816.00;77,645.50;189,022.25;30,306.00;23.25;2,849.25;3,328.50
Jan 13, 2015;Jan 14, 2015;5,400.00;-;114,079.25;10,134.00;816.00;77,550.25;196,178.00;49,147.50;24.25;3,771.50;3,420.25
Jan 14, 2015;Jan 15, 2015;5,400.00;-;93,060.50;3,289.25;816.00;77,764.75;194,123.50;77,721.25;24.00;4,900.00;3,569.25
Jan 15, 2015;Jan 16, 2015;5,400.00;-;121,717.25;4,552.25;816.00;77,189.25;217,198.50;45,615.00;24.00;2,739.00;124,855.50
Jan 16, 2015;Jan 17, 2015;5,400.00;-;33,918.00;5,379.50;816.00;77,806.25;215,883.50;85,557.25;23.50;1,681.75;181,096.50
Jan 17, 2015;Jan 18, 2015;5,400.00;-;20,240.25;7,561.75;816.00;79,524.75;205,665.25;89,284.00;24.00;2,188.50;142,674.25
Jan 18, 2015;Jan 19, 2015;5,400.00;-;28,665.50;5,628.50;816.00;79,525.25;190,958.25;69,406.00;21.75;1,438.75;131,313.25
Jan 19, 2015;Jan 20, 2015;5,400.00;-;2,787.25;5,892.00;816.00;79,497.25;213,840.25;71,110.00;29,544.00;1,609.75;222,006.50
Jan 20, 2015;Jan 21, 2015;5,400.00;-;907.50;3,990.75;816.00;79,445.50;230,248.00;70,039.75;38,092.75;3,837.75;236,335.50
Jan 21, 2015;Jan 22, 2015;5,400.00;-;15,202.50;7,519.75;816.00;79,381.00;233,911.25;81,034.75;40,023.25;1,984.75;228,217.50
Jan 22, 2015;Jan 23, 2015;5,400.00;-;15,520.75;2,384.75;816.00;79,355.50;235,236.75;96,003.75;35,345.25;2,812.75;223,726.00
Jan 23, 2015;Jan 24, 2015;5,400.00;-;5,516.00;2,387.75;816.00;79,294.25;235,302.75;108,835.50;27,144.25;2,484.00;212,643.00
Jan 24, 2015;Jan 25, 2015;5,400.00;-;33,828.00;1,305.50;816.00;79,231.25;230,964.00;79,788.00;24.00;1,237.50;145,214.00
Jan 25, 2015;Jan 26, 2015;5,400.00;-;20,807.75;1,926.50;816.00;73,629.75;216,638.25;69,865.25;23.50;109.50;140,202.00
Jan 26, 2015;Jan 27, 2015;5,400.00;-;39,270.25;2,589.50;816.00;78,074.50;211,266.25;100,521.50;9,943.75;1,240.00;211,850.50
Jan 27, 2015;Jan 28, 2015;5,400.00;-;38,405.00;4,693.00;816.00;78,831.00;211,055.50;98,451.75;3,774.25;1,546.00;217,529.00
Jan 28, 2015;Jan 29, 2015;5,400.00;-;86,554.50;3,684.50;816.00;78,714.75;215,660.50;87,572.50;23.50;1,952.00;174,470.50
Jan 29, 2015;Jan 30, 2015;5,400.00;-;74,879.50;6,296.75;816.00;78,278.00;218,862.00;73,529.50;23.25;2,638.50;178,161.00
Jan 30, 2015;Jan 31, 2015;5,400.00;-;0.00;3,094.25;816.00;78,924.50;232,370.25;93,760.75;11,780.50;1,012.50;211,759.00
Jan 31, 2015;Feb 1, 2015;5,400.00;-;25,929.75;6,411.25;816.00;78,870.75;224,570.75;72,952.75;24.00;1,159.25;165,978.00
Feb 1, 2015;Feb 2, 2015;5,640.00;-;17,332.25;4,614.50;864.00;78,828.00;220,448.25;63,346.00;431.75;1,388.50;132,695.00
Feb 2, 2015;Feb 3, 2015;5,640.00;-;37,224.50;4,230.00;864.00;78,694.50;231,157.25;93,791.00;21,342.25;833.25;209,335.75
Feb 3, 2015;Feb 4, 2015;5,640.00;-;10,493.50;6,467.00;864.00;78,716.25;228,884.75;105,707.00;36,528.50;2,370.75;218,235.75
Feb 4, 2015;Feb 5, 2015;5,640.00;-;11,951.00;9,787.25;864.00;78,674.25;226,188.00;111,530.75;48,608.50;1,056.25;224,337.75
Feb 5, 2015;Feb 6, 2015;5,640.00;-;42,688.00;8,440.00;864.00;78,628.25;225,337.50;108,543.50;35,760.00;1,893.75;222,111.25
Feb 6, 2015;Feb 7, 2015;5,640.00;-;76,273.75;14,520.75;864.00;78,592.25;225,598.50;103,914.25;11,752.00;2,134.00;207,675.00
Feb 7, 2015;Feb 8, 2015;5,640.00;-;30,212.50;14,707.25;864.00;75,776.75;204,828.00;55,840.75;7,802.75;2,654.50;136,986.50
Feb 8, 2015;Feb 9, 2015;5,640.00;-;56,713.00;10,554.50;864.00;70,910.75;165,428.25;23,980.75;6,432.00;1,408.25;124,134.50
Feb 9, 2015;Feb 10, 2015;5,640.00;-;42,133.00;3,663.75;864.00;78,525.75;216,867.00;71,586.75;7,512.25;985.50;190,453.00
Feb 10, 2015;Feb 11, 2015;5,640.00;-;11,300.25;6,353.75;864.00;78,095.50;233,114.00;91,492.25;28,306.00;262.75;211,785.25
Feb 11, 2015;Feb 12, 2015;5,640.00;-;8,907.50;7,781.00;864.00;78,165.25;234,107.00;105,119.75;37,870.25;2,908.25;223,478.50
Feb 12, 2015;Feb 13, 2015;5,640.00;-;5,476.75;12,035.00;864.00;78,233.25;233,779.50;108,417.50;20,072.25;1,335.50;218,871.00
Feb 13, 2015;Feb 14, 2015;5,640.00;-;25,517.00;20,890.50;864.00;78,125.75;226,146.75;107,661.50;12,408.00;1,400.75;212,855.00
Feb 14, 2015;Feb 15, 2015;5,640.00;-;34,560.75;16,444.00;864.00;78,028.00;200,020.25;79,862.00;7,845.50;1,733.25;158,177.50
Feb 15, 2015;Feb 16, 2015;5,640.00;-;21,133.25;18,029.25;864.00;78,042.25;198,408.75;47,496.00;7,854.25;894.25;127,416.00
Feb 16, 2015;Feb 17, 2015;5,640.00;-;9,625.25;16,776.50;864.00;77,845.50;209,897.00;88,727.00;7,861.50;1,984.25;191,967.00
Feb 17, 2015;Feb 18, 2015;5,640.00;-;4,598.00;5,189.75;864.00;77,901.50;220,837.25;108,434.50;19,532.75;2,048.00;219,418.50
Feb 18, 2015;Feb 19, 2015;5,640.00;-;7,336.00;9,451.25;864.00;77,867.25;227,897.50;111,180.25;19,288.50;3,224.75;211,064.50
Feb 19, 2015;Feb 20, 2015;5,640.00;-;29,412.25;14,386.75;864.00;77,701.00;227,108.50;103,445.50;7,861.00;2,735.50;201,457.50
Feb 20, 2015;Feb 21, 2015;5,640.00;-;75,433.75;14,396.75;864.00;77,477.50;221,404.25;79,665.25;7,825.50;1,239.25;160,906.75
Feb 21, 2015;Feb 22, 2015;5,640.00;-;44,163.00;10,620.25;864.00;73,188.50;182,720.00;60,831.50;7,833.75;1,970.50;144,705.50
Feb 22, 2015;Feb 23, 2015;5,640.00;-;24,278.00;13,881.25;864.00;73,224.00;186,738.00;41,504.75;7,836.00;1,522.75;146,361.25
Feb 23, 2015;Feb 24, 2015;5,640.00;-;71,765.75;5,758.50;864.00;76,323.50;200,917.75;73,379.75;7,594.50;1,938.00;175,733.50
Feb 24, 2015;Feb 25, 2015;5,640.00;-;61,971.75;10,494.25;864.00;77,131.00;219,402.00;84,486.25;7,832.25;1,311.50;181,840.25
Feb 25, 2015;Feb 26, 2015;5,640.00;-;22,617.75;18,363.75;864.00;77,248.25;217,630.75;88,222.50;17,028.25;1,606.25;216,949.75
Feb 26, 2015;Feb 27, 2015;5,640.00;-;25,180.00;21,442.00;864.00;77,170.50;227,797.25;86,837.25;7,812.75;1,547.75;192,559.50
Feb 27, 2015;Feb 28, 2015;5,640.00;-;33,697.50;9,117.75;864.00;77,190.50;226,666.25;88,074.00;7,815.50;2,663.75;202,894.50
Feb 28, 2015;Mar 1, 2015;5,640.00;-;37,313.25;24,927.75;864.00;77,130.75;225,461.50;55,019.75;7,845.25;1,600.50;132,439.25
Mar 1, 2015;Mar 2, 2015;5,448.00;-;92,612.75;11,969.25;600.00;66,572.75;178,984.25;14,371.00;6,746.00;1,406.50;134,505.50
Mar 2, 2015;Mar 3, 2015;5,376.00;-;101,268.50;18,984.00;600.00;76,072.25;206,194.50;39,157.00;7,835.50;3,806.50;142,805.50
Mar 3, 2015;Mar 4, 2015;5,376.00;-;78,399.50;21,983.25;600.00;76,755.00;199,695.00;40,808.00;7,834.75;3,582.50;151,560.75
Mar 4, 2015;Mar 5, 2015;5,376.00;-;61,252.00;17,213.25;600.00;76,800.00;233,481.75;45,051.75;7,844.25;2,800.50;152,828.50
Mar 5, 2015;Mar 6, 2015;5,376.00;-;22,399.50;17,007.00;600.00;76,800.00;236,061.50;83,384.25;7,826.75;1,846.75;190,073.75
Mar 6, 2015;Mar 7, 2015;5,376.00;-;12,093.00;18,237.25;600.00;76,652.00;224,222.75;97,044.25;5,121.50;4,476.00;182,910.25
Mar 7, 2015;Mar 8, 2015;5,376.00;-;28,687.25;28,053.75;600.00;76,490.50;195,870.25;42,594.00;24.00;1,261.75;116,969.25
Mar 8, 2015;Mar 9, 2015;5,376.00;-;20,288.00;34,723.50;600.00;76,282.50;203,577.25;36,928.75;2,717.75;518.50;113,890.75
Mar 9, 2015;Mar 10, 2015;5,376.00;-;8,840.25;25,900.75;600.00;76,200.75;222,786.75;91,475.25;7,789.25;2,074.75;194,938.00
Mar 10, 2015;Mar 11, 2015;5,376.00;-;13,961.75;21,588.50;600.00;76,115.50;226,166.75;97,287.50;7,783.25;1,526.50;197,202.75
Mar 11, 2015;Mar 12, 2015;5,376.00;-;7,951.00;33,243.50;600.00;76,347.50;227,874.75;84,550.25;6,811.25;1,906.75;192,909.25
Mar 12, 2015;Mar 13, 2015;5,376.00;-;14,181.25;34,493.50;600.00;76,336.75;211,358.00;100,175.75;6,451.75;1,974.50;206,073.00
Mar 13, 2015;Mar 14, 2015;5,376.00;-;31,810.75;28,351.00;600.00;76,320.50;204,830.00;90,772.75;7,811.00;3,288.75;197,278.75
Mar 14, 2015;Mar 15, 2015;5,376.00;-;21,522.00;11,613.50;600.00;76,176.00;201,675.25;93,485.75;7,805.50;3,604.25;161,934.25
Mar 15, 2015;Mar 16, 2015;5,376.00;-;27,542.25;13,316.50;600.00;73,019.50;199,911.75;45,484.00;7,808.75;2,570.75;114,900.75
Mar 16, 2015;Mar 17, 2015;5,376.00;-;26,751.50;32,034.75;600.00;74,923.75;200,289.50;75,949.50;7,787.25;2,299.25;156,441.75
Mar 17, 2015;Mar 18, 2015;5,376.00;-;13,842.50;34,394.50;600.00;75,234.25;228,769.75;80,422.25;7,776.50;3,718.50;174,835.50
Mar 18, 2015;Mar 19, 2015;5,376.00;-;12,860.50;37,116.00;600.00;75,099.00;234,571.00;84,030.25;7,795.75;1,650.75;187,891.00
Mar 19, 2015;Mar 20, 2015;5,376.00;-;10,242.00;22,200.00;600.00;75,133.00;219,820.75;93,994.25;7,808.50;3,279.50;205,546.50
Mar 20, 2015;Mar 21, 2015;5,376.00;-;4,225.25;25,262.00;600.00;75,141.75;218,405.00;87,465.75;13,885.25;2,793.50;197,443.75
Mar 21, 2015;Mar 22, 2015;5,376.00;-;18,781.25;16,259.00;600.00;66,354.25;220,570.25;57,522.00;7,803.25;1,077.50;122,245.50
Mar 22, 2015;Mar 23, 2015;5,376.00;-;31,886.75;21,351.50;600.00;54,997.00;207,746.50;40,594.50;7,726.75;2,394.75;113,136.50
Mar 23, 2015;Mar 24, 2015;5,376.00;-;5,857.25;27,216.75;600.00;54,831.50;205,775.00;92,524.25;14,814.75;3,038.00;177,671.75
Mar 24, 2015;Mar 25, 2015;5,376.00;-;3,691.25;29,843.50;600.00;54,683.75;204,084.25;102,837.50;30,833.25;2,027.00;186,010.50
Mar 25, 2015;Mar 26, 2015;5,376.00;-;19,606.00;20,638.50;600.00;40,852.50;204,164.75;88,577.25;13,406.50;914.50;168,914.25
Mar 26, 2015;Mar 27, 2015;5,376.00;-;29,755.75;15,532.50;600.00;49,828.00;205,284.00;94,916.50;35,134.50;3,858.50;184,341.25
Mar 27, 2015;Mar 28, 2015;5,376.00;-;54,339.50;19,553.25;600.00;53,606.50;212,651.00;85,821.50;7,762.25;1,885.75;152,952.75
Mar 28, 2015;Mar 29, 2015;5,376.00;-;46,067.25;26,859.50;600.00;53,447.50;212,012.00;51,281.00;7,612.75;1,547.50;83,939.00
Mar 29, 2015;Mar 30, 2015;5,152.00;-;118,854.25;8,216.75;575.00;50,975.50;129,516.75;25,416.75;5,336.75;1,297.50;85,455.00
Mar 30, 2015;Mar 31, 2015;5,376.00;-;0.00;25,534.50;600.00;53,386.50;153,242.50;22,405.50;7,046.50;1,818.50;107,058.50
Mar 31, 2015;Apr 1, 2015;5,376.00;-;125,336.00;19,951.50;600.00;53,305.75;169,835.50;8,940.00;7,558.25;2,413.75;123,072.00
Apr 1, 2015;Apr 2, 2015;6,936.00;-;109,642.75;26,314.50;1,728.00;53,534.75;185,635.00;9,183.75;7,681.75;2,698.50;108,844.25
Apr 2, 2015;Apr 3, 2015;6,936.00;-;91,127.75;25,120.50;1,728.00;53,747.25;182,233.25;37,592.25;7,737.50;2,977.75;114,057.00
Apr 3, 2015;Apr 4, 2015;6,936.00;-;10,342.75;37,143.00;1,728.00;38,555.50;179,929.50;29,473.00;7,727.25;1,982.25;106,453.50
Apr 4, 2015;Apr 5, 2015;6,936.00;-;21,420.25;21,075.00;1,728.00;21,974.50;182,876.25;21,073.50;7,743.50;1,103.75;113,400.25
Apr 5, 2015;Apr 6, 2015;6,936.00;-;15,478.75;39,187.75;1,728.00;22,311.25;166,863.25;18,304.25;7,671.75;2,100.50;104,882.50
Apr 6, 2015;Apr 7, 2015;6,936.00;-;8,098.50;21,655.75;1,728.00;22,535.75;179,505.75;20,468.00;7,758.00;1,626.00;110,112.25
Apr 7, 2015;Apr 8, 2015;6,936.00;-;8,814.25;39,840.00;1,728.00;32,231.75;187,963.75;54,772.00;7,730.75;1,521.75;158,643.25
Apr 8, 2015;Apr 9, 2015;6,936.00;-;2,984.25;35,450.25;1,728.00;40,500.25;191,982.25;76,029.00;7,698.25;2,551.50;186,315.50
Apr 9, 2015;Apr 10, 2015;6,936.00;-;6,681.50;46,724.25;1,728.00;46,163.75;199,578.25;61,012.75;7,679.50;1,932.75;185,636.50
Apr 10, 2015;Apr 11, 2015;6,936.00;-;10,025.00;46,280.00;1,728.00;49,752.75;180,278.50;76,181.50;7,617.25;1,575.00;163,555.75
Apr 11, 2015;Apr 12, 2015;6,936.00;-;65,743.00;21,658.00;1,728.00;50,466.50;170,186.00;19,859.00;7,484.75;2,206.50;90,706.25
Apr 12, 2015;Apr 13, 2015;6,936.00;-;33,935.25;44,116.25;1,728.00;55,309.25;135,045.00;16,747.00;6,168.00;2,364.25;84,346.25
Apr 13, 2015;Apr 14, 2015;6,936.00;-;31,016.50;39,222.25;1,728.00;66,415.50;174,217.25;37,840.25;7,112.25;2,844.25;104,587.75
Apr 14, 2015;Apr 15, 2015;6,936.00;-;32,372.75;47,122.00;1,728.00;69,559.25;212,854.75;63,536.25;7,688.75;2,244.75;117,323.75
Apr 15, 2015;Apr 16, 2015;6,936.00;-;29,197.75;49,656.50;1,728.00;71,576.50;199,645.50;51,713.25;7,321.00;3,920.00;110,993.00
Apr 16, 2015;Apr 17, 2015;6,936.00;-;10,434.75;38,299.00;1,728.00;75,528.50;199,165.50;65,918.25;7,676.75;2,355.75;153,399.00
Apr 17, 2015;Apr 18, 2015;6,936.00;-;23,637.75;28,337.50;1,728.00;75,904.75;196,197.75;75,730.00;7,713.75;3,134.00;169,553.25
Apr 18, 2015;Apr 19, 2015;6,936.00;-;20,773.25;46,958.25;1,728.00;76,286.50;171,610.00;25,618.00;7,752.75;2,210.25;108,719.00
Apr 19, 2015;Apr 20, 2015;6,936.00;-;13,989.25;49,857.50;1,728.00;76,134.50;161,143.75;23,058.00;7,022.00;1,207.50;111,130.75
Apr 20, 2015;Apr 21, 2015;6,936.00;-;17,444.00;52,146.75;1,728.00;75,658.50;204,090.00;59,454.25;7,731.75;2,375.75;155,743.25
Apr 21, 2015;Apr 22, 2015;6,936.00;-;16,765.00;52,302.75;1,728.00;74,254.50;204,333.75;70,351.50;7,719.25;1,921.00;143,170.75
Apr 22, 2015;Apr 23, 2015;6,936.00;-;19,295.00;42,268.00;1,728.00;75,360.25;194,274.00;80,891.25;4,741.00;1,519.50;161,903.50
Apr 23, 2015;Apr 24, 2015;6,936.00;-;3,490.25;45,567.00;1,728.00;75,526.75;191,060.50;87,623.75;0.00;1,701.00;162,095.00
Apr 24, 2015;Apr 25, 2015;6,936.00;-;10,857.25;51,046.75;1,728.00;74,945.75;188,435.75;82,873.75;254.25;1,212.25;151,061.25
Apr 25, 2015;Apr 26, 2015;6,936.00;-;19,750.25;19,910.75;1,728.00;74,659.25;136,649.50;40,915.00;0.00;315.00;93,185.75
Apr 26, 2015;Apr 27, 2015;6,936.00;-;16,379.75;31,424.00;1,728.00;70,990.00;139,906.50;25,461.25;0.00;1,110.75;94,630.25
Apr 27, 2015;Apr 28, 2015;6,936.00;-;29,506.75;23,232.75;1,728.00;73,923.50;136,580.75;87,136.75;0.00;3,521.00;142,019.50
Apr 28, 2015;Apr 29, 2015;6,936.00;-;26,823.50;34,703.50;1,728.00;74,795.25;148,887.00;97,469.50;0.00;2,493.00;155,412.25
Apr 29, 2015;Apr 30, 2015;6,936.00;-;17,203.25;43,660.00;1,728.00;74,455.75;154,841.75;82,083.75;6,005.25;2,490.25;135,364.50
Apr 30, 2015;May 1, 2015;6,936.00;-;34,692.75;30,606.75;1,728.00;74,181.00;154,806.00;86,640.50;7,735.75;3,673.25;133,072.75
May 1, 2015;May 2, 2015;6,768.00;-;8,315.00;26,830.25;1,704.00;74,204.75;148,910.75;33,476.25;7,582.25;2,390.00;87,867.25
May 2, 2015;May 3, 2015;6,768.00;-;3,969.00;38,082.75;1,704.00;65,541.50;146,926.25;26,671.50;10,184.25;2,106.50;91,434.50
May 3, 2015;May 4, 2015;6,768.00;-;30,688.75;17,539.25;1,704.00;44,751.75;129,118.75;22,233.75;7,445.50;2,341.75;97,489.75
May 4, 2015;May 5, 2015;6,768.00;-;31,142.50;36,199.50;1,704.00;45,170.00;152,352.00;74,070.00;7,655.00;2,834.50;115,965.75
May 5, 2015;May 6, 2015;6,768.00;-;82,770.25;31,239.25;1,704.00;45,073.00;172,082.25;39,094.00;7,433.25;2,534.25;98,875.25
May 6, 2015;May 7, 2015;6,768.00;-;70,429.25;39,689.50;1,704.00;45,438.00;171,478.75;34,332.25;7,711.75;2,413.00;92,641.00
May 7, 2015;May 8, 2015;6,768.00;-;42,880.50;38,894.00;1,704.00;45,468.75;178,832.25;34,771.00;7,530.00;914.00;103,240.50
May 8, 2015;May 9, 2015;6,768.00;-;4,128.75;43,429.75;1,704.00;45,283.25;156,354.25;50,262.25;7,695.25;1,213.00;108,693.25
May 9, 2015;May 10, 2015;6,768.00;-;65,087.75;30,326.25;1,704.00;45,127.25;129,551.00;15,902.50;7,208.00;2,125.75;91,867.00
May 10, 2015;May 11, 2015;6,768.00;-;18,424.25;50,826.50;1,704.00;39,695.75;105,351.75;19,615.75;3,556.00;1,578.75;81,926.25
May 11, 2015;May 12, 2015;6,768.00;-;20,753.50;47,423.50;1,704.00;44,718.25;169,277.25;34,250.75;7,668.00;2,031.50;120,735.50
May 12, 2015;May 13, 2015;6,768.00;-;46,369.00;38,884.50;1,704.00;44,566.75;162,809.25;46,187.25;11,792.00;1,503.50;100,363.25
May 13, 2015;May 14, 2015;6,768.00;-;15,416.75;44,516.50;1,704.00;44,705.50;156,195.25;48,743.75;9,206.00;1,524.75;111,725.75
May 14, 2015;May 15, 2015;6,768.00;-;7,191.25;38,366.00;1,704.00;44,876.25;139,068.25;31,137.50;3,553.50;1,184.50;86,417.25
May 15, 2015;May 16, 2015;6,768.00;-;15,993.50;37,833.00;1,704.00;44,973.75;144,571.50;40,108.50;3,541.25;1,610.25;100,335.25
May 16, 2015;May 17, 2015;6,768.00;-;25,425.50;25,866.25;1,704.00;43,443.00;124,182.00;11,082.00;8,739.75;856.00;92,845.75
May 17, 2015;May 18, 2015;6,768.00;-;16,441.50;37,505.00;1,704.00;41,145.00;98,668.25;8,980.50;6,869.50;1,737.50;84,009.50
May 18, 2015;May 19, 2015;6,768.00;-;36,961.00;44,761.50;1,704.00;43,472.75;146,774.00;53,711.50;7,696.25;1,820.50;113,685.00
May 19, 2015;May 20, 2015;6,768.00;-;59,789.00;33,751.50;1,704.00;44,588.00;142,368.00;74,072.50;7,707.75;1,346.50;126,923.00
May 20, 2015;May 21, 2015;6,768.00;-;20,531.00;32,950.75;1,704.00;44,853.25;137,716.00;87,081.00;7,681.75;3,139.75;165,583.75
May 21, 2015;May 22, 2015;6,768.00;-;10,570.50;36,595.25;1,704.00;44,842.25;134,605.00;76,808.25;8,455.25;3,692.75;163,458.50
May 22, 2015;May 23, 2015;6,768.00;-;3,193.25;42,462.00;1,704.00;44,774.25;120,012.75;76,969.75;4,796.25;2,216.00;130,997.50
May 23, 2015;May 24, 2015;6,768.00;-;9,504.00;27,426.25;1,704.00;44,622.25;123,204.75;35,202.50;7,680.75;1,320.00;100,349.50
May 24, 2015;May 25, 2015;6,768.00;-;3,905.75;38,068.00;1,704.00;44,484.25;102,968.25;29,271.00;6,853.00;1,395.75;82,855.50
May 25, 2015;May 26, 2015;6,768.00;-;8,999.50;26,316.00;1,704.00;44,337.25;100,983.75;33,859.25;182.75;2,053.50;86,265.00
May 26, 2015;May 27, 2015;6,768.00;-;19,156.50;25,560.25;1,704.00;44,368.25;120,555.25;83,061.25;0.00;1,763.50;137,320.00
May 27, 2015;May 28, 2015;6,768.00;-;9,312.00;33,266.00;1,704.00;44,015.50;149,855.75;88,042.50;5,134.75;2,758.75;140,035.00
May 28, 2015;May 29, 2015;6,768.00;-;47,222.50;36,357.75;1,704.00;42,265.50;154,245.50;89,701.50;7,655.50;2,069.50;109,916.25
May 29, 2015;May 30, 2015;6,768.00;-;33,961.75;33,217.75;1,704.00;41,914.50;165,390.00;86,591.00;7,650.00;2,540.75;124,248.25
May 30, 2015;May 31, 2015;6,768.00;-;0.00;35,647.50;1,704.00;43,418.25;142,793.00;8,486.00;7,694.50;1,839.75;99,886.25
May 31, 2015;Jun 1, 2015;6,768.00;-;56,206.50;31,268.25;1,704.00;54,508.25;114,501.75;8,504.75;6,409.00;1,006.00;86,062.50
Jun 1, 2015;Jun 2, 2015;6,312.00;-;21,228.75;37,208.75;1,608.00;75,118.75;152,580.75;74,442.75;7,529.50;1,749.75;125,787.50
Jun 2, 2015;Jun 3, 2015;6,312.00;-;90,363.75;31,423.00;1,608.00;75,026.25;160,867.00;22,221.75;7,711.00;1,070.25;104,238.25
Jun 3, 2015;Jun 4, 2015;6,312.00;-;44,401.00;38,002.50;1,608.00;74,989.25;164,887.00;28,747.75;7,261.50;1,994.00;116,107.50
Jun 4, 2015;Jun 5, 2015;6,312.00;-;8,596.50;52,435.25;1,608.00;73,874.25;176,857.75;27,598.50;7,700.00;908.00;94,687.50
Jun 5, 2015;Jun 6, 2015;6,312.00;-;16,282.75;50,823.25;1,608.00;73,084.50;173,432.25;26,246.50;7,639.50;3,487.00;109,160.25
Jun 6, 2015;Jun 7, 2015;6,312.00;-;19,476.50;42,190.50;1,608.00;74,136.00;164,269.50;19,231.25;7,698.00;1,643.75;79,817.25
Jun 7, 2015;Jun 8, 2015;6,312.00;-;16,796.00;51,101.00;1,608.00;74,472.75;137,494.00;14,012.25;6,793.50;1,487.50;81,573.25
Jun 8, 2015;Jun 9, 2015;6,312.00;-;38,489.25;35,389.00;1,608.00;75,450.75;164,561.00;76,778.00;7,725.75;2,138.25;134,746.50
Jun 9, 2015;Jun 10, 2015;6,312.00;-;32,810.25;29,364.75;1,608.00;75,759.50;169,973.00;69,012.00;10,421.25;2,382.50;173,709.50
Jun 10, 2015;Jun 11, 2015;6,312.00;-;24,850.75;37,171.75;1,608.00;75,303.50;176,297.00;71,336.00;7,697.50;2,287.25;169,086.00
Jun 11, 2015;Jun 12, 2015;6,312.00;-;18,448.25;45,331.25;1,608.00;74,897.25;165,030.25;81,597.00;7,757.50;2,032.25;168,563.25
Jun 12, 2015;Jun 13, 2015;6,312.00;-;12,446.00;48,706.75;1,608.00;74,292.75;164,751.00;90,348.00;7,653.25;1,157.00;156,864.25
Jun 13, 2015;Jun 14, 2015;6,312.00;-;26,195.25;34,820.25;1,608.00;70,097.25;160,656.50;23,504.75;7,669.25;1,197.00;88,209.00
Jun 14, 2015;Jun 15, 2015;6,312.00;-;12,006.75;39,087.00;1,608.00;69,719.75;133,462.50;16,016.25;7,105.00;739.75;88,281.75
Jun 15, 2015;Jun 16, 2015;6,312.00;-;17,591.25;35,982.75;1,608.00;70,605.75;163,895.50;75,269.25;7,695.50;1,244.50;135,481.50
Jun 16, 2015;Jun 17, 2015;6,312.00;-;15,281.50;34,714.00;1,608.00;73,929.00;165,524.50;83,599.50;7,724.25;1,472.50;146,068.50
Jun 17, 2015;Jun 18, 2015;6,312.00;-;13,227.00;45,544.25;1,608.00;74,776.00;162,170.50;67,882.25;7,743.75;2,430.25;124,622.25
Jun 18, 2015;Jun 19, 2015;6,312.00;-;39,826.00;27,011.00;1,608.00;74,573.75;178,658.50;84,286.50;7,716.00;2,561.75;150,032.25
Jun 19, 2015;Jun 20, 2015;6,312.00;-;19,220.75;22,946.50;1,608.00;74,829.75;174,419.25;84,158.75;7,704.25;1,704.75;128,087.50
Jun 20, 2015;Jun 21, 2015;6,312.00;-;9,484.50;23,963.50;1,608.00;74,926.50;148,646.25;22,986.75;7,709.75;522.50;89,846.00
Jun 21, 2015;Jun 22, 2015;6,312.00;-;16,568.25;24,866.00;1,608.00;74,553.00;156,735.00;17,700.50;7,693.50;725.00;90,002.00
Jun 22, 2015;Jun 23, 2015;6,312.00;-;35,294.50;19,287.75;1,608.00;74,165.25;157,870.00;82,229.00;7,730.25;2,664.75;158,550.50
