date,TenneT,50Hertz,Amprion,TransnetBW
2016-06-06,17561.0,35186.75,6502.0,1101.0
2016-06-07,23416.5,13203.5,9298.25,937.75
2016-06-08,57858.75,45786.75,15868.5,995.25
2016-06-09,41392.25,23345.5,12306.75,1206.0
2016-06-10,52048.0,70040.75,3838.5,167.0
2016-06-11,15340.0,13395.75,4320.25,1220.5
2016-06-12,29783.0,21544.5,7393.0,4625.0
2016-06-13,39124.0,12006.0,21290.25,4620.25
2016-06-14,23170.25,12300.0,18476.5,3069.5
2016-06-15,16209.0,16408.5,15307.5,3505.25
2016-06-16,10049.75,18129.0,4880.5,936.5
2016-06-17,47711.0,64038.75,23734.75,6944.75
2016-06-18,50962.75,52976.5,22166.0,3723.25
2016-06-19,39032.0,24438.0,9348.5,1318.25
2016-06-20,96577.0,28516.5,38722.75,1015.25
2016-06-21,36753.25,49781.0,16595.0,2265.25
2016-06-22,22851.0,13620.5,6563.25,778.0
2016-06-23,47390.0,45127.5,22810.0,3456.5
2016-06-24,40267.75,40584.25,13365.5,1896.0
2016-06-25,51724.5,37315.0,19074.25,3857.25
2016-06-26,69132.5,66339.75,21874.75,799.0
2016-06-27,78494.5,33603.25,30693.25,1846.5
2016-06-28,24796.0,22939.0,7880.5,914.5
2016-06-29,88627.5,71925.5,44033.0,3435.0
2016-06-30,60163.25,32963.5,30938.25,1560.25
2016-07-01,92137.0,60468.25,45994.25,2389.25
2016-07-02,95279.25,72537.5,46668.0,4926.0
2016-07-03,76504.0,56618.25,23925.25,2023.5
2016-07-04,23301.25,21514.5,4481.0,182.25
2016-07-05,120305.5,85600.75,48600.5,4373.25
2016-07-06,155850.75,216528.0,23900.25,2511.75
2016-07-07,39075.75,51328.0,2620.0,154.5
2016-07-08,79779.0,60699.5,31000.25,3156.0
2016-07-09,74788.5,99740.5,17287.0,2425.5
2016-07-10,63317.75,45866.5,23703.25,976.5
2016-07-11,133309.75,86677.5,49437.0,5904.75
2016-07-12,74092.5,45621.75,19434.0,1084.0
2016-07-13,21031.25,15155.75,15325.25,3829.25
2016-07-14,105215.75,100069.5,28330.0,5407.25
2016-07-15,112727.75,135881.25,22183.25,2392.25
2016-07-16,54335.0,32855.75,11058.75,687.25
2016-07-17,43213.75,30628.0,16647.5,917.25
2016-07-18,45726.75,39293.0,5614.5,574.0
2016-07-19,12190.75,19217.75,4546.5,704.0
2016-07-20,53143.5,16701.0,22293.0,1415.5
2016-07-21,28199.75,41946.5,14574.0,2934.0
2016-07-22,14121.25,32869.5,8550.25,1056.75
2016-07-23,11027.75,24625.75,3513.75,652.25
2016-07-24,5423.25,9392.75,1854.75,338.25
2016-07-25,14848.25,7537.25,7828.75,829.0
2016-07-26,12924.0,19790.5,2500.5,804.5
2016-07-27,27314.25,22877.25,14393.75,1779.5
2016-07-28,15366.0,13970.25,13977.25,1294.25
2016-07-29,42566.0,39157.5,29094.25,4247.75
2016-07-30,46218.75,44166.0,15055.25,2679.25
2016-07-31,19874.75,18610.0,11574.0,2238.25
2016-08-01,50844.25,55661.75,11848.5,820.5
2016-08-02,25375.25,18318.75,26607.25,5835.75
2016-08-03,98517.25,66130.75,52997.25,5132.75
2016-08-04,105654.5,59775.25,29030.5,3145.5
2016-08-05,64717.0,24799.0,18525.75,1915.0
2016-08-06,58705.5,66503.5,13106.0,1219.75
2016-08-07,82868.0,49601.75,19575.75,388.5
2016-08-08,133931.75,109963.25,42527.75,3797.75
2016-08-09,71471.5,47646.75,14203.0,1451.0
2016-08-10,64647.25,46100.75,12482.75,2564.25
2016-08-11,68785.25,65996.5,32712.5,1696.25
2016-08-12,70119.0,42573.75,33372.0,4990.25
2016-08-13,101492.0,95804.0,27313.5,1652.25
2016-08-14,39253.5,36759.75,6218.5,862.75
2016-08-15,19803.5,23150.25,14402.0,1583.75
2016-08-16,18174.25,22931.75,13805.25,1849.0
2016-08-17,16709.0,10053.0,14897.0,1304.5
2016-08-18,14661.0,17696.5,8297.75,1195.75
2016-08-19,11132.75,10100.5,9313.5,961.5
2016-08-20,41046.75,42237.75,26919.75,1816.75
2016-08-21,96565.5,44458.0,55723.25,8056.75
2016-08-22,73842.5,47777.75,26312.5,2761.25
2016-08-23,23159.25,28127.0,7673.25,946.25
2016-08-24,39549.25,19847.75,21093.75,5510.5
2016-08-25,69290.25,73538.0,22675.5,5321.25
2016-08-26,50581.75,61304.75,11370.25,1487.0
2016-08-27,24715.75,30140.75,10669.25,655.75
2016-08-28,82856.0,53739.75,37387.0,5119.5
2016-08-29,86775.75,92194.5,16852.75,3506.25
2016-08-30,33347.0,30335.75,7763.25,3304.75
2016-08-31,25704.0,16683.0,11697.75,2349.0
2016-09-01,31253.25,24193.5,8125.75,1132.75
2016-09-02,41263.75,14745.25,8844.0,591.5
2016-09-03,43791.5,38216.0,13166.5,1888.75
2016-09-04,95633.25,72368.5,62762.0,9183.25
2016-09-05,48799.0,71232.0,26507.25,6028.5
2016-09-06,19046.0,9265.25,3527.5,2093.5
2016-09-07,31143.75,22126.0,16120.5,6262.5
2016-09-08,40300.25,34478.0,21048.5,2761.25
2016-09-09,21335.5,29480.25,7076.25,1107.25
2016-09-10,13590.75,17363.75,3066.25,491.0
2016-09-11,21993.25,26136.0,5226.0,734.25
2016-09-12,36729.0,29604.0,7087.0,1258.25
2016-09-13,64605.5,47796.0,11923.75,2222.25
2016-09-14,82013.0,70904.75,21808.0,4690.5
2016-09-15,113257.5,71847.25,36511.75,5946.25
2016-09-16,35224.75,32361.25,12579.75,2417.5
2016-09-17,58278.5,79655.75,10411.75,4643.25
2016-09-18,71726.5,78934.5,24811.5,3651.5
2016-09-19,20228.0,27558.5,5875.5,2555.75
2016-09-20,7654.75,8947.75,2601.0,577.0
2016-09-21,10132.25,15700.25,5742.25,1176.5
2016-09-22,11606.5,8860.0,3485.5,689.5
2016-09-23,30523.0,20159.5,5592.25,364.5
2016-09-24,25097.0,20219.75,10843.25,1109.25
2016-09-25,71720.75,37344.25,28433.5,1552.75
2016-09-26,18624.25,26011.75,9466.25,1203.25
2016-09-27,25661.25,10651.0,5252.25,407.25
2016-09-28,165738.5,160302.25,56314.0,4572.25
2016-09-29,194513.75,161227.0,83370.0,9535.75
2016-09-30,94452.0,68094.25,20512.0,6874.0
2016-10-01,38515.75,25639.25,22842.5,7294.0
2016-10-02,58040.25,48587.25,56590.5,8798.5
2016-10-03,68612.0,38428.0,28306.0,6722.75
2016-10-04,112191.75,147725.5,32337.25,4436.25
2016-10-05,109099.0,140679.25,54476.75,10716.75
2016-10-06,109957.0,151196.25,30017.75,3838.5
2016-10-07,61044.0,34355.5,17283.0,1519.25
2016-10-08,47333.5,49109.0,10249.25,604.75
2016-10-09,16135.75,25320.0,3828.5,682.75
2016-10-10,9894.25,2125.75,1526.25,937.0
2016-10-11,68812.25,28258.25,7585.75,2066.75
2016-10-12,64964.0,46204.75,17272.75,2998.75
2016-10-13,107113.5,75241.5,60972.5,12539.5
2016-10-14,173872.0,128503.75,45674.75,7360.0
2016-10-15,82965.25,67866.5,29072.25,3873.25
2016-10-16,35271.0,21505.25,16708.5,1581.0
2016-10-17,52936.25,46204.5,15626.25,1909.0
2016-10-18,54408.0,17943.75,34730.0,2264.75
2016-10-19,54221.75,52766.5,66742.25,11746.25
2016-10-20,34472.0,33718.75,20108.5,7667.0
2016-10-21,33080.25,16294.0,10832.25,2592.25
2016-10-22,22898.75,6644.75,9688.0,3564.25
2016-10-23,20609.75,11975.0,7367.75,3862.0
2016-10-24,44351.5,16122.5,11894.25,5471.0
2016-10-25,20090.5,9771.75,6266.0,4024.5
2016-10-26,21163.25,4381.0,2926.5,169.75
2016-10-27,83509.25,48787.0,17557.5,368.0
2016-10-28,124686.25,156706.5,31885.0,1286.25
2016-10-29,80510.75,133155.0,11579.25,1879.0
2016-10-30,22326.75,69070.0,6679.25,2111.75
2016-10-31,12571.0,17945.25,9623.25,2966.75
2016-11-01,81487.25,72826.25,12538.5,3150.75
2016-11-02,133182.0,190485.25,42954.75,6703.0
2016-11-03,33201.0,54474.75,11555.0,1266.0
2016-11-04,98460.0,75319.5,23263.5,4056.5
2016-11-05,66319.75,56021.75,28487.25,7315.75
2016-11-06,74263.0,37057.0,46757.5,3496.5
2016-11-07,64138.5,27482.5,16401.0,3606.0
2016-11-08,30560.5,46104.0,11899.25,2931.75
2016-11-09,31424.75,34905.5,36140.5,6166.0
2016-11-10,37612.0,27708.75,32973.25,11260.75
2016-11-11,41129.0,22647.25,21658.0,5706.75
2016-11-12,36416.25,7172.5,15947.0,523.5
2016-11-13,70616.75,30794.25,18437.75,3294.75
2016-11-14,106939.25,64036.5,21276.0,4114.75
2016-11-15,121827.0,155657.75,51411.0,6860.0
2016-11-16,125827.0,112196.5,74931.5,11892.75
2016-11-17,169877.5,160807.25,104129.0,14262.5
2016-11-18,211493.0,223478.75,107859.25,17809.75
2016-11-19,150485.5,112591.75,65408.25,7820.75
2016-11-20,231861.5,202838.5,122599.0,14020.25
2016-11-21,131065.75,132803.75,74020.25,9533.75
2016-11-22,96199.25,50761.75,41065.5,3796.5
2016-11-23,28543.0,8236.75,20525.25,5038.25
2016-11-24,82822.0,46313.5,72716.75,8894.0
2016-11-25,49578.0,16277.0,59764.75,11381.75
2016-11-26,52745.5,39360.5,5415.0,885.5
2016-11-27,79313.0,129330.5,17350.5,2065.5
2016-11-28,56692.5,72742.5,42041.5,10421.75
2016-11-29,68876.25,69304.75,21652.75,7589.5
2016-11-30,174399.75,190885.0,39438.5,5352.5
2016-12-01,236733.25,275069.5,61703.75,9891.0
2016-12-02,88360.25,154083.5,29518.25,5550.25
2016-12-03,11873.5,22686.75,21109.0,6215.75
2016-12-04,30132.25,15857.75,36291.5,4118.75
2016-12-05,27332.75,33274.25,8847.0,1188.25
2016-12-06,25429.25,36237.0,3877.25,276.5
2016-12-07,130216.5,87035.5,33196.5,844.0
2016-12-08,174956.25,192982.0,61130.0,5282.75
2016-12-09,148028.0,154922.0,54261.5,8381.0
2016-12-10,132188.75,159975.5,50557.75,5453.75
2016-12-11,183688.25,180809.0,83853.0,13396.75
2016-12-12,54600.5,83564.0,18010.0,3633.75
2016-12-13,28925.75,39347.25,16219.0,2204.25
2016-12-14,16191.5,23099.5,6552.75,1111.25
2016-12-15,71281.25,32953.5,29202.0,2987.5
2016-12-16,42235.75,50977.25,23150.0,1389.25
2016-12-17,28282.75,29608.0,6331.25,88.5
2016-12-18,48054.5,52458.25,9713.25,352.0
2016-12-19,21947.25,9511.25,26317.75,3377.25
2016-12-20,64361.0,36608.75,27555.0,3127.5
2016-12-21,119667.25,79183.5,34174.75,198.75
2016-12-22,96857.75,71668.25,20430.25,2570.25
2016-12-23,153182.75,108730.25,41716.5,1602.25
2016-12-24,250199.75,223938.75,111049.5,14329.75
2016-12-25,265128.25,239428.75,129402.25,16189.75
2016-12-26,269222.25,272903.5,107507.75,11332.75
2016-12-27,239234.5,282320.25,60874.75,8190.5
2016-12-28,76820.5,115022.25,11969.0,2364.0
2016-12-29,59429.5,25996.25,21244.25,6025.5
2016-12-30,88496.5,68387.75,13295.75,2457.25
2016-12-31,117628.25,100439.75,13693.75,590.25
2017-01-01,111625.25,116506.75,22890.5,3373.0
2017-01-02,84765.75,112515.5,25495.75,2806.25
2017-01-03,228616.5,250864.25,77014.0,4315.75
2017-01-04,244349.5,267440.75,96767.5,11888.25
2017-01-05,83927.25,124073.75,29234.25,5024.75
2017-01-06,30362.5,29053.0,8309.0,1421.5
2017-01-07,92197.0,80826.75,20441.5,3071.25
2017-01-08,16711.25,12545.0,6581.5,1422.5
2017-01-09,67732.25,26346.75,23478.75,418.75
2017-01-10,94887.5,116384.5,25562.75,2163.5
2017-01-11,223627.0,201530.25,99720.25,9144.25
2017-01-12,206739.5,211812.25,97250.75,12030.75
2017-01-13,168267.0,173973.25,103920.75,15236.5
2017-01-14,177296.25,139705.75,86364.25,13334.75
2017-01-15,72349.0,106651.75,28053.0,5623.0
2017-01-16,23593.5,29900.0,7913.75,2440.0
2017-01-17,25840.25,8446.75,24043.75,8625.75
2017-01-18,48271.0,12260.25,34594.75,13312.75
2017-01-19,48595.5,18554.0,32052.75,11360.5
2017-01-20,35122.0,22962.0,34238.0,9813.5
2017-01-21,30516.0,15055.75,25417.0,4583.75
2017-01-22,18063.0,19175.0,6700.5,1771.75
2017-01-23,13533.0,7823.25,7544.25,855.0
2017-01-24,12296.75,5057.75,2680.25,522.25
2017-01-25,23296.25,3253.75,20539.5,3011.25
2017-01-26,83757.75,47055.75,37651.0,6532.5
2017-01-27,95483.25,58877.5,47658.75,7528.75
2017-01-28,62373.75,54185.5,38573.0,2610.25
2017-01-29,109829.5,84738.75,43465.75,2663.75
2017-01-30,108488.25,94990.25,69621.25,11832.25
2017-01-31,44087.75,21826.0,9614.0,3917.0
2017-02-01,88341.0,21145.25,31218.5,2010.5
2017-02-02,89174.75,50137.75,41918.75,4624.0
2017-02-03,54151.5,45545.0,46247.75,5379.75
2017-02-04,71341.25,49447.0,58798.25,11448.5
2017-02-05,44762.75,19348.75,20878.0,5598.25
2017-02-06,56055.25,18229.0,7013.0,1673.25
2017-02-07,118930.25,23174.75,25134.5,809.5
2017-02-08,91180.75,25102.0,24813.0,3469.5
2017-02-09,71200.0,36241.75,28579.0,5431.5
2017-02-10,101025.5,82952.5,21809.25,1527.0
2017-02-11,117955.5,78649.5,31272.25,5982.0
2017-02-12,135897.75,50755.0,59552.5,7198.0
2017-02-13,129980.25,40353.25,85846.5,11555.5
2017-02-14,92054.75,27204.5,39517.75,5800.25
2017-02-15,32965.0,26964.0,12988.25,1113.0
2017-02-16,109819.0,61244.25,24063.5,1578.75
2017-02-17,97791.25,76555.25,35890.5,4763.5
2017-02-18,60843.5,39577.0,6767.75,618.0
2017-02-19,129143.75,105516.25,39020.25,3829.75
2017-02-20,227936.25,218208.25,90231.75,12886.25
2017-02-21,192225.5,215999.25,78567.25,16169.5
2017-02-22,289112.75,257617.25,153430.75,22540.5
2017-02-23,237273.75,217803.75,147273.5,21528.5
2017-02-24,186534.5,216115.75,65843.5,11404.25
2017-02-25,154636.5,127249.75,48396.5,1989.25
2017-02-26,201075.25,175585.0,82195.75,8138.0
2017-02-27,197431.5,143611.25,113007.5,9151.5
2017-02-28,214213.5,198450.25,109473.5,14802.5
2017-03-01,152010.75,138340.25,100137.75,18641.0
2017-03-02,204701.75,207719.5,138233.5,20129.0
2017-03-03,109353.0,104092.25,51368.0,7718.75
2017-03-04,78591.5,73388.25,51136.75,8177.5
2017-03-05,128348.5,114696.25,88090.25,12048.0
2017-03-06,85918.5,42620.25,52117.25,11186.25
2017-03-07,29075.25,33710.25,21388.0,7635.5
2017-03-08,117457.25,92718.5,80490.0,9812.5
2017-03-09,127498.75,62773.25,69987.5,12788.75
2017-03-10,111113.25,142742.5,17940.0,5358.25
2017-03-11,45316.5,20749.0,22688.5,4683.75
2017-03-12,132892.25,54902.25,51982.25,9204.25
2017-03-13,43776.25,27444.75,18750.75,2878.75
2017-03-14,107521.75,63807.25,22859.75,1959.25
2017-03-15,103792.5,137017.0,14231.0,1543.0
2017-03-16,80812.5,61235.25,12671.5,1157.75
2017-03-17,197407.75,155999.75,69297.0,12176.5
2017-03-18,236867.5,226829.25,133190.5,22770.25
2017-03-19,184871.75,117686.25,122387.5,18060.5
2017-03-20,191842.75,168177.75,111544.5,10444.75
2017-03-21,165546.25,113222.5,57290.5,6482.25
2017-03-22,73605.75,39376.5,17847.25,1883.0
2017-03-23,77279.75,46107.5,32737.75,4969.5
2017-03-24,57039.0,28307.0,55855.0,8445.5
2017-03-25,60969.25,43579.0,71699.25,15316.5
2017-03-26,29048.5,11630.25,28790.75,7503.5
2017-03-27,21446.5,11819.25,26401.75,8424.25
2017-03-28,31553.0,31634.5,28699.5,2577.0
2017-03-29,125879.75,136614.0,53010.75,5700.5
2017-03-30,67787.5,40158.5,20740.75,1646.0
2017-03-31,87435.5,71753.5,48685.75,3086.75
2017-04-01,20512.0,35776.25,12133.5,2633.25
2017-04-02,41344.0,38084.0,12048.25,4300.25
2017-04-03,22093.75,21027.25,11008.25,3032.75
2017-04-04,17411.25,5659.25,8595.75,1548.0
2017-04-05,111946.75,88551.5,31383.75,1872.75
2017-04-06,137426.0,167030.75,29133.0,3239.75
2017-04-07,152655.5,190428.0,21549.5,3562.75
2017-04-08,23518.0,47046.0,2480.75,341.75
2017-04-09,23630.25,10378.5,3949.25,154.75
2017-04-10,176367.75,164964.0,52155.25,7899.0
2017-04-11,127232.75,145150.25,21357.25,1571.75
2017-04-12,199827.5,182639.5,73274.0,6429.0
2017-04-13,177981.25,167068.75,44004.0,8294.25
2017-04-14,101600.0,102936.25,16752.75,1803.0
2017-04-15,193117.25,152656.75,69493.25,9537.75
2017-04-16,121721.5,109553.75,45164.75,6953.75
2017-04-17,69103.0,33437.25,45148.0,8807.0
2017-04-18,100656.75,89258.75,45476.0,5811.0
2017-04-19,48159.25,83412.5,32997.5,5978.5
2017-04-20,38898.75,21300.5,6488.25,2496.75
2017-04-21,155385.25,157702.0,31653.5,2513.0
2017-04-22,193203.75,209098.25,52729.75,6749.25
2017-04-23,139963.75,162442.25,27383.5,2710.75
2017-04-24,131910.0,106785.75,32018.25,1462.5
2017-04-25,88741.5,77592.0,45518.5,6084.25
2017-04-26,22313.75,15670.5,9039.0,1153.25
2017-04-27,50679.5,10888.75,11349.5,346.5
2017-04-28,48636.75,9337.25,16073.0,2477.5
2017-04-29,39494.25,34558.0,10396.25,2239.75
2017-04-30,152930.0,105696.25,70886.5,10155.25
2017-05-01,156523.25,173576.25,33140.5,7739.75
2017-05-02,136409.0,151775.0,15844.0,7752.75
2017-05-03,114687.75,80653.75,12469.5,872.25
2017-05-04,149286.25,97953.75,27830.25,876.5
2017-05-05,73878.25,22865.25,10259.5,1411.75
2017-05-06,33558.0,17269.0,32083.75,8304.25
2017-05-07,35439.0,15962.25,21509.75,4927.0
2017-05-08,94905.5,73620.5,32139.75,5994.25
2017-05-09,30387.75,15057.0,9209.0,1006.0
2017-05-10,37824.25,41523.0,5355.5,1907.0
2017-05-11,71609.25,33558.5,31556.75,3164.75
2017-05-12,62604.0,54752.75,15763.25,3157.0
2017-05-13,21413.25,16563.0,21185.0,3390.75
2017-05-14,28652.75,12718.0,18481.25,2320.75
2017-05-15,19244.5,26837.25,5157.75,1548.0
2017-05-16,44726.75,11130.25,8694.5,601.75
2017-05-17,56995.25,35090.25,31077.25,5748.5
2017-05-18,75611.75,71983.5,24388.0,4507.0
2017-05-19,62321.0,55491.25,35213.0,9767.5
2017-05-20,45824.25,88661.75,16130.25,2840.75
2017-05-21,18814.25,24083.5,5675.75,1687.0
2017-05-22,22556.0,12533.0,15198.0,3201.25
2017-05-23,92334.0,37914.0,42153.0,3645.5
2017-05-24,94188.0,132476.25,20485.5,5254.5
2017-05-25,62531.0,52329.5,14018.0,957.25
2017-05-26,20528.25,33485.0,23542.0,3770.75
2017-05-27,73634.75,35175.25,33980.25,4985.5
2017-05-28,64051.25,62193.75,12118.25,2337.5
2017-05-29,15965.25,14733.0,14982.75,525.5
2017-05-30,77505.5,53088.75,34504.75,4045.75
2017-05-31,111421.5,124287.75,16178.5,1469.75
2017-06-01,35425.0,45801.75,4549.5,880.75
2017-06-02,12770.0,15024.5,7863.25,657.0
2017-06-03,41906.75,44054.0,10327.0,1189.5
2017-06-04,85523.5,83185.75,26929.75,5153.75
2017-06-05,39464.5,20767.25,8500.25,607.75
2017-06-06,152217.75,71603.75,102064.75,10482.75
2017-06-07,236305.5,193440.75,122898.25,14717.0
2017-06-08,104898.5,91083.5,46006.5,2723.75
2017-06-09,83775.75,80944.0,40051.0,7015.5
2017-06-10,29279.5,21709.25,11791.5,540.0
2017-06-11,74388.75,28186.75,21691.0,2067.75
2017-06-12,177992.25,149981.25,63289.5,7938.75
2017-06-13,109732.0,145174.5,15405.0,1395.0
2017-06-14,18258.25,34340.5,8348.75,1817.5
2017-06-15,52910.75,16226.0,27183.75,2323.5
2017-06-16,179848.5,141753.25,61236.75,10284.0
2017-06-17,91854.0,144654.25,15591.25,3059.75
2017-06-18,11328.25,16266.25,7658.0,2444.75
2017-06-19,9483.75,3662.5,9989.0,3942.75
2017-06-20,53121.75,43006.75,12956.5,1171.25
2017-06-21,19368.0,21622.25,12175.25,1570.5
2017-06-22,78486.25,58085.25,49953.75,3419.25
2017-06-23,171612.25,133990.0,49485.75,8305.75
2017-06-24,147968.0,102331.0,58059.25,6595.5
2017-06-25,121654.75,93425.25,58097.25,5994.75
2017-06-26,87589.25,61301.5,21959.5,3613.25
2017-06-27,28127.25,20257.0,17690.75,2545.5
2017-06-28,100492.5,53586.75,30607.25,3931.0
2017-06-29,46175.25,82107.0,28606.75,10050.0
2017-06-30,117659.25,184868.75,48628.5,8420.25
2017-07-01,99896.0,111754.75,48442.5,13188.5
2017-07-02,116464.25,106922.25,32921.25,4513.25
2017-07-03,115260.25,74318.75,26165.0,2796.5
2017-07-04,66707.25,86565.0,7288.0,1728.0
2017-07-05,13280.75,9488.75,4754.25,1095.0
2017-07-06,11754.25,8521.5,10018.25,937.75
2017-07-07,41532.0,46441.5,36497.75,5376.0
2017-07-08,51193.25,43803.5,12837.25,2342.75
2017-07-09,10448.25,18867.75,6391.75,2614.0
2017-07-10,24919.25,34479.0,16344.75,6611.0
2017-07-11,65297.75,35848.25,37090.25,6356.75
2017-07-12,108417.75,76547.75,63505.0,11044.0
2017-07-13,70649.25,107833.75,7136.25,1145.0
2017-07-14,25407.25,8573.5,21658.25,2615.75
2017-07-15,30404.75,22782.25,15526.75,2443.75
2017-07-16,65108.25,35703.25,12260.25,445.0
2017-07-17,36514.5,27322.5,6508.0,518.5
2017-07-18,21148.5,13870.0,20910.25,1999.5
2017-07-19,87833.25,45532.0,33562.5,2960.5
2017-07-20,47671.5,36928.0,44105.0,5712.5
2017-07-21,36620.25,35308.25,8489.75,2119.75
2017-07-22,57006.75,40417.0,21226.0,2698.5
2017-07-23,73476.5,54684.75,55311.75,8030.5
2017-07-24,28921.25,17391.5,16358.0,7456.25
2017-07-25,102096.0,66535.25,58076.25,11351.5
2017-07-26,80300.5,112724.25,44060.5,13266.25
2017-07-27,62924.5,36135.25,36332.5,6943.75
2017-07-28,103036.5,67257.5,53612.5,5093.0
2017-07-29,112112.25,72838.75,54043.25,2754.75
2017-07-30,116081.0,101383.25,71679.25,4859.25
2017-07-31,46278.75,30608.75,15159.5,3941.0
2017-08-01,30686.25,41470.75,16242.75,4582.0
2017-08-02,36177.5,19072.0,15282.25,2205.0
2017-08-03,143137.25,76257.75,72901.75,4735.75
2017-08-04,182754.75,114969.0,65418.0,6429.5
2017-08-05,92718.5,58954.5,35031.75,5429.5
2017-08-06,69649.5,55073.25,10945.0,791.5
2017-08-07,35631.25,23447.25,10745.5,3249.25
2017-08-08,61374.25,101327.5,35524.0,4620.25
2017-08-09,92769.25,44952.5,23277.75,2310.25
2017-08-10,32365.25,42443.25,5810.75,4647.0
2017-08-11,40049.25,44315.25,14175.5,3371.0
2017-08-12,101519.25,96420.25,49973.0,7282.5
2017-08-13,42701.75,39706.75,12248.0,2655.25
2017-08-14,41685.5,21658.25,14857.5,3212.5
2017-08-15,62935.0,78527.5,27845.75,3263.25
2017-08-16,21140.25,23343.25,7162.75,2110.5
2017-08-17,72533.75,39012.0,32604.0,1823.75
2017-08-18,66767.25,34688.25,36750.75,5019.0
2017-08-19,133330.5,88723.25,58768.5,3702.25
2017-08-20,121237.75,72649.75,35732.25,3444.75
2017-08-21,74787.25,97268.0,4976.25,174.75
2017-08-22,27141.25,45112.75,4949.75,511.25
2017-08-23,25114.75,9804.0,15255.75,1182.75
2017-08-24,80818.75,36106.0,21452.75,3287.0
2017-08-25,34708.75,29062.75,4936.75,1062.75
2017-08-26,19027.0,9658.75,10270.0,2864.5
2017-08-27,41328.75,66443.5,4540.5,713.75
2017-08-28,15767.5,7750.25,8501.25,796.75
2017-08-29,42182.75,30891.5,8645.0,1502.75
2017-08-30,40770.5,71434.0,33580.0,4760.75
2017-08-31,70332.0,88007.0,28810.25,4969.75
2017-09-01,14093.0,13252.5,3963.0,1158.75
2017-09-02,10102.0,16715.0,4919.75,599.75
2017-09-03,4146.5,16299.0,1549.75,359.75
2017-09-04,7405.25,51669.5,7075.5,561.75
2017-09-05,27669.0,26064.75,15382.5,1159.25
2017-09-06,133224.25,109105.0,73792.0,11350.75
2017-09-07,102459.0,157590.5,33268.75,3428.5
2017-09-08,183789.5,151588.5,100909.0,7659.75
2017-09-09,83133.75,139281.25,56540.25,8960.0
2017-09-10,110057.75,45764.0,45196.75,2995.0
2017-09-11,220713.25,141139.75,115717.25,12303.0
2017-09-12,173995.25,131775.25,87182.75,12137.25
2017-09-13,278440.75,237843.75,148305.25,20979.0
2017-09-14,217261.5,213007.5,122768.75,19474.5
2017-09-15,133053.0,119232.5,37319.75,4552.0
2017-09-16,36185.5,24894.25,16587.5,799.75
2017-09-17,7015.5,6411.0,5550.0,808.0
2017-09-18,11952.75,14390.0,22078.5,1900.5
2017-09-19,23694.75,19943.75,10621.0,1699.0
2017-09-20,51519.75,39164.0,13406.25,1351.0
2017-09-21,14215.75,10754.5,7657.25,697.75
2017-09-22,4259.75,3286.0,3349.25,784.5
2017-09-23,7729.0,9458.75,4553.75,581.5
2017-09-24,16302.25,16568.25,5504.25,780.5
2017-09-25,36033.5,24609.25,7760.0,960.0
2017-09-26,44297.75,46472.25,6087.25,1048.75
2017-09-27,45467.0,43932.75,7352.75,432.0
2017-09-28,35498.5,45611.0,12277.25,1208.5
2017-09-29,47504.75,57297.0,13543.0,512.75
2017-09-30,65514.75,86725.5,20886.5,3366.0
2017-10-01,70145.25,38335.75,28183.5,2012.75
2017-10-02,208298.75,156151.0,94043.25,9246.5
2017-10-03,165837.5,129644.25,57844.25,8109.25
2017-10-04,231951.5,207213.25,76872.75,6826.75
2017-10-05,260296.0,234604.75,136110.75,19029.0
2017-10-06,210255.75,205720.0,75504.5,9481.25
2017-10-07,221929.0,198080.25,102766.75,11083.75
2017-10-08,99793.0,129845.25,45476.25,10753.0
2017-10-09,37224.5,92298.5,14613.0,2165.5
2017-10-10,118870.0,86629.75,49695.75,8238.75
2017-10-11,194248.75,157313.25,74792.75,5657.0
2017-10-12,243927.75,220271.75,89270.5,12768.5
2017-10-13,106107.25,88104.25,30896.0,2790.75
2017-10-14,111874.0,83669.5,18121.25,331.5
2017-10-15,74748.25,45345.0,24833.75,2036.75
2017-10-16,96634.5,75731.25,41467.5,3003.5
2017-10-17,118069.5,62555.0,17997.0,1355.25
2017-10-18,24651.5,11711.25,14400.25,582.75
2017-10-19,45428.25,30908.75,24205.25,2080.75
2017-10-20,128807.75,60171.5,93167.0,6122.75
2017-10-21,91093.75,47504.75,67296.0,6168.75
2017-10-22,152404.0,89059.5,108582.75,15163.0
2017-10-23,116181.0,48949.75,67160.75,8635.75
2017-10-24,102158.25,51066.0,44966.25,3711.5
2017-10-25,180215.5,153328.5,54289.5,4687.75
2017-10-26,113676.25,96728.75,16141.0,2015.75
2017-10-27,192876.0,183097.5,59024.5,10187.75
2017-10-28,280407.25,284502.25,123175.75,16160.0
2017-10-29,260887.75,269022.25,127059.0,20546.25
2017-10-30,119103.75,178013.0,34489.75,4022.5
2017-10-31,86724.75,90355.75,23966.75,814.5
2017-11-01,152835.75,137887.25,34634.25,2215.75
2017-11-02,113032.75,126622.0,51270.25,11733.5
2017-11-03,36410.25,33773.25,6749.25,2363.5
2017-11-04,94374.75,86132.75,49692.5,5610.0
2017-11-05,87367.5,91546.0,38843.75,8340.75
2017-11-06,30414.25,31633.5,14177.5,3898.5
2017-11-07,50810.75,34496.75,17379.5,5752.25
