date,mwh_gross_park,cr,mwh_delivered,p_market,cf,p_wind_merchant,eeg_on,strike_cod_fixed,p_wind_realised,revenue_eur,eeg_premium_eur,strike_source
2034-02-01,11316.77,0.0383536321328505,10882.730766487923,60.776267755249705,0.8204855718934827,49.86605080671749,1,51.14574865619333,51.14574865619333,556605.4124758134,13926.60715829913,from_series_asof
2034-03-01,11678.69,0.0383536321328505,11230.769819946401,61.14318891265594,0.8018935996845519,49.03033185336225,1,51.14574865619333,51.14574865619333,574406.1304265403,23757.759185842777,from_series_asof
2034-04-01,10000.82,0.0345170985994876,9655.620709984272,53.88359059186001,0.8278989546267658,44.61016832253754,1,51.14574865619333,51.14574865619333,493843.94995239057,63105.08482141274,from_series_asof
2034-05-01,9795.92,0.0345170985994876,9457.793263487307,52.216166877849616,0.8439340703581155,44.067002251722236,1,51.14574865619333,51.14574865619333,483725.91709656024,66949.32005814167,from_series_asof
2034-06-01,8763.22,0.0345170985994876,8460.739071210997,59.67093053155702,0.8630247936205575,51.49749250714362,1,51.14574865619333,51.49749250714362,435706.8469245856,0.0,from_series_asof
2034-07-01,8405.5,0.0330628516733029,8127.590200260052,67.87794206874867,0.8362435049208474,56.76248818238462,1,51.14574865619333,56.76248818238462,461342.24269352626,0.0,from_series_asof
2034-08-01,8669.03,0.0330628516733029,8382.407146958587,76.20874719567752,0.8572760574798807,65.33193434139133,1,51.14574865619333,65.33193434139133,547638.8733479078,0.0,from_series_asof
2034-09-01,9133.68,0.0330628516733029,8831.694492928587,77.0894184496504,0.8432394952853253,65.00484230532244,1,51.14574865619333,65.00484230532244,574102.9078016075,0.0,from_series_asof
2034-10-01,10716.89,0.0378290519026567,10311.480211954937,66.4439928096333,0.7956380770303919,52.86537066927782,1,51.14574865619333,52.86537066927782,545120.2235539212,0.0,from_series_asof
2034-11-01,11348.31,0.0378290519026567,10919.014192002562,76.20915130374135,0.8126271642489349,61.92962651377735,1,51.14574865619333,61.92962651377735,676210.470809353,0.0,from_series_asof
2034-12-01,13191.0,0.0378290519026567,12691.996976352055,77.56874466330521,0.7299965698884179,56.62491753476333,1,51.14574865619333,56.62491753476333,718683.2821374006,0.0,from_series_asof
2035-01-01,13255.01,0.038414328250032,12745.827694902544,68.66037970070784,0.7897812809631244,54.22668263143954,1,51.14574865619333,54.22668263143954,691163.9532864928,0.0,from_series_asof
2035-02-01,12000.15,0.038414328250032,11539.172298850379,63.38408453172809,0.8187985200364047,51.898794608441335,1,51.14574865619333,51.898794608441335,598869.1330894517,0.0,from_series_asof
2035-03-01,12020.97,0.038414328250032,11559.192512536212,63.754669880547,0.8002447759478898,51.01934151419001,1,51.14574865619333,51.14574865619333,591203.554914729,1461.164489375834,from_series_asof
2035-04-01,10182.63,0.0345587074851598,9830.731468400387,56.42246972366303,0.8261966596483755,46.616056014802,1,51.14574865619333,51.14574865619333,502800.1207893365,44530.1919919074,from_series_asof
2035-05-01,9341.51,0.0345587074851598,9018.679488440306,54.73836744903937,0.842198804572316,46.100587629821135,1,51.14574865619333,51.14574865619333,461267.1143265341,45500.690264421326,from_series_asof
2035-06-01,8136.82,0.0345587074851598,7855.622017760602,62.26767612138377,0.8612502742010122,53.62805313340159,1,51.14574865619333,53.62805313340159,421281.71496438497,0.0,from_series_asof
2035-07-01,8576.72,0.0330972254996409,8292.85436411272,70.55675539954859,0.8345240521891067,58.88130942534693,1,51.14574865619333,58.88130942534693,488294.1238326597,0.0,from_series_asof
2035-08-01,8557.58,0.0330972254996409,8274.347845008782,78.97086634317583,0.8555133583973582,67.56063108079925,1,51.14574865619333,67.56063108079925,559020.1621908447,0.0,from_series_asof
2035-09-01,9155.77,0.0330972254996409,8852.739415687154,79.86034142144422,0.8415056576589068,67.20292912871726,1,51.14574865619333,67.20292912871726,594930.0195474257,0.0,from_series_asof
2035-10-01,10051.97,0.0378871381679467,9671.129623749945,69.10845781505611,0.7940021156662961,54.872261715589524,1,51.14574865619333,54.872261715589524,530676.7557997978,0.0,from_series_asof
2035-11-01,11800.05,0.0378871381679467,11352.97987526132,78.97126636768934,0.8109562705568076,64.0422436546896,1,51.14574865619333,64.0422436546896,727070.303378273,0.0,from_series_asof
2035-12-01,13109.44,0.0378871381679467,12612.760835415595,80.34445355042078,0.7284955781451399,58.53057913996912,1,51.14574865619333,58.53057913996912,738232.1962507955,0.0,from_series_asof
2036-01-01,12485.38,0.0384753263379457,12005.000930046739,71.34700229789246,0.7881573621248449,56.232665126622166,1,51.14574865619333,56.232665126622166,675073.1971441059,0.0,from_series_asof
2036-02-01,11215.29,0.0384753263379457,10783.778057275302,66.01794207418999,0.8171149370324866,53.9442465809661,1,51.14574865619333,53.9442465809661,581722.7825960704,0.0,from_series_asof
2036-03-01,11240.83,0.0384753263379457,10808.33539744063,66.3922317270688,0.7985993424611507,53.02079260176549,1,51.14574865619333,53.02079260176549,573066.5094780202,0.0,from_series_asof
2036-04-01,9795.15,0.0346005233802135,9456.232683412301,58.98670776217796,0.8244978648654827,48.63441460535992,1,51.14574865619333,51.14574865619333,483646.1000602861,23747.759130457052,from_series_asof
2036-05-01,9206.99,0.0346005233802135,8888.423327243609,57.28576313040668,0.8404671067753593,48.14679959763145,1,51.14574865619333,51.14574865619333,454605.0654450472,26655.928769336646,from_series_asof
