sim,revenue_total_eur,eeg_premium_total_eur,mwh_delivered_total,mwh_gross_park_total,avg_p_market,avg_p_realised
970,569131016.2682153,133917552.86963654,3921129.1347248405,4320000.0,137.1988851731766,144.54546802148798
971,589225406.3461957,139210734.40316355,3923017.5802881266,4320000.0,142.26481100751056,149.8532627664131
972,573245702.5237552,137194895.17310366,3929819.6643914627,4320000.0,137.9788711442411,145.38873233938895
973,577975028.2539377,136681433.89023313,3942207.573464577,4320000.0,138.72583892444086,146.0775358367395
974,612801003.2244569,145486060.66739297,3922963.0774938557,4320000.0,148.0758052780358,155.9281973091801
975,575775122.2046497,134344750.67640835,3924834.922185897,4320000.0,138.74042179536724,146.27393729471274
976,580258757.9882532,136786897.66397658,3916579.4476622515,4320000.0,140.2525036842502,147.73498465996562
977,610576617.7704349,144434157.78160954,3944952.942312438,4320000.0,146.48961863338639,154.3065394919718
978,532843446.4791124,125390064.05816302,3924415.9590679626,4320000.0,128.4891187277955,135.33014466611718
979,609977037.1568675,148772380.15081987,3930629.9850408575,4320000.0,147.0328457473881,154.77196951662145
980,610065187.8017337,144088687.67221346,3910659.696419908,4320000.0,147.41572322838658,155.3310465723189
981,599642014.2176287,141406626.92851043,3929272.1650693878,4320000.0,144.44169257744107,152.2553189683834
982,609889376.703332,145246995.38076058,3920831.5357192713,4320000.0,147.10736147648558,155.01799707851583
983,577183341.41855,134950861.3337816,3929916.6771776513,4320000.0,139.12236213190545,146.5351617583795
984,611255425.24122,144533406.35305792,3945158.1510044304,4320000.0,146.67128782895216,154.58216576784483
985,596957301.2103038,140326124.36424205,3905306.13492631,4320000.0,144.80096751685582,152.4956284757563
986,549903526.3371263,128526148.61981687,3903729.634589631,4320000.0,133.24149069850222,140.42053996859582
987,593357760.7483478,141704164.20881596,3911902.267217988,4320000.0,143.8029755685125,151.44930699112746
988,572701499.749217,137595508.88821,3927186.229341188,4320000.0,137.8872202509785,145.24388685933494
989,579771053.1732585,133396780.70793562,3932367.7056634948,4320000.0,139.6699411559926,147.11310834546018
990,586695327.7185031,137503142.35439414,3924323.7726171967,4320000.0,141.48851486900367,149.16574349190736
991,606171986.0956731,144774122.95966184,3945185.025701109,4320000.0,145.6010289599373,153.3858073064215
992,606715613.5003448,140216108.60557777,3891154.6169115985,4320000.0,147.43132752025545,155.29997484912164
993,577704132.8658901,138277571.0787136,3948080.4623618578,4320000.0,138.38117391585033,145.90800244554893
994,574010198.2338891,132325665.63269223,3945275.4576345873,4320000.0,137.70937849593216,145.09841579243553
995,578933385.8860655,137108339.2499469,3935829.663012485,4320000.0,139.16879643318373,146.60597001299436
996,592343467.6581138,135416882.42079902,3943632.2306956784,4320000.0,142.42100678432948,149.9314601663991
997,606069547.890128,144374300.69101992,3946123.6738439235,4320000.0,145.31528681254534,153.07059206264967
998,569847116.8558431,134980045.11739835,3909570.8349379534,4320000.0,138.24837585044568,145.6174970991069
999,601978719.018265,144893758.92549467,3921862.3216815833,4320000.0,145.01220142393885,152.71754205167966
1000,575371214.9243885,137788765.62328032,3920757.3959227116,4320000.0,138.69550051655162,146.16689479964106
1001,609800277.9266295,145726565.43347648,3931684.3995483546,4320000.0,146.65978681376464,154.4682629573139
1002,578263037.9166079,134227096.13347763,3916416.006944101,4320000.0,140.02153119249868,147.52935460570808
1003,600729843.6100811,142184405.76137948,3938450.004419236,4320000.0,144.53524862932662,152.3051946221628
1004,580515934.307446,134136977.43560804,3934050.5149465785,4320000.0,139.71682963918337,147.2244401905153
1005,593180369.6084175,138971001.70438054,3914855.043701644,4320000.0,143.42803516899735,151.0793366810379
1006,604457168.413996,139461605.9321599,3930047.572053965,4320000.0,145.51561361733732,153.16531559903953
1007,589677804.9161425,140773755.73175156,3928229.3588934364,4320000.0,142.06589343517942,149.6562352021423
1008,613788988.9055253,149023092.31246388,3934318.6932943095,4320000.0,147.74881378715415,155.6972135600407
1009,601314862.4083428,138765097.08910698,3931167.527914481,4320000.0,144.70032523091223,152.4804201897699
1010,573438158.5438225,136466307.58338934,3943729.0795225967,4320000.0,137.54805957256843,144.91622454391214
1011,572140507.685228,135348840.15589184,3949501.9465289046,4320000.0,137.04031786329864,144.3207936929968
1012,572063737.9746909,135499959.11706874,3921188.060630005,4320000.0,138.10242104350334,145.44317270622307
1013,606868988.3328556,146012055.32563618,3934421.084147124,4320000.0,146.12196953357528,153.94661668663065
1014,602900595.8418046,143121014.76136786,3940682.57039774,4320000.0,144.9432797895846,152.75951388927396
1015,586254412.7098969,138982359.3569613,3906790.571781632,4320000.0,141.98927252688748,149.5672711077399
1016,580900026.6843369,139251909.00900188,3917327.314785012,4320000.0,140.26241754268042,147.71422530700508
1017,569992944.968513,134121436.69151968,3926461.5439425437,4320000.0,137.1772978347811,144.5989860018447
1018,580522982.8395197,134448036.47109303,3927369.195484559,4320000.0,139.83623318324985,147.3221460103224
1019,594792759.7784013,137480297.07401055,3916474.4819076895,4320000.0,143.7297756230536,151.48295761154003
1020,584537897.3095826,140156707.50933602,3924213.3988850145,4320000.0,141.25282940720857,148.81696160527818
1021,613163296.6956809,145102168.40744522,3937393.646035893,4320000.0,147.16705482663983,155.03634038622357
1022,589006461.7945307,139300343.35718635,3950626.224746598,4320000.0,140.91477754656253,148.5007669650557
1023,589403965.6746147,136974083.1455481,3920954.3729520123,4320000.0,142.04809524059596,149.65519674784113
1024,592736241.7401257,141093992.47907266,3938378.474296785,4320000.0,142.48287075991863,150.05403331871244
1025,588372072.1593571,138590079.2805887,3941170.2962315967,4320000.0,141.42859725905674,148.95033265322348
1026,571927756.3443478,136948917.18911338,3937376.99618831,4320000.0,137.36597627014837,144.60297863833412
1027,604203807.9829558,142302254.776218,3921888.848802737,4320000.0,145.90577084402904,153.68279682531428
1028,615301836.3138903,146622746.4873875,3929988.7386489417,4320000.0,148.1057614850546,155.93189343136862
1029,572014885.2642959,134893518.00119126,3931790.0124880793,4320000.0,137.68684513246234,144.99424493643335
1030,564524401.4614536,131154111.79246643,3934020.9973309026,4320000.0,135.89229159021434,143.18447497770129
1031,576010725.6730645,135207360.79524064,3928465.041998629,4320000.0,138.8290906214958,146.17554066146837
1032,634114047.7588356,147231643.78705955,3911740.220757197,4320000.0,153.33963235170722,161.4514712278463
1033,607947671.7211018,144096937.42702368,3909661.8060636846,4320000.0,147.2036567265485,155.12210004719375
1034,594688406.3893863,136763981.1250414,3907459.8897591117,4320000.0,144.01498917603413,151.63863307060407
1035,570089971.2966168,136005702.7464504,3917669.308102244,4320000.0,137.8620428064031,145.30029295883605
1036,583283656.0166615,140846889.59238335,3914130.793218252,4320000.0,140.9737871681781,148.5764482352947
1037,584274720.9557023,139605644.6475022,3941573.1730444496,4320000.0,140.3563231497116,147.85505263722777
1038,601933867.2093616,138673380.49503246,3950026.9589380557,4320000.0,144.1885355732987,151.8708991437111
1039,517117949.0035954,121022318.21417874,3886325.1459692838,4320000.0,125.94289841917687,132.5962576840998
1040,611832329.8423887,145897668.8590944,3948857.0434811725,4320000.0,146.7030268520478,154.62675406823877
1041,608582415.4784688,139993624.081881,3928624.904144053,4320000.0,146.5309892367808,154.33136290305066
1042,609313685.6882529,145362123.5527834,3914013.239398474,4320000.0,147.08258063841987,154.84703328260028
1043,591704191.2081003,142289944.85600516,3922485.245270459,4320000.0,142.7644960630848,150.26396056454467
1044,589212111.8949564,137147075.74397916,3929603.9781921916,4320000.0,141.8137939737388,149.37757305318507
1045,572004031.6318505,137453389.61651695,3925286.1362904673,4320000.0,138.05127600339745,145.4236844706981
1046,600737221.6568159,138351496.17587888,3924452.37761737,4320000.0,144.69533737453457,152.3506621073775
1047,577672334.3340983,137037823.7235797,3930566.2713056393,4320000.0,139.0249041116986,146.52701053155
1048,588463466.7316923,137248150.53960767,3925298.6361125,4320000.0,142.04746287358788,149.58431660833588
1049,603870618.0316229,139458837.42680717,3936471.3990994487,4320000.0,145.25230222317597,153.03864120713214
1050,606630652.8736346,148247834.26493308,3928779.1101341816,4320000.0,146.28995824711376,154.00169671117314
1051,580848207.8515844,139089185.55925062,3950809.2559446865,4320000.0,139.13989947644222,146.58022142107583
1052,625649534.2450658,146699827.65352207,3948983.838993258,4320000.0,149.70425745908426,157.7709222733429
1053,596473689.8693287,139203963.68052956,3927473.9772090046,4320000.0,143.52575645054924,151.13822176125652
1054,544773545.2588221,129802258.81441067,3949963.3883826993,4320000.0,130.55829770314105,137.54543584733133
1055,581123369.9073262,137598805.67755184,3935504.754745164,4320000.0,139.8598052883418,147.35906303308033
1056,596727827.502081,140282710.67422593,3944528.772947118,4320000.0,143.03734326821532,150.68495116785428
1057,560717135.0995884,131487699.94914165,3941587.014248241,4320000.0,134.55156946873348,141.71669845258438
1058,601467853.7948303,140102370.91445526,3949707.695205427,4320000.0,143.98395775941967,151.6226296498623
1059,622113022.3444211,144999394.33552092,3911909.0882368586,4320000.0,150.516841052995,158.60572879000654
1060,612083813.6516714,144882740.58995894,3947205.912930432,4320000.0,146.79399680126568,154.57381459515642
1061,579298860.3171469,135664682.99666813,3919657.160511758,4320000.0,139.8827292953034,147.45599684443692
1062,601514982.154017,141379109.7201365,3938944.7096050796,4320000.0,144.38593407342458,152.15909714746164
1063,582197342.244294,136365292.1122874,3925973.77259945,4320000.0,140.166240813651,147.6350997592712
1064,564776316.1046859,135848281.67921743,3920254.114125623,4320000.0,136.3310017654882,143.52570279346705
1065,588491264.0179486,138187660.20457754,3947637.1500912015,4320000.0,141.06510184885093,148.73765955104065
1066,577092984.8408948,131338981.64426434,3912869.4588750196,4320000.0,139.3603372384276,146.72818245744838
1067,603070383.1484224,142167222.6928597,3946115.9261734467,4320000.0,144.54051060445008,152.26332819025282
1068,576673234.891746,134019482.78902963,3934290.922624401,4320000.0,138.67981675865389,145.98634845735086
1069,575858040.6490482,133204526.99429227,3942070.978096665,4320000.0,138.24943261736462,145.5966982866832
1070,565367468.1917751,129147692.82636906,3920737.5318118962,4320000.0,136.4114028312419,143.6207473027779
1071,580367135.3090434,136251230.633409,3930535.1910268627,4320000.0,139.71460035003682,147.20676949842627
1072,625516114.4736627,146974793.46882072,3932595.535415125,4320000.0,150.53953091410844,158.55075613273675
1073,563509098.2987772,132454119.1355359,3939122.768895351,4320000.0,135.37005160350608,142.6140324112932
1074,599150703.0384986,143125599.48910022,3913496.7316958825,4320000.0,144.74405778218824,152.48076930814534
1075,567362514.7837785,135364774.86858058,3916567.623335937,4320000.0,137.0362661693354,144.34036721615547
1076,597228382.5061911,141815331.24254918,3903334.911143398,4320000.0,144.70964730365588,152.4770278932917
1077,562314728.2375311,132951459.06401597,3920895.466348649,4320000.0,135.89232545035094,143.09948789121103
1078,591497556.0470726,138951096.74551198,3908872.6751968893,4320000.0,143.4333962101351,150.9569226782298
1079,556368141.5379442,132579490.73903485,3950373.161728422,4320000.0,133.28667620596352,140.43583336688454
1080,573956793.3549676,136679023.46784934,3940502.988983024,4320000.0,138.00080313736697,145.3211888490313
1081,546696147.6361022,128181914.84270208,3930604.656438919,4320000.0,131.81645423518935,138.80488784198334
1082,591573556.0781809,135113227.9644191,3924464.8360678954,4320000.0,142.51491685332712,150.25421794314713
1083,577968139.4808033,136773072.06205758,3921633.8669063086,4320000.0,139.32010467126813,146.69597761626392
1084,577842386.6642195,136040012.4390897,3926548.9433782757,4320000.0,139.37155087726248,146.7585889923049
1085,603485417.300142,144408959.52072296,3928649.269144594,4320000.0,145.48127857684725,153.17919788768864
1086,587369896.8077539,139449725.88835627,3909863.397189261,4320000.0,141.84491852677687,149.3838474519046
1087,565824117.3617557,133679952.95951587,3932635.6701548793,4320000.0,136.0532918342504,143.30559467854948
1088,569872674.0178753,133664631.46820447,3934269.064771235,4320000.0,137.07936532628,144.39503472647078
1089,582426394.5428337,138492430.69795933,3929428.4231877006,4320000.0,140.05452125882786,147.4805071664362
1090,609473634.1412424,145165840.40771753,3935344.487932247,4320000.0,146.5026641577598,154.37950053695334
1091,612536145.7438917,139110394.35110927,3917012.8636256824,4320000.0,147.83247417731351,155.89649184493842
1092,571735902.4523743,133551665.64577052,3936394.178836413,4320000.0,137.36908573010564,144.68059860292513
1093,572031753.7548058,135406933.6503275,3916358.697324341,4320000.0,138.11512205549505,145.35726981437682
1094,582074820.0114627,137149463.24043375,3925317.4185529314,4320000.0,140.29355869526924,147.73608937559004
1095,591272096.2314315,141150909.1415838,3941490.198973124,4320000.0,142.0252286635281,149.7254703367018
1096,596891299.8341769,138728514.80094635,3926353.8626425974,4320000.0,143.62753864752662,151.3457456603828
1097,602188080.9237086,142082028.32257533,3962878.843788887,4320000.0,143.67965097680846,151.27122370193953
1098,616133545.9748416,145748502.92551127,3921655.847569903,4320000.0,148.66496837171118,156.6302757997706
1099,587696319.505768,137878174.76301634,3932195.1339983093,4320000.0,141.58475746865574,149.07255094795548
1100,552398908.8736333,132289271.8337286,3932515.5600055302,4320000.0,133.0231390249558,140.11941540587404
1101,590090492.8516372,139407339.42859372,3933353.3883210802,4320000.0,141.98710704580557,149.63574704219295
1102,564919119.0916452,130297243.46959494,3925141.9546674034,4320000.0,135.95240384240026,143.1667647901068
1103,562998472.752732,134903364.4131554,3945033.2856691456,4320000.0,135.02680887577176,142.28321150233077
1104,590038500.8124533,138954411.95808718,3937669.181955638,4320000.0,141.78648262175338,149.391342890761
1105,583018309.3831784,135818762.73880285,3939422.377407703,4320000.0,139.95049927017772,147.39560246181514
1106,583929877.7059686,141324005.7266294,3922319.2079394846,4320000.0,141.05467188436668,148.54605147530717
1107,573867573.9564558,137358711.46428066,3917730.4021759,4320000.0,138.6008115014286,146.09831753981888
1108,614943900.2746909,144426766.91429526,3935462.588940524,4320000.0,147.7506169134992,155.73102996987797
1109,550297429.0415632,129267431.89576858,3932170.564034116,4320000.0,132.31778566407544,139.4059378959793
1110,598899830.3896835,138625861.32254317,3926549.057231679,4320000.0,144.54573652756136,152.21942350459236
1111,570476783.3154622,136049940.91248885,3926267.97021712,4320000.0,137.46634736533787,144.79648753453543
1112,590829009.0387323,140574874.7870709,3940870.4663369684,4320000.0,141.97208095914363,149.61326566924464
1113,557615148.560506,133346605.12608905,3926809.723988876,4320000.0,134.4816197577118,141.54921969009393
1114,599105340.820308,140896096.67114982,3920869.5095163146,4320000.0,144.56398240903167,152.25752275610373
1115,588274327.8633239,141329646.67226595,3927610.7238903227,4320000.0,142.05254600336428,149.55849170963063
1116,609068520.9410182,142680056.24517605,3942902.730517634,4320000.0,146.22814024369094,153.9273327715047
1117,585206997.8533862,140435243.66953957,3939622.9913669676,4320000.0,140.66486497771197,148.16429059494865
1118,608209786.1561368,140582486.9532441,3945404.094023015,4320000.0,145.72338843779573,153.61445332481966
1119,565097906.3487072,136082723.98148653,3928163.50565308,4320000.0,136.14400959814895,143.44976710986785
1120,580966612.4079362,137196614.16941097,3938707.4727070974,4320000.0,139.70156736045965,147.2397126852282
1121,601185179.8558255,141647231.74735245,3937025.873555028,4320000.0,144.4334689865672,152.21556791668638
1122,589866400.8938594,138837550.30233008,3943855.258873424,4320000.0,141.45733897061112,149.0048043986162
1123,631229499.3720192,150470044.18256852,3938996.733206105,4320000.0,151.80587237859203,159.9553009900586
1124,579569141.0015644,140163199.21643534,3949206.6034320574,4320000.0,138.81819818523508,146.2336796583257
1125,581588967.6559801,137097994.16701755,3940402.2972294064,4320000.0,139.57405242763016,147.0439227343464
1126,585791988.5149689,140841901.3228987,3936606.5677888826,4320000.0,140.9351117097245,148.52327314407634
1127,580644988.4952356,136427808.21746084,3932940.4645245913,4320000.0,139.6325568214914,147.04705626915452
1128,609717288.6109104,145900566.65773275,3904962.3202106184,4320000.0,147.77871976737973,155.66554993329171
1129,563564579.5742623,132243685.36497042,3940325.620106204,4320000.0,135.3158498859308,142.65283436224675
1130,598723365.0440702,137112777.66553685,3917061.03546902,4320000.0,144.7961159142478,152.50769093227686
1131,613529266.6866957,142905506.8779114,3914609.4059089175,4320000.0,148.46885988443893,156.41600661128908
1132,572874811.9059061,134302474.14822754,3935705.7564229807,4320000.0,137.92066680878804,145.3248682523658
1133,586649583.6860187,136677331.212509,3930941.51705835,4320000.0,141.21274758203785,148.7230531461951
1134,621977453.6943339,145412909.43963438,3919485.641102369,4320000.0,149.8983297105009,158.00620739481136
1135,586536292.2912494,137222142.12218642,3944426.6069986797,4320000.0,140.66585105699718,148.24362132419677
1136,580471496.8913236,134104365.45230116,3949903.540908181,4320000.0,139.20842869833788,146.61369340646667
1137,575644718.618555,135823487.3407087,3933958.290270732,4320000.0,138.57886535919798,145.90393062224072
1138,598657252.1733916,140482829.19919264,3906905.8591151168,4320000.0,144.73792749403188,152.46654119290977
1139,585439548.159355,136275870.34880075,3932331.2406914835,4320000.0,140.5618886553014,148.13705105124546
1140,580415843.481294,136726529.09186268,3927799.309538297,4320000.0,139.74041384117325,147.14085233446568
1141,572735128.8686767,134480867.24263617,3924678.713245134,4320000.0,138.19376306315309,145.54881054863648
1142,580294593.0351954,137810391.3180789,3907038.939834743,4320000.0,140.44581308325093,147.98021225924938
1143,639952888.6450846,149929110.20618623,3937542.500937298,4320000.0,153.9126554388486,162.1186283811967
1144,574259521.948346,131929880.54552835,3897026.780733578,4320000.0,139.367791120072,146.8768153097995
1145,581759029.1574595,137550555.16849983,3917869.819456221,4320000.0,140.25690684664414,147.66474150793687
1146,561703039.6861281,133693286.30936518,3940083.9699560204,4320000.0,134.76904241193301,141.9660729186028
1147,583346319.5534053,137444827.0808526,3915501.5503188847,4320000.0,140.99931709098271,148.49129384944425
1148,599597292.1042382,144334363.96301302,3924092.5781605784,4320000.0,144.50599017410318,152.191135889574
1149,608879235.2937304,142118057.866591,3922589.678318894,4320000.0,146.78415186148325,154.6733210006396
1150,572508929.9426666,138377623.81281424,3907278.4827679545,4320000.0,138.576628617884,145.9522427715455
1151,571291312.7261828,134154156.55961776,3935042.01680363,4320000.0,137.27098036207457,144.66142498882613
1152,580259343.042393,136756061.91862974,3954693.9272690173,4320000.0,138.75485439368737,146.16627120374113
1153,597120769.570889,140182506.39594755,3938563.060044466,4320000.0,143.6335084964357,151.24843343627117
1154,589079854.960399,136404765.41662484,3926340.1995452624,4320000.0,142.03718877812432,149.70958565852834
1155,558512629.527307,132122908.42729963,3926927.7606389862,4320000.0,134.65712384395127,141.92553606771074
1156,573734736.3727826,135071463.14114153,3940062.2078187414,4320000.0,137.6441586830074,144.95234313365864
1157,579487708.5619782,138047057.66063762,3929679.7264579353,4320000.0,139.73012665767553,147.1826277875421
1158,603920349.965252,142309671.02883545,3905092.668467072,4320000.0,146.20545200502826,153.88010943538222
1159,588301158.5560148,139531127.84374893,3951315.59437249,4320000.0,140.79706140513434,148.3407809273461
1160,615393649.2039367,146154475.28624657,3944753.80550916,4320000.0,147.53399027844517,155.48497249525718
1161,584606675.0340064,140867876.43685764,3933828.4709145967,4320000.0,140.6399089231833,148.04537770457526
1162,598057991.793877,141749994.1677584,3916179.1268737577,4320000.0,144.57768577410715,152.25335053445306
1163,589527278.9934546,140299482.90494698,3916373.7674988373,4320000.0,142.24566273650504,149.80563665608298
1164,574177819.2832918,137636738.2137941,3928071.8745999844,4320000.0,138.44827143510858,145.84708711253066
1165,580073341.872838,138281297.00875828,3932047.6866485598,4320000.0,139.54363119488136,146.9681628802546
1166,591117507.7150294,139791081.87407583,3925428.0024576136,4320000.0,142.65055209947698,150.31884571178912
1167,581887927.4977754,140695997.6170637,3912796.3009885903,4320000.0,140.92366544760048,148.41950913341648
1168,588585420.1480728,140153642.22748438,3914881.8515873323,4320000.0,142.03674719360964,149.65482979783764
1169,582369335.1511946,141480768.89688563,3951582.893842768,4320000.0,139.326755540026,146.78484237462308
1170,656687314.7319994,152849302.54916912,3927262.812498195,4320000.0,158.0968641431801,166.70886934545896
1171,589461937.7723225,139636263.50724447,3953300.9785884586,4320000.0,141.17619526467126,148.7302966454185
1172,591351358.8614655,137058209.236148,3906577.6418422298,4320000.0,143.25386134241742,151.00720692584102
1173,581510592.3750178,137195866.71087012,3918563.6234125188,4320000.0,140.59759334380567,148.10095317683195
1174,581006738.8775846,137372597.6856431,3929929.221905914,4320000.0,139.8404924613106,147.34248123549122
1175,576255188.3478528,132490187.04203913,3919285.511341749,4320000.0,139.0209286990291,146.51884145428588
1176,631681363.0951295,147825569.47454473,3925359.5863504126,4320000.0,152.35711917471934,160.5759406225634
1177,611050371.8018738,143512493.1282823,3940179.4223641255,4320000.0,146.68242669412854,154.4655223002675
1178,569964709.9509804,139724657.91241089,3925076.816247758,4320000.0,137.56132350515435,144.95114839919498
1179,577781795.9465967,138073057.33690223,3919884.1818016004,4320000.0,139.64787636843997,146.99649576291577
1180,571180504.5097998,135225092.57770103,3919927.756945963,4320000.0,137.72775733137757,145.07644806705636
1181,592701159.3970851,138689795.43136796,3950090.1938869893,4320000.0,142.06629823182337,149.75308501667442
1182,601559726.3867183,142658614.8225357,3923640.6821798705,4320000.0,144.86600597075295,152.60476557245613
1183,592973957.542815,138414642.88526237,3922338.074674313,4320000.0,143.08288633257095,150.65819338511898
1184,588815638.2301599,136523206.70422333,3926611.769215692,4320000.0,141.87078928464817,149.47821851965725
1185,613652458.970063,146676027.65798658,3932445.398150728,4320000.0,147.68157267173987,155.5149884640991
1186,606451894.0440434,145210965.34414333,3940651.070608126,4320000.0,145.55275667896345,153.36816259712077
1187,561531996.7834233,131817378.43229716,3931505.2636368596,4320000.0,135.28103124080334,142.49063696039454
1188,586253269.2048877,137702670.05037993,3916835.115144396,4320000.0,141.75693312717348,149.29549342166476
1189,590170657.1480181,139095214.79835308,3939769.6297885184,4320000.0,141.60307978003345,149.19011276312722
1190,575466046.0521313,137110611.07920787,3954165.415782772,4320000.0,137.68011147393838,144.99043316970034
1191,588666423.9086832,141521609.7782898,3903810.7542294427,4320000.0,142.57297355795706,150.1957840758183
1192,621611028.7115415,144181470.22191662,3911330.637098684,4320000.0,150.40377088854902,158.37700564428243
1193,589384322.0270989,137140880.04119122,3929138.4278063867,4320000.0,142.12787165861582,149.69509217572246
1194,590940413.0976038,140011459.8738511,3938080.9794046893,4320000.0,141.93587989471553,149.56045240267548
1195,571916790.4789393,135712095.32739317,3941676.4187201434,4320000.0,137.321712515623,144.69641749570988
1196,593082546.2133355,140702494.79061797,3911554.088830022,4320000.0,143.22053759731938,151.0372005329305
1197,585804729.6852746,137180855.3666368,3896681.167825995,4320000.0,142.1833980076411,149.66965581551267
1198,595114767.0284289,141247899.500666,3926621.6032345304,4320000.0,143.48348543951138,151.0742212846074
1199,603357681.4953783,139093374.80026308,3946195.1284810863,4320000.0,144.94286695312886,152.74434820179997
1200,587195135.6789689,139977899.62822312,3941887.2399501586,4320000.0,140.93417748165754,148.4894337129553
1201,584289489.2409629,142033189.0338695,3905313.6519353385,4320000.0,141.58392253992312,149.0663206316021
1202,605864657.7552614,146196933.41147602,3936824.2799388105,4320000.0,145.34834428523303,153.08742878687048
1203,599811805.4799001,141328948.11097845,3944694.074409149,4320000.0,143.72304604462346,151.3574437814
1204,592045393.3395997,138646171.46877742,3938319.4220756125,4320000.0,142.2396810373965,149.79157697877736
1205,567664247.2710826,136216350.96377,3925657.4470753744,4320000.0,136.66508573504623,143.96752846623613
1206,568520327.8981876,136667108.67246172,3938646.7848770088,4320000.0,136.7177074759601,144.12586721735013
1207,603041737.8148135,143948725.96584976,3902070.75162791,4320000.0,146.66905876871124,154.58028296057844
1208,575698027.4883348,134731373.50458306,3916934.2296492765,4320000.0,138.951599467126,146.35606626608558
1209,575308852.5450203,136507807.38493475,3911165.911648642,4320000.0,139.35712141841537,146.71300429206102
1210,562208694.7004391,134454274.22397014,3946007.6744585326,4320000.0,134.75878251344398,141.9841595891316
1211,579929763.6670972,137508779.84709728,3928294.815584972,4320000.0,139.7437541365314,147.17388869356563
1212,584065152.6690062,137882411.977477,3918408.1709424546,4320000.0,140.85139794834566,148.31962526870274
1213,606910871.8605311,142728228.89520356,3936040.973861856,4320000.0,145.97387353688615,153.74168636733586
1214,583706909.8180733,137789236.85772392,3924792.050149289,4320000.0,140.50828601836378,147.93438602074792
1215,583781052.327948,137591875.19650164,3933939.5287108556,4320000.0,140.3284735290617,147.90819598137423
1216,590471139.9973497,140344811.97103068,3954762.505144519,4320000.0,141.35498886816532,149.0550752606083
1217,588869141.7673831,141692684.89552143,3916921.2052868465,4320000.0,142.44008943434181,150.04665572917955
1218,597370393.2086965,143370747.19431615,3911602.216981545,4320000.0,144.64825702513534,152.4589970700431
1219,600858048.880711,142756725.86232623,3928195.2150547667,4320000.0,144.78517357065482,152.55055668190826
1220,591140289.3728918,141225712.14159733,3939275.9211015245,4320000.0,142.18110613157427,149.73574497988645
1221,588366160.7136463,136814715.7059402,3893277.5659806225,4320000.0,142.90683626959463,150.51913617343058
1222,573568758.0331074,134583781.97507405,3920525.1203681477,4320000.0,138.43968078115898,145.93972048814513
1223,587464882.8635622,140714981.1316648,3905654.2445447883,4320000.0,142.2866005720124,149.91997022455857
1224,593928331.8434484,143421047.68690524,3939316.665259069,4320000.0,142.59412912957424,150.15483793550004
1225,604804438.1279172,143300734.64138752,3921564.9863184267,4320000.0,145.8721134166506,153.76545920428842
1226,588812129.969292,139845210.3957852,3918718.9881750983,4320000.0,142.1074524288839,149.7464805086054
1227,578291867.6867299,137038150.75191185,3928924.9550459115,4320000.0,139.37546558667648,146.9287123919425
1228,591654222.5424389,142273064.2059079,3943774.5760436463,4320000.0,141.90515914942418,149.55769615634554
1229,573960474.6207588,137505094.13206553,3921770.394254739,4320000.0,138.62536158259806,146.10849225815747
1230,601011686.312552,142916728.5530235,3937186.086374635,4320000.0,144.63394828351016,152.3265097040339
1231,607539922.3005255,141649538.71974972,3930927.5374551765,4320000.0,146.3456292841168,154.2008718509702
1232,578039132.3709533,138857687.82417306,3910940.9406609163,4320000.0,139.9447581237698,147.457369093985
1233,614898265.4151489,144959046.61461315,3939717.6037386307,4320000.0,147.656985297301,155.57491867153217
1234,599305319.674871,138563592.16845587,3955818.114495049,4320000.0,143.3982629321143,151.11453687745023
1235,560602613.1216967,131971605.73183756,3952687.6148606474,4320000.0,134.37945526102257,141.45647414274666
1236,612676204.4641881,141364130.8156338,3925258.844807244,4320000.0,147.46768548784456,155.28465676422462
1237,586005157.1200417,140865112.28505796,3939094.6407221025,4320000.0,140.79105926953895,148.35308935651227
1238,615651991.7006351,145804428.53550842,3936820.741735408,4320000.0,147.84571733596516,155.83736836656368
1239,595210569.5019616,138404514.2476038,3936646.339038544,4320000.0,142.87289567804655,150.52988794359396
1240,598213111.8914596,142063542.26999405,3940576.6919123307,4320000.0,143.6646346220504,151.3292578643196
1241,599610085.3987468,140877955.87036306,3940580.9398184186,4320000.0,143.9301588101976,151.53694621916867
1242,604932905.8428694,140575243.33641645,3946896.3876176523,4320000.0,145.0090885626625,152.84670443425537
1243,591018106.6152661,142110882.41793606,3944316.7415001057,4320000.0,141.6314004989379,149.09251507573632
1244,599808633.6182799,142157710.63073406,3942087.724432518,4320000.0,144.06587886372424,151.76364522937703
1245,600909270.2628555,139614664.73881832,3948114.622153989,4320000.0,143.78030291385045,151.4081750020803
1246,595062134.7078547,137118312.69333768,3952797.4424247406,4320000.0,142.52373623636313,150.26203478142511
1247,592967673.362778,137471960.65851563,3942556.771731024,4320000.0,142.30416386342338,149.9417817673703
1248,578807585.1857028,135681804.97291633,3940922.121550142,4320000.0,138.89404151735707,146.40236670152672
1249,575736743.1478417,137000921.07759655,3932548.7477132045,4320000.0,138.72511461192758,146.14065464948754
1250,588666170.1878374,139799039.49750015,3942934.445983085,4320000.0,141.3458122066929,148.84496686413985
1251,602969287.7731686,141334548.34394562,3931344.3081997656,4320000.0,145.0306318905322,152.89759716493654
1252,598721446.8005505,139442976.08245996,3929811.0858834223,4320000.0,144.1116849232446,151.7623661932715
