sim,revenue_total_eur,eeg_premium_total_eur,mwh_delivered_total,mwh_gross_park_total,avg_p_market,avg_p_realised
723,576355542.4786876,137136970.30620927,3920826.5426149876,4320000.0,138.9601244509426,146.45862649885626
724,572863430.5397319,137481426.92094702,3939405.1649370654,4320000.0,137.50757674533043,144.8921119745969
725,584158719.9443352,134627144.5558407,3923056.8353559347,4320000.0,140.78515793230736,148.30295052330516
726,574128370.140184,137621215.37236592,3943011.152504064,4320000.0,137.8759857346044,145.2805508304479
727,583660840.4618852,135419608.34315124,3931572.720799107,4320000.0,140.4879542965613,147.95744176884574
728,577330080.6674917,133164605.11208053,3948626.7829159833,4320000.0,138.1938062203962,145.57163532433012
729,582791752.2770184,136594756.0508969,3918136.261646078,4320000.0,141.0026254074546,148.48700627327815
730,577869419.48097,137202355.52218357,3913824.501807737,4320000.0,139.85538262122589,147.29988228458856
731,566273775.0420219,140067297.7087338,3924230.907581036,4320000.0,136.7433258414029,144.03861831310954
732,587673564.636365,140009085.25543877,3927230.9047278767,4320000.0,141.66196162855053,149.20697488965618
733,552257354.566657,124625638.55843881,3937447.0355427754,4320000.0,132.48518195609728,139.64505975888406
734,599353302.204787,139741400.39499468,3935928.936038833,4320000.0,143.9963442949087,151.7642094935337
735,577533083.5031915,137012045.3714305,3940325.73445486,4320000.0,138.60055463180024,146.02491837789927
736,607363129.4060422,143378665.737989,3907887.6940687248,4320000.0,146.82835753119127,154.62507614318122
737,575608323.308843,132710986.92895359,3917361.6446242766,4320000.0,139.22188063187502,146.5428490404862
738,567194785.3445512,132058026.85391983,3943733.6284260056,4320000.0,136.2106776095385,143.47340092977055
739,574624002.2689319,136786487.37347347,3924343.4128966182,4320000.0,138.45732608274048,145.86115090406636
740,575506374.9448686,136362548.38305748,3911708.2019877364,4320000.0,139.20548271690114,146.61805037215981
741,577992065.8873206,140379402.24172044,3907876.9966367576,4320000.0,139.87888293469132,147.4247749533194
742,604480221.7086582,141039323.19069842,3908656.996909946,4320000.0,146.49045186540965,154.34679226147145
743,573062243.6646538,134125813.7817958,3913550.1446934417,4320000.0,138.57214192717439,145.86421508318205
744,589689472.2262402,141927831.74608687,3939036.575072213,4320000.0,141.87809394113933,149.36868819377898
745,600124591.8563602,146414786.46953204,3930007.4731059726,4320000.0,144.5365485169839,152.26904027628646
746,644322353.5150408,151864889.2346783,3935081.6856199503,4320000.0,155.2471497950498,163.73174358379356
747,577494757.3198018,136725899.15066287,3946124.5273964154,4320000.0,138.74917636464613,146.14291658730147
748,577667215.872399,137428084.86498418,3921587.812446994,4320000.0,139.42004998587902,146.8215997416344
749,587109800.302894,138013132.37051538,3936333.40837624,4320000.0,141.28253254834902,148.83847871098467
750,643507884.7556734,153194031.07439205,3929181.4568203418,4320000.0,154.7478427506963,163.09533296865987
751,597896859.4007895,137664387.6257933,3923616.175376472,4320000.0,144.25194363852367,151.89927265994345
752,580532965.97413,139697139.47187683,3935059.104566727,4320000.0,139.69152084141732,147.03780499439253
753,570850412.345487,132892323.63855046,3935642.146543041,4320000.0,137.24552062567724,144.6538683557447
754,610558759.3117007,142754941.56099865,3929636.703895055,4320000.0,147.03973863678704,154.8480564582741
755,546151190.1632618,126300859.70995638,3927433.090051794,4320000.0,131.5694796701463,138.63183241425335
756,619352613.9739975,144493439.14016065,3927672.3699884824,4320000.0,149.05338862997434,157.03843776909466
757,593892312.9208871,137406170.18826494,3918718.1453520404,4320000.0,143.68549756625828,151.41092292213364
758,595574582.7912242,142111633.44028124,3946567.0565872453,4320000.0,142.73643468206,150.4831717505916
759,594463235.4111311,140930527.25899154,3920123.500133193,4320000.0,143.6123746315679,151.3190234846694
760,606967034.1890037,141675368.97394332,3919836.1982891215,4320000.0,146.41488017290476,154.25690662516715
761,588509572.561715,141586555.84097022,3938043.289067924,4320000.0,141.57904218410104,149.14073378238956
762,629203918.0234127,151611523.63444144,3925812.374989693,4320000.0,151.48993771127294,159.48033855478087
763,585846910.2945923,136514822.69479358,3950633.769164645,4320000.0,140.51079964821398,148.10420504901697
764,579102243.6316165,135219618.71755767,3935496.623713662,4320000.0,139.14989011387647,146.61435256266356
765,593693069.7861946,140056786.3602704,3931779.194589557,4320000.0,142.7735647186538,150.37445106908413
766,561312378.8144157,134647102.81214914,3946163.3355550505,4320000.0,134.4968960045663,141.6537786495287
767,615628686.8020463,145215729.4085542,3951051.688683032,4320000.0,147.62612727193755,155.63794015634736
768,620344240.7520747,146844259.20892274,3914436.8913085954,4320000.0,149.7362561673218,157.6805845124703
769,587932962.3454628,138043953.7472789,3943206.455970513,4320000.0,141.23493284345406,148.83019827775902
770,566848400.4657625,137216325.1265669,3936919.7307260837,4320000.0,136.33217812489752,143.54409789945964
771,571148413.1930757,134874616.5857539,3940587.0489700045,4320000.0,137.2342238003983,144.59369813362622
772,580786583.066601,135781976.13397485,3915784.5519665396,4320000.0,140.24022081078311,147.81495519294856
773,597221969.1608615,138875509.06970355,3921491.5484027145,4320000.0,143.91986994740438,151.66679860153582
774,569396930.3712366,135843490.44460386,3925515.475169002,4320000.0,137.21019574701094,144.50449599362116
775,571834116.3222591,135835692.98094967,3942849.0991333914,4320000.0,137.23011565407631,144.60763928931854
776,569397749.2829183,133974998.0289461,3926293.9345211126,4320000.0,137.2669042512124,144.6323674286291
777,568853756.3685431,134946784.6836641,3913324.859771551,4320000.0,137.48478345348394,144.88762644559128
778,569395924.6248866,133073563.51031607,3933068.7325529517,4320000.0,137.18516994887392,144.43215767648186
779,575367523.8265182,135002723.2111044,3933000.442252962,4320000.0,138.23261683620765,145.70862670836183
780,622014569.835206,147269801.441443,3918730.842258012,4320000.0,150.15739885459757,157.99215823940528
781,605768347.420523,140974455.3229798,3927011.930504932,4320000.0,145.5781883614917,153.3941423777111
782,579979049.7133287,138697501.70180905,3938772.4120586766,4320000.0,139.40409118547163,146.90916130672886
783,563803497.3484061,132811833.71082509,3935219.93024535,4320000.0,135.53058373171768,142.84270038299147
784,583206030.281262,137322664.0089984,3909802.58274249,4320000.0,141.01851651987306,148.6528395690198
785,621637330.14391,146634239.70298022,3951621.305556103,4320000.0,148.91637046541803,156.8060736593395
786,566121999.5417975,134544008.01209468,3934004.089935116,4320000.0,136.16035191629265,143.53402643896908
787,594213256.3845717,141884240.39778286,3940936.6243398483,4320000.0,142.84751488384978,150.44316700423363
788,580481890.9690595,137947164.92300448,3911925.9123168103,4320000.0,140.35000179235706,147.8391205020147
789,609128994.4974896,144135594.71788952,3912087.2194625055,4320000.0,147.52583668489146,155.29993139696833
790,614443179.9655154,148565952.0305773,3932970.1217449605,4320000.0,147.73963222147796,155.71497303636
791,589623810.242929,140885527.44321042,3941047.0395531612,4320000.0,141.5728488813849,149.09934719034817
792,582497130.1616919,137504758.41161075,3933874.6048531267,4320000.0,140.1316364847132,147.57412111074117
793,596763380.8523042,140836115.37100604,3930215.51491194,4320000.0,143.69263721182364,151.4174309058646
794,571270540.829257,135153017.00887778,3915214.4745640405,4320000.0,138.02714188338751,145.48802211554536
795,592731443.9462761,135938159.96123517,3932368.937179706,4320000.0,142.7966369245341,150.46862110851563
796,624415286.0098449,145173300.66905054,3929459.9691662155,4320000.0,150.4045947624216,158.31698585382298
797,590129749.5493379,137968754.28192073,3939958.1763289543,4320000.0,141.589648195642,149.20253035773632
798,595038206.5236361,141558276.89864248,3945713.4760375237,4320000.0,142.629125457124,150.2281794010916
799,582656825.7990538,139522342.75582796,3906547.6066119387,4320000.0,141.22776947219842,148.68893523970215
800,610773064.9663175,144373247.91636035,3934169.127399669,4320000.0,146.80232755315512,154.6667065915444
801,578825825.9923016,135194153.74701813,3924854.365402472,4320000.0,139.54860034463502,147.00506508113054
802,557996475.7827754,131775087.57428482,3940513.6865769066,4320000.0,133.8388787499899,140.92344115403455
803,607868773.1981606,141804875.09344667,3942669.4465663307,4320000.0,145.7213665637372,153.50274082617855
804,583301560.0094117,139463485.54955298,3931614.3702606712,4320000.0,140.57313984150213,148.11380393319033
805,567658013.053388,132553323.72612602,3937908.9774981816,4320000.0,136.41906163021653,143.64929881558862
806,566787263.4082749,132888508.60207635,3932561.583797867,4320000.0,136.45027943920857,143.77957125386646
807,568300386.4467666,132396237.3803652,3937823.9456821047,4320000.0,136.62136562784139,144.00660960680392
808,621633343.2920014,145803315.47967857,3940409.162035567,4320000.0,149.15003932264506,157.13076654465814
809,584274227.891614,139817115.87848774,3935399.5249912576,4320000.0,140.50105748056546,148.0955708008927
810,570613994.9595073,135899499.58295417,3941894.3457544856,4320000.0,137.01920997971695,144.37915790577776
811,601178887.5356697,142565860.06410387,3935259.3225603853,4320000.0,144.46092226093484,152.23626703873407
812,603123542.0250593,142077368.32570356,3931197.3760569487,4320000.0,145.19227609130812,153.04216532121256
813,577010710.494276,138043621.0613606,3902696.4953398705,4320000.0,139.72287142439725,147.19948365510734
814,587386701.0522233,138305399.79090887,3921724.470493326,4320000.0,141.716456887957,149.25296056484575
815,610654716.9711232,141411714.496826,3919954.5263094935,4320000.0,147.167086078654,155.20283790267072
816,587003096.2312193,140009734.84838778,3933699.5123144337,4320000.0,141.28067873258598,148.85249466325743
817,595532903.3918312,139916927.49428982,3933456.9028491424,4320000.0,143.2324549411143,150.85172243951362
818,555893245.8015102,130330911.01678199,3914616.8867960856,4320000.0,134.42812907074986,141.61919286664028
819,603271038.122323,140725146.73499626,3924838.586395947,4320000.0,145.47448326756415,153.23398123689734
820,609213913.0284922,143900097.97886524,3934303.9518758547,4320000.0,146.48731388277662,154.39040047255887
821,609493965.6808696,143135035.4293031,3925075.8421889073,4320000.0,146.82781665595036,154.5974177218862
822,574755282.1394233,134811764.88304165,3944282.703302518,4320000.0,138.03744143726718,145.48624184244701
823,571210474.5631117,134932335.38382894,3920610.009353922,4320000.0,138.05870902242071,145.47076305985527
824,577783289.6485252,136521953.0154175,3932059.933806682,4320000.0,139.18905856472597,146.53119822761033
825,596440035.868578,141979425.62298876,3928825.3753969087,4320000.0,143.54289164107766,151.22735896225504
826,569591253.4045974,134163049.11439914,3923470.204884965,4320000.0,137.47016081097075,144.79400343982442
827,564570641.8179917,130673974.0721218,3931437.149229527,4320000.0,135.8178372078615,143.06525802137313
828,576469385.2926173,134578697.40208268,3942615.8997299327,4320000.0,138.3883348312021,145.8204597604752
829,593030963.0936682,138975661.55022103,3932426.369251496,4320000.0,142.70618775595022,150.29344973850453
830,597752360.2161156,138985319.88674515,3923960.298394013,4320000.0,144.12844120459994,151.8033586644436
831,564381273.323121,133990312.452761,3915098.8896105876,4320000.0,136.2859871919711,143.62211553507166
832,611457133.1624196,141593851.95274732,3948615.157655153,4320000.0,146.5584716860493,154.39229066684138
833,592280272.517568,139446090.64837277,3932878.657576325,4320000.0,142.64410797634753,150.31314301649735
834,594061700.0864373,142104599.83457917,3923333.628867794,4320000.0,143.17204950304944,150.81016583593617
835,613566488.0515184,139554778.11180934,3930169.7345797145,4320000.0,147.75708166884746,155.84785169460568
836,573376331.7791883,135981748.33034208,3932863.0758145573,4320000.0,137.9514710308777,145.2988533608773
837,573159111.0394925,136752711.63093272,3915046.948325561,4320000.0,138.72557660699383,146.27334906221066
838,606303851.8579817,141927567.65034258,3941294.2571416083,4320000.0,145.4116970436048,153.22480769295134
839,602823351.5620137,143114476.2174808,3912115.9524964974,4320000.0,145.92267343980822,153.6939275375088
840,570742933.0373484,133892286.26356485,3935128.396773024,4320000.0,137.21479245591127,144.51173282532713
841,628848112.1402073,150340223.84462595,3937706.383701496,4320000.0,151.08983396973426,159.13926610526548
842,585623877.1694233,140228871.0402229,3925990.9687603987,4320000.0,141.17837194677813,148.74515276715363
843,599672364.554452,141807645.43100148,3936207.224562512,4320000.0,144.2156450013599,151.85076699412676
844,582981987.7416042,137493832.78188458,3924010.7885896186,4320000.0,140.76537972471488,148.30481787321563
845,592903195.0206645,141016800.21694553,3930867.742285143,4320000.0,142.5933032970448,150.27720867190376
846,567087173.7471358,133427719.84211862,3929084.172469685,4320000.0,136.5952655713356,144.00090746864024
847,582526296.6423149,137408763.74293247,3882342.0571487667,4320000.0,141.9082636383236,149.5962769572879
848,576057797.129647,133616912.6197877,3929877.5594450384,4320000.0,138.71188036091857,146.10712227644964
849,567373250.0211611,131378460.07489601,3914749.4741789787,4320000.0,136.86653985026553,144.1364251821024
850,580398281.8454077,137447712.82612446,3913591.2828390324,4320000.0,140.30658988226338,147.81412351090026
851,580765490.6389537,138245898.44872338,3925778.4771786253,4320000.0,139.86978143005675,147.30025784164758
852,577444383.0822023,138048486.65452424,3947167.9229773926,4320000.0,138.46709594817554,145.79681037650622
853,587524780.0305202,139840345.69091004,3930936.044447831,4320000.0,141.37044342995932,148.8319816942626
854,590151390.1790111,139324813.6830939,3916918.836179936,4320000.0,142.30152604170644,149.88986458913962
855,605687674.1323647,143962538.93050224,3909510.9198985444,4320000.0,146.49278548929908,154.2921909819417
856,595991031.0278884,140623990.89069805,3937389.9051027982,4320000.0,143.06910969384336,150.7871755159567
857,570427604.2508739,130739221.33367491,3939825.3259036094,4320000.0,137.02409521585278,144.37821045071206
858,599991701.028919,142562186.2545306,3927039.790901422,4320000.0,144.48837727479955,152.21518007110384
859,579545031.0954565,136695785.8193548,3926228.414578068,4320000.0,139.58510102874487,147.0534360354774
860,593483012.3595341,140711058.83567423,3919899.9490764486,4320000.0,143.36495310044108,151.10323298319005
861,592438381.5535349,139135980.7087257,3945172.0496535683,4320000.0,142.0359330714436,149.62087214881447
862,597148441.4210973,139806904.50263554,3958166.2583621726,4320000.0,142.71223797384593,150.53085833579124
863,586559693.7316277,140659817.87941942,3920504.8133547204,4320000.0,141.6883047815393,149.35479292415246
864,584108874.0026892,141352073.5261327,3929519.475494669,4320000.0,140.54529582777587,148.03789635094088
865,603396218.542644,141948263.26013288,3923372.610522836,4320000.0,145.29333683929787,152.92192185425205
866,592659957.9266194,138411254.6980139,3922692.6812468986,4320000.0,142.9652107838186,150.66056146516638
867,610096050.4126362,141108601.5455004,3942194.8130180878,4320000.0,146.50264864357624,154.39454536788872
868,618720766.1980388,148017940.27575067,3931428.4052093653,4320000.0,148.7827279715255,156.78452655043165
869,560352973.1690791,129137241.94569097,3929431.8640507907,4320000.0,134.99102237451655,142.20472849640925
870,602637119.8825551,139939927.48690012,3930252.417919058,4320000.0,144.96657214556743,152.78364553917527
871,572597377.3656996,140561901.82444772,3905408.5431523807,4320000.0,138.78695168064934,146.1870580403233
872,557705067.2903349,132519580.13904543,3923390.3885123786,4320000.0,134.6109637147653,141.83935393541935
873,606744737.8039893,140857612.75746888,3938949.285813012,4320000.0,145.92487067851434,153.74251678992832
874,593918670.3288474,135176761.49121082,3950791.7539339964,4320000.0,142.32257433246463,149.88483796095036
875,578551005.5682008,137417058.29248473,3933000.4948258526,4320000.0,139.18957582648466,146.64527021937755
876,588610566.7994922,136827530.93343,3934114.157697279,4320000.0,141.73188121197848,149.23259867209626
877,577974321.2758248,137448908.89920488,3944658.0362921576,4320000.0,138.71305750017285,146.13502378426952
878,554491833.7006011,133854266.21476863,3921072.102948879,4320000.0,133.6587726245083,140.82304325570493
879,580257085.4473466,133099354.02271369,3952117.7779254215,4320000.0,138.88669377173144,146.38824975065546
880,588045521.8691506,139709483.65250227,3899343.277159459,4320000.0,142.7166480454937,150.3975144511386
881,593688112.8288369,138034008.02426985,3947384.970812124,4320000.0,142.35158349889255,150.07455796528444
882,609127741.4457688,143308781.38246498,3927239.9760405696,4320000.0,146.90161092543985,154.7744161185329
883,585556183.5196711,136790707.78268495,3940904.4631018303,4320000.0,140.54537317163937,148.03242722911497
884,581670625.0317922,138819699.34949362,3941457.926091769,4320000.0,139.59467442607814,146.99635541867832
885,586466690.7241257,139448566.30771458,3941979.067009984,4320000.0,140.59106317724962,148.02711449152372
886,578679791.2320294,135256677.4688689,3922596.807364936,4320000.0,139.7864603921434,147.34383360340823
887,585220242.0266597,137140617.86693388,3922892.1285854303,4320000.0,141.36024422148094,148.97937976902122
888,586925300.4120085,141617691.87182674,3908848.253986161,4320000.0,142.00149306840177,149.5903189806883
889,584307927.6724973,140653985.8142024,3944112.583311621,4320000.0,140.2538947240395,147.81498588369166
890,589345397.0424939,138218304.83419034,3937410.3034985065,4320000.0,141.2904221725736,148.83121904288558
891,581143043.058065,137287766.64790022,3927270.937016044,4320000.0,140.06949988338698,147.66546082943015
892,597741133.2436123,141995334.8712009,3930578.9474803195,4320000.0,143.75540215933978,151.51345041062703
893,602745882.1929022,141874002.6947494,3925109.7481371225,4320000.0,145.18674776547596,153.21238346231738
894,560369394.7415687,133504616.29056507,3913131.5898251683,4320000.0,135.6362139588626,142.96703786369704
895,578298403.3159547,131447851.80682194,3911708.0580825508,4320000.0,140.11853083593704,147.69863361560803
896,597478476.1788828,140276069.56723252,3947898.9255815814,4320000.0,143.08583366329376,150.66965509167133
897,593036997.0474324,141146031.6809679,3960458.6738319434,4320000.0,141.74519641670923,149.3635509427186
898,594716425.6586381,140888125.8290576,3912016.716831756,4320000.0,143.79547785182083,151.5538093071669
899,575229149.8420748,136105160.2167593,3906953.380304647,4320000.0,139.34516226967878,146.6400604527372
900,615714355.7249118,146264713.8544215,3910096.8354625143,4320000.0,149.02852223434158,157.10704617156821
901,601895976.8751884,145028059.0480099,3916169.8377382257,4320000.0,145.41798044145358,153.1114875812617
902,581525045.4357647,135343132.64147168,3933752.333214107,4320000.0,140.01039671493615,147.4878626320486
903,586635668.5900477,137593488.8050502,3940458.3988265754,4320000.0,140.81589880408097,148.27299474953548
904,634517797.886553,150202626.02934143,3936842.348833885,4320000.0,152.65048388890764,160.82317179909484
905,566926741.5740819,134695245.4993364,3914886.4822712205,4320000.0,137.06464593715026,144.3639814434885
906,584435692.1785578,140049051.9324987,3927316.5075263213,4320000.0,140.8731093759881,148.48159713335494
907,591327181.950836,142277130.05475858,3917691.060600147,4320000.0,142.75024437376882,150.52580900425156
908,578133011.29387,140628914.34563574,3926874.555439248,4320000.0,139.34687930716748,146.8566844059988
909,603972258.2364342,144038951.0775443,3921856.702296424,4320000.0,145.6739501095288,153.53741346025558
