month,market_price_eur_mwh,wind_capture_price_eur_mwh,wind_mwh,capture_factor,capture_factor_pred,merchant_price_pred_eur_mwh,strike_eur_mwh,eeg_supported_price_pred_eur_mwh,premium_pred_eur_mwh
2025-02-01,128.52236607142856,116.18345749101522,7260679.75,0.9039940754471033,0.9146787419556719,117.55667611138061,70.0,117.55667611138061,0.0
2025-03-01,94.72749663526245,80.15638902297033,6526920.5,0.8461786901389727,0.8552351101711333,81.01428102109435,70.0,81.01428102109435,0.0
2025-04-01,77.93565277777778,77.5922316952408,5876514.75,0.995593530428029,0.8790765012410047,68.51140096582267,70.0,70.0,1.4885990341773265
2025-05-01,67.33862903225807,65.52935721298434,7894329.5,0.9731317396080782,0.8727672883741853,58.770952663319065,68.7,68.7,9.929047336680938
2025-06-01,63.9875,56.93965257472982,8705267.75,0.8898558714550471,0.8472099054249047,54.21084382337609,68.7,68.7,14.489156176623915
2025-07-01,87.79522849462366,82.99608221490976,6193497.28,0.9453370489262092,0.8668953642102608,76.10927658176985,68.7,76.10927658176985,0.0
2025-08-01,76.99025537634408,70.68288034992608,5483354.49,0.9180756708029313,0.8784192632657482,67.62972340632997,66.2,67.62972340632997,0.0
2025-09-01,83.51108333333333,66.24162889681395,9763607.04,0.7932076348765756,0.8358662032761415,69.80409215731079,66.2,69.80409215731079,0.0
2025-10-01,84.51182795698925,59.02949241466871,13717685.62,0.6984761049626177,0.7852562788997682,66.36344354452278,66.2,66.36344354452278,0.0
2025-11-01,101.88231944444445,89.51923844056334,9908591.42,0.8786533220749594,0.8457060814992812,86.16249715141913,66.2,86.16249715141913,0.0
2025-12-01,93.47024193548387,83.72602012726503,12331010.68,0.8957505447033655,0.7587801659088941,70.92336568335092,66.2,70.92336568335092,0.0
