quarter,TSO,curtailment_rate,production_mwh,curtailed_mwh,wind_mwh,load_mwh,proxy_wind_share,cr_from_mwh,cr_identity_gap,cr_pred_raw,cr_pred,curtailed_mwh_model,curtailed_mwh_error
2016Q3,TransnetBW,0.0025801403215658,235811.25,610.0,235811.25,14788147.5,0.01594596280568611,0.002580140321565849,-4.90059381963448e-17,0.0035630766269787,0.0035630766269787,840.213553253631,230.21355325363095
2016Q4,TransnetBW,0.0071250296003067,473791.0,3400.0,473791.0,16394867.5,0.02889873919383612,0.007125029600306795,-9.540979117872439e-17,0.0031119681043408516,0.0031119681043408516,1474.4224801237565,-1925.5775198762435
2017Q1,TransnetBW,0.0017965299333364,650085.5,1170.0,650085.5,16717916.75,0.03888555671866233,0.0017965299333364555,-5.551115123125783e-17,0.0027641555300730106,0.0027641555300730106,1796.937429845278,626.9374298452781
2017Q2,TransnetBW,0.0007084531402526,366736.75,260.0,366736.75,14767430.25,0.024834161651110558,0.0007084531402526044,-4.445228907190568e-18,0.003253525830306331,0.003253525830306331,1193.1874890475954,933.1874890475954
2017Q3,TransnetBW,0.0014176682356437,366279.5,520.0,366279.5,14905072.0,0.024574151671323693,0.0014176682356437237,-2.3635607360183997e-17,0.0032625812416203145,0.0032625812416203145,1195.016625890068,675.0166258900681
2017Q4,TransnetBW,0.0026319699446012,822307.5,2170.0,822307.5,16309483.25,0.05041897939960789,0.002631969944601278,-7.806255641895632e-17,0.0023624790778091487,0.0023624790778091487,1942.6842642755464,-227.3157357244536
2018Q1,TransnetBW,0.0022925799425964,896491.0,2060.0,896491.0,17132219.25,0.05232778001017002,0.002292579942596469,-6.895525817007808e-17,0.0022960009577800942,0.0022960009577800942,2058.3441946412345,-1.6558053587655195
2018Q2,TransnetBW,0.002477138509512,479203.0,1190.0,479203.0,14902698.0,0.03215545265696185,0.0024771385095120036,-3.469446951953614e-18,0.00299854599660266,0.00299854599660266,1436.9122372099844,246.91223720998437
2018Q3,TransnetBW,0.0010633322101288,347592.75,370.0,347592.75,15014554.25,0.02315038756478568,0.001063332210128814,-1.4094628242311558e-17,0.003312166913713964,0.003312166913713964,1151.2852059968495,781.2852059968495
2018Q4,TransnetBW,0.003949896422553,811991.25,3220.0,811991.25,16273930.75,0.049895213545750154,0.00394989642255305,-5.0306980803327406e-17,0.0023807203593276087,0.0023807203593276087,1933.124100470874,-1286.875899529126
2019Q1,TransnetBW,0.0026300548618635,1107323.0,2920.0,1107323.0,16814394.75,0.06585565620790483,0.002630054861863574,-7.41594285980085e-17,0.001824863337310495,0.001824863337310495,2020.7131452606693,-899.2868547393307
2019Q2,TransnetBW,0.0013681578577072,576628.75,790.0,576628.75,14813625.25,0.03892556617766471,0.0013681578577072531,-5.312590645178972e-17,0.002762762113912548,0.002762762113912548,1593.0880642927502,803.0880642927502
2019Q3,TransnetBW,0.0013535094869534,413179.25,560.0,413179.25,14646364.75,0.028210361892018292,0.0013535094869534376,-3.7513395167998453e-17,0.003135942336454093,0.003135942336454093,1295.7063026193498,735.7063026193498
2019Q4,TransnetBW,0.0007175833586439,1002647.75,720.0,1002647.75,15861844.75,0.063211295142704,0.0007175833586439269,-2.688821387764051e-17,0.001916958945054878,0.001916958945054878,1922.034573101647,1202.034573101647
2020Q1,TransnetBW,0.0007300217236214,1368822.25,1000.0,1368822.25,16240195.5,0.08428606970895147,0.0007300217236214406,-4.0657581468206416e-17,0.0011829842253026565,0.0011829842253026565,1619.2951289932892,619.2951289932892
2020Q2,TransnetBW,0.0088177200902934,562040.0,5000.0,562040.0,13183231.0,0.04263294787142848,0.008817720090293454,-5.377642775528102e-17,0.002633644507878799,0.002633644507878799,1480.2135592082002,-3519.7864407917996
2020Q3,TransnetBW,0.0164432344311932,418707.0,7000.0,418707.0,14156968.75,0.029576034770861525,0.016443234431193287,-8.673617379884035e-17,0.0030883798173215044,0.0030883798173215044,1293.1262481712351,-5706.873751828765
2020Q4,TransnetBW,0.0,776930.25,0.0,776930.25,15843822.25,0.04903679413596047,0.0,0.0,0.002410616676545605,0.002410616676545605,1872.881017162746,1872.881017162746
2021Q1,TransnetBW,0.0011156552368717,895334.25,1000.0,895334.25,16127857.5,0.05551476691804848,0.001115655236871736,-3.599551212651875e-17,0.002185007228513336,0.002185007228513336,1956.3118081855662,956.3118081855662
2021Q2,TransnetBW,0.0030133722158794,661708.25,2000.0,661708.25,14588159.0,0.04535927048779767,0.003013372215879492,-9.194034422677078e-17,0.0025386944114014452,0.0025386944114014452,1679.8750362532303,-320.1249637467697
2021Q3,TransnetBW,0.0024022408102277,415278.0,1000.0,415278.0,14347023.75,0.02894523681261767,0.0024022408102277806,-8.066464163292153e-17,0.003110348723948095,0.003110348723948095,1291.6593973837169,291.65939738371685
2021Q4,TransnetBW,0.0012916955279886,773176.25,1000.0,773176.25,16192123.25,0.04775014604709114,0.00129169552798862,-2.0166160408230382e-17,0.002455426986021466,0.002455426986021466,1898.4778292008796,898.4778292008796
2022Q1,TransnetBW,0.0008432725298702,1184856.25,1000.0,1184856.25,16198287.5,0.07314700705244305,0.0008432725298702942,-9.421716878899034e-17,0.001570926234642448,0.001570926234642448,1861.3217674050711,861.3217674050711
2022Q2,TransnetBW,0.0,595612.0,0.0,595612.0,14291898.25,0.04167479991679902,0.0,0.0,0.0026670140879077424,0.0026670140879077424,1588.5055949269063,1588.5055949269063
