date,p_market_used,strike_eur_mwh_hist,markup_hist,markup_path,strike_low,strike_base,strike_high,strike_used_hist_or_base
2023-05-01,82.52411117857231,73.4212445680079,0.8896944604363337,1.235067776545651,,,,73.4212445680079
2023-06-01,93.14519738753089,,,1.235067776545651,,,,
2023-07-01,62.12287927997126,,,1.235067776545651,,,,
2023-08-01,69.2293549846042,73.23959569784614,1.057926882521638,1.235067776545651,,,,73.23959569784614
2023-09-01,88.46125851481806,,,1.235067776545651,,,,
2023-10-01,70.71488649993339,,,1.235067776545651,,,,
2023-11-01,77.35268598961122,73.10216951872873,0.9450501761315263,1.235067776545651,,,,73.10216951872873
2023-12-01,46.49992766560022,,,1.235067776545651,,,,
2024-01-01,65.66342628244229,,,1.235067776545651,,,,
2024-02-01,54.08861635070765,73.35302733204787,1.3561638710894512,1.235067776545651,,,,73.35302733204787
2024-03-01,56.122486429471614,,,1.235067776545651,,,,
2024-04-01,50.60396006251923,,,1.235067776545651,,,,
2024-05-01,60.06262624532431,73.26267336173912,1.219771394319315,1.235067776545651,,,,73.26267336173912
2024-06-01,59.86891685541695,,,1.235067776545651,,,,
2024-07-01,53.90338257560721,,,1.235067776545651,,,,
2024-08-01,66.96080337876424,73.26267336173912,1.0941128192164646,1.235067776545651,,,,73.26267336173912
2024-09-01,65.25998954459904,,,1.235067776545651,,,,
2024-10-01,69.77202217642042,,,1.235067776545651,,,,
2024-11-01,91.0836602418994,71.9,0.7893841750435638,1.235067776545651,,,,71.9
2024-12-01,73.53780163023332,,,1.235067776545651,,,,
2025-01-01,87.02989625428845,,,1.235067776545651,,,,
2025-02-01,116.18345749101522,70.0,0.6024954112371229,1.235067776545651,,,,70.0
2025-03-01,80.15638902297033,,,1.235067776545651,,,,
2025-04-01,77.5922316952408,,,1.235067776545651,,,,
2025-05-01,65.52935721298434,68.7,1.0483850738335554,1.235067776545651,,,,68.7
2025-06-01,56.93965257472982,,,1.235067776545651,,,,
2025-07-01,82.99608221490976,,,1.235067776545651,,,,
2025-08-01,70.6828803499261,66.2,0.9365775654906403,1.235067776545651,,,,66.2
2025-09-01,66.24162889681395,,,1.2340350306197203,,,,
2025-10-01,59.0294924146687,,,1.2330072438939297,,,,
2025-11-01,89.51923844056333,,,1.2319843925544196,,,,
2025-12-01,83.72602012726502,,,1.2309664529016842,,,,
2026-01-01,83.12550312853125,,,1.2299534013500213,98.21576296157731,102.24049531186884,94.89687081550221,102.24049531186884
2026-02-01,79.19881525571023,,,1.2289452144269863,90.30386001033396,97.33100499679209,90.23470545718139,97.33100499679209
2026-03-01,85.67453560276115,,,1.2279418687728485,86.33497992179022,105.20334935430047,91.38813506083737,105.20334935430047
2026-04-01,82.63278048902401,,,1.226943341140049,89.7492646487042,101.38573978089538,100.54388613152963,101.38573978089538
2026-05-01,82.53083953792574,,,1.225949608392663,91.39245153231182,101.17865041183778,99.48694385774034,101.17865041183778
2026-06-01,84.63150044991652,,,1.2249606475058639,98.49645472975278,103.67025759052254,94.04410194583005,103.67025759052254
2026-07-01,81.57726015553118,,,1.2239764355653882,101.8224817706283,99.84864410835742,100.41237544022393,99.84864410835742
2026-08-01,82.12579640173813,,,1.2229969497670063,101.97328306274662,100.43959849651192,109.89157171834965,100.43959849651192
2026-09-01,84.16470486764652,,,1.222022167415994,112.62017207966333,102.85113506228885,110.2324269039868,102.85113506228885
2026-10-01,94.18998224497288,,,1.2210520659266046,117.60158062657962,115.01087240981435,100.85322835357373,115.01087240981435
2026-11-01,95.35532359642394,,,1.220086622821549,103.91273095047909,116.34175473481685,98.6162018387563,116.34175473481685
2026-12-01,84.26599424543468,,,1.219125815731472,89.27847772320341,102.73084897288908,110.46948338905855,102.73084897288908
2027-01-01,76.98059736810026,,,1.218169622394435,94.77164690824226,93.77542522759673,108.85845159515151,93.77542522759673
2027-02-01,76.91751108992379,,,1.2172180206554009,82.04514528576676,93.62538060261689,101.40857557218627,93.62538060261689
2027-03-01,69.29709928564539,,,1.2162709884657192,86.30343238095139,84.28405144595901,107.87302634476816,84.28405144595901
2027-04-01,67.66456165535712,,,1.215328503882617,89.2071091479127,82.23467048247825,115.12973576526726,82.23467048247825
2027-05-01,71.54792042758923,,,1.214390545068689,92.73308915668245,86.88711808659127,115.53309690620512,86.88711808659127
2027-06-01,75.33362080016394,,,1.2134570902913921,93.94419732493928,91.41411629728204,111.36761637843033,91.41411629728204
2027-07-01,82.42023204039273,,,1.2125281179225424,102.805909785961,99.93684883467662,108.4493374592342,99.93684883467662
2027-08-01,87.76240691481209,,,1.2116036064378135,112.43890777407361,106.33324872764923,107.34438879270401,106.33324872764923
2027-09-01,89.69336467594525,,,1.2106835344162372,100.90038321735183,108.59027975955787,111.04007591289088,108.59027975955787
2027-10-01,85.6836380765432,,,1.2097678805397085,105.18360691779827,103.65731323279114,110.44063442623852,103.65731323279114
2027-11-01,87.23838361379649,,,1.208856623592491,98.45959279809242,105.45869786304051,103.25629720770993,105.45869786304051
2027-12-01,86.99451429250311,,,1.2079497424607246,92.8432013046566,105.08500113512495,109.44519658467715,105.08500113512495
2028-01-01,81.44309870287212,,,1.207047216131938,92.12804879139267,98.30566556246045,119.9050063277777,98.30566556246045
2028-02-01,84.99995463820363,,,1.2061490236945605,96.60573641380275,102.52261230095124,108.62313475624816,102.52261230095124
2028-03-01,90.68979828493596,,,1.2052551443374373,87.91650001109932,109.30434592184356,118.46594639040441,109.30434592184356
2028-04-01,82.66518408062794,,,1.2043655573493486,91.89802842708077,99.55910049865196,108.13292432535903,99.55910049865196
2028-05-01,86.23904853464309,,,1.2034802421185284,86.62829013796056,103.78699101054379,113.17636028152475,103.78699101054379
2028-06-01,86.52889678406247,,,1.202599178132188,88.78856266527305,104.05958015719845,116.53849863897621,104.05958015719845
2028-07-01,97.85311398973975,,,1.20172234497604,83.71600403480892,117.59227360695779,116.85866568873672,117.59227360695779
2028-08-01,89.33607059209399,,,1.2008497223338248,78.39727171772117,107.27919556491103,114.29968938228754,107.27919556491103
2028-09-01,79.27850728742223,,,1.1999812899868418,93.45008398565204,95.13272544299217,117.66066211757047,95.13272544299217
2028-10-01,85.50377081282981,,,1.199117027813479,97.96230415332677,102.5290275239254,124.04935973503758,102.5290275239254
2028-11-01,98.08342956504438,,,1.1982569157887477,94.88116712246973,117.52914780059295,115.67077017686691,117.52914780059295
2028-12-01,101.69429126004798,,,1.1974009339838179,96.19947379524842,121.76883933560386,122.77327578809152,121.76883933560386
2029-01-01,97.46931022725298,,,1.1965490625655573,86.91085862108632,116.62681178133103,111.63268660400156,116.62681178133103
2029-02-01,93.40859059902058,,,1.1957012817960715,91.82035330848824,111.68877151001338,103.54527906380947,111.68877151001338
2029-03-01,89.56527303521331,,,1.1948575720322465,95.01431898281278,107.01774467726021,111.70015082859902,107.01774467726021
2029-04-01,91.13260982990938,,,1.1940179137252938,96.67426650859385,108.81396866144961,123.97420805123718,108.81396866144961
2029-05-01,87.69596977766932,,,1.1931822874202969,91.39493715610077,104.6372778168607,130.14929129396623,104.6372778168607
2029-06-01,84.83260619038914,,,1.1923506737557612,94.76481874679087,101.15021514756765,114.14955172826942,101.15021514756765
2029-07-01,95.8999297416432,,,1.1915230534631651,91.58654668556959,114.26697711266571,116.04068287411249,114.26697711266571
2029-08-01,89.2777631936716,,,1.190699407366514,84.70006177245115,106.30297972571276,123.33563339207966,106.30297972571276
2029-09-01,93.94687267224332,,,1.189879716381895,87.42530045490656,111.78547821021489,124.14189407397822,111.78547821021489
2029-10-01,97.37855123134312,,,1.1890639615170353,96.54407414345812,115.78932589393042,128.73398228841884,115.78932589393042
2029-11-01,89.35202297442407,,,1.1882521238708628,93.373568580801,106.17273107151753,134.06814615888297,106.17273107151753
2029-12-01,91.12458794943517,,,1.1874441846330666,96.55128460729965,108.20536203764121,136.61798203808206,108.20536203764121
2030-01-01,88.4304332993411,,,1.1866401250836627,88.02201493043884,104.93510043153262,127.74528836075932,104.93510043153262
2030-02-01,86.98313653879308,,,1.1858399265925597,89.90244942499488,103.14807624795297,120.65348359177523,103.14807624795297
2030-03-01,85.70963542479994,,,1.1850435706191265,80.42323597474946,101.5696524002685,114.01279478952904,101.5696524002685
2030-04-01,85.59474431326683,,,1.184251038711764,87.94946560911829,101.36566486125409,109.84827834015928,101.36566486125409
2030-05-01,83.37479925299067,,,1.1834623125074761,94.65358542905635,98.67093272879093,113.25667002696231,98.67093272879093
2030-06-01,85.66265700347958,,,1.1826773737314458,92.33351699957167,101.31128621173286,119.25032253885365,101.31128621173286
2030-07-01,78.81630580376662,,,1.1818962041966103,81.72731441081612,93.15269265827105,106.31357622993036,93.15269265827105
2030-08-01,90.3807577266738,,,1.1811187858032408,76.50364803100875,106.75041082610583,105.30652586998102,106.75041082610583
2030-09-01,89.03772459065235,,,1.1803451005385222,84.83046785334244,105.09524198367478,107.28095043254464,105.09524198367478
2030-10-01,92.00407901270312,,,1.179575130476136,82.80436822564833,108.525723505746,118.48427654801114,108.525723505746
2030-11-01,92.53794805413868,,,1.1788088577758455,89.87230728242488,109.08455284661974,109.02337152693806,109.08455284661974
2030-12-01,93.46741711497832,,,1.1780462646830823,87.21415877028625,110.1089416018758,96.03617209903015,110.1089416018758
2031-01-01,94.4256725491154,,,1.1772873335285334,94.39497204637492,111.16614825198651,106.60535729522378,111.16614825198651
2031-02-01,97.14270205796018,,,1.1765320467277347,96.76703327659524,114.29150207691441,101.27860098403715,114.29150207691441
2031-03-01,82.13259263111277,,,1.1757803867806604,90.2263228598878,96.5698915311082,95.857511520061,96.5698915311082
2031-04-01,82.32074507386923,,,1.1750323362713204,87.40024461481848,96.72953740774436,107.87585490198771,96.72953740774436
2031-05-01,90.9505095707998,,,1.1742878778673542,91.78897553999514,106.80208087484898,106.79919783366553,106.80208087484898
2031-06-01,91.17352779712908,,,1.1735469943196315,94.26172831347466,106.99641950783821,121.69919064546437,106.99641950783821
2031-07-01,97.89897429558732,,,1.1728096684618508,110.95673132700263,114.81686358636301,122.82608369553591,114.81686358636301
2031-08-01,100.34716958498107,,,1.172075883210143,109.35221315040187,117.61449741895468,125.82290295698832,117.61449741895468
2031-09-01,106.1031734187355,,,1.1713456215626745,112.32624329555162,124.28348761794098,143.2626666086866,124.28348761794098
2031-10-01,108.29875627112388,,,1.1706188665992545,113.45037465194785,126.77656732021194,140.8584276172223,126.77656732021194
2031-11-01,97.9624295606269,,,1.1698956014809412,112.59239694101221,114.60581545336395,140.35776407019412,114.60581545336395
2031-12-01,105.7238528168398,,,1.1691758094496532,109.95228009024639,123.60977119526466,137.31050012974035,123.60977119526466
2032-01-01,100.09644476831868,,,1.168459473827781,115.94131570025145,116.95863918602117,129.39911247591465,116.95863918602117
2032-02-01,95.7571337300646,,,1.1677465780177994,105.89020343938272,111.82006523407573,130.83648782693703,111.82006523407573
2032-03-01,87.68463415155635,,,1.1670371055018842,110.86369873639244,102.33122163722399,132.82353913160748,102.33122163722399
2032-04-01,87.55866005463126,,,1.1663310398415296,99.55443942091513,102.12238302864908,121.87051974018742,102.12238302864908
2032-05-01,94.19337885478193,,,1.1656283646771661,113.43573593281579,109.79447415791621,115.62386518814274,109.79447415791621
2032-06-01,90.59250463982258,,,1.164929063727782,116.38036550056844,105.53384161082327,135.85011529318444,105.53384161082327
2032-07-01,103.51354537196356,,,1.164233120790547,117.4060650409295,120.51389797249502,123.33770963296918,120.51389797249502
2032-08-01,99.59419203969593,,,1.1635405197404352,111.3742377901052,115.8818779689965,132.2906949996415,115.8818779689965
2032-09-01,100.0837181281146,,,1.1628512445298531,116.58232715478341,116.38247618245308,136.18147777023322,116.38247618245308
2032-10-01,107.545008802149,,,1.162165279188267,103.15492490123421,124.98507517985414,136.5316685717999,124.98507517985414
2032-11-01,111.7153994268186,,,1.1614826078218323,104.53075465868388,129.7554934601189,133.68373548615298,129.7554934601189
2032-12-01,98.95103874262742,,,1.1608032146130267,94.18985769691075,114.86268386174005,130.54916497056826,114.86268386174005
2033-01-01,99.75428541897035,,,1.1601270838202824,86.29080384617374,115.7276482416862,135.52161755976175,115.7276482416862
2033-02-01,115.44062480177642,,,1.1594541997776224,89.3281462942347,133.84811725137243,131.79743524749935,133.84811725137243
2033-03-01,100.45899360832313,,,1.1587845468942968,89.5543526547237,116.41032938987777,121.87999086161034,116.41032938987777
2033-04-01,98.61757588475548,,,1.1581181096544213,88.66160865370568,114.21080056235446,136.12668957759888,114.21080056235446
2033-05-01,104.19078512285846,,,1.1574548726166192,87.45964593371642,120.59613192220368,118.6977280969611,120.59613192220368
2033-06-01,105.28848382240434,,,1.1567948204136616,93.34581292866677,121.79717273496495,115.70982712347099,121.79717273496495
2033-07-01,125.80010330932,,,1.156137937752113,88.00178008316426,145.44227200903998,121.47465426761904,145.44227200903998
2033-08-01,114.30421996671012,,,1.1554842094119764,88.12650995615019,132.07672124068668,130.93942868152962,132.07672124068668
2033-09-01,126.29015849780684,,,1.1548336202463396,90.69333920398003,145.8441209395063,149.81042307784875,145.8441209395063
2033-10-01,126.7447492309492,,,1.1541861551810266,99.48199947287685,146.28703480425264,130.25041777369287,146.28703480425264
2033-11-01,120.12435473715846,,,1.1535417992142456,95.26223818614393,138.56846429295206,134.87014019206296,138.56846429295206
2033-12-01,112.20253807385645,,,1.1529005374162435,86.35313569052815,129.35836644481563,154.7162331093866,129.35836644481563
2034-01-01,112.55272932162224,,,1.1522623549289592,88.97108955872928,129.69027294181416,151.04735809821958,129.69027294181416
2034-02-01,104.95083402618393,,,1.151627236965679,108.30368637828747,120.86423900681777,137.1115930436655,120.86423900681777
2034-03-01,106.04434133931858,,,1.1509951688106945,93.8330944304172,122.05652456126789,132.60678194026127,122.05652456126789
2034-04-01,111.7072494846666,,,1.1503661358189616,93.6722019120242,128.50423693264062,149.95315644304796,128.50423693264062
2034-05-01,122.0663419591223,,,1.1497401234157612,92.33298402953379,140.34457106899177,136.90197348138145,140.34457106899177
2034-06-01,121.79584358841302,,,1.1491171170963606,85.67880732253029,139.9576886586364,144.84908745621087,139.9576886586364
2034-07-01,135.8136786262182,,,1.148497102425679,86.45956060484548,155.98161637198396,154.83039377004178,155.98161637198396
2034-08-01,143.15753413960562,,,1.1478800650379517,83.65891185194377,164.32767959884328,166.44413988075127,164.32767959884328
2034-09-01,141.69805801541233,,,1.1472659906363984,95.78372131915037,162.56536290030587,157.83854902285913,162.56536290030587
2034-10-01,133.86207579681297,,,1.1466548649928905,94.112820369758,153.49360045046265,182.91671311314224,153.49360045046265
2034-11-01,140.45010923654849,,,1.1460466739476227,87.33721232227886,160.96238054612667,197.63907933547182,160.96238054612667
2034-12-01,144.536908569559,,,1.1454414034087845,89.3568514471151,165.55855939628282,185.34379314050747,165.55855939628282
2035-01-01,135.65583124630135,,,1.1448390393522336,91.42046249985275,155.30409152654434,175.0104752405955,155.30409152654434
2035-02-01,124.01392726422118,,,1.1442395678211708,94.25078432371366,141.90164253661854,176.6163032118313,141.90164253661854
2035-03-01,120.18161273140196,,,1.1436429749258168,95.86095619878756,137.44485711552295,166.27575518647578,137.44485711552295
2035-04-01,120.65151577421788,,,1.1430492468430908,91.76678342702034,137.91062423619704,151.3766422413492,137.91062423619704
2035-05-01,112.2908714097945,,,1.1424583698162896,89.73197905565264,128.28764589608443,150.77327914494595,128.28764589608443
2035-06-01,135.46911457445458,,,1.141870330154769,97.81458435998415,154.68816258490668,145.2834477158143,154.68816258490668
2035-07-01,133.2230149629213,,,1.1412851142336269,98.30619135926703,152.04544385050582,148.20203338493255,152.04544385050582
2035-08-01,159.34006415368992,,,1.140702708493387,91.20671859412555,181.75964275162414,163.40234857769988,181.75964275162414
2035-09-01,145.4190663334728,,,1.1401230994396854,99.27117835099543,165.79563662574424,159.21740105345418,165.79563662574424
2035-10-01,151.3221151687015,,,1.1395462736429571,101.11079046639647,172.4385524602642,154.81701201893088,172.4385524602642
2035-11-01,160.66660526340758,,,1.138972217738126,99.78693103143263,182.9947997133194,153.26748941733356,182.9947997133194
2035-12-01,145.91333341523466,,,1.1384009184242936,96.6008754340399,166.1078727702533,143.6215059835518,166.1078727702533
2036-01-01,150.35739148439396,,,1.1378323624644324,104.20894452361074,171.0815059666775,152.79010521349912,171.0815059666775
2036-02-01,158.58938339164962,,,1.137266536685078,111.24699138326193,180.3583988048434,156.7215537247881,180.3583988048434
2036-03-01,146.200120646992,,,1.136703427976025,92.97296565895822,166.18617830994424,151.45531068090813,166.18617830994424
2036-04-01,148.58332029467394,,,1.1361430232900225,90.39698842423836,168.8119027300606,166.46980297182066,168.8119027300606
2036-05-01,139.09059883743052,,,1.135585309642471,99.94381410700267,157.94924074916025,152.12308002944374,157.94924074916025
2036-06-01,130.39910998204687,,,1.1350302741111238,99.02335322469239,148.00693754676922,165.25028468761397,148.00693754676922
2036-07-01,138.56304468486314,,,1.1344779038357853,98.68126931025715,157.19671248318778,164.16659046118366,157.19671248318778
2036-08-01,134.91699535094045,,,1.1339281860180144,109.76753243339529,152.98618380129278,178.7681849706395,152.98618380129278
2036-09-01,127.67963674485206,,,1.1333811079208278,104.13868944863292,144.70968815280926,193.4877339013047,144.70968815280926
2036-10-01,135.2451008070058,,,1.1328366568684038,107.88200481618952,153.2106078560387,174.30907545076496,153.2106078560387
2036-11-01,137.56580414988196,,,1.1322948202457905,117.00977638272707,155.7650474818582,168.3805778007814,155.7650474818582
2036-12-01,136.48854845494844,,,1.1317555854986114,108.85996735280823,154.47167707048578,150.5767496438528,154.47167707048578
2037-01-01,129.54800971420127,,,1.1312189401327764,112.02078707572956,146.54716224520936,174.78258368964669,146.54716224520936
2037-02-01,129.93792180125303,,,1.1306848717141906,98.73493750577505,146.9188424426583,163.69701435804774,146.9188424426583
2037-03-01,116.02237909392254,,,1.1301533678684683,104.236353907678,131.12308248110872,165.38945047025436,131.12308248110872
2037-04-01,113.3050172582129,,,1.1296244162806437,108.80847526585568,127.99211398197701,162.54149876217596,127.99211398197701
2037-05-01,120.25384757197398,,,1.129098004694888,99.3013872358656,135.778379350399,162.05998196842967,135.778379350399
2037-06-01,158.95542413014533,,,1.1285741209142237,100.10430737567677,179.39297805222634,176.60525368250586,179.39297805222634
2037-07-01,141.8035340897411,,,1.1280527528002429,101.66815395952013,159.96186698673554,182.58266742316317,159.96186698673554
2037-08-01,128.10968355554388,,,1.1275338882728256,109.77250041963427,144.44800962478365,171.37904286228488,144.44800962478365
2037-09-01,136.99967942357517,,,1.1270175153098603,118.29509559053902,154.40103830220508,180.88981815075508,154.40103830220508
2037-10-01,124.2333282841206,,,1.1265036219469649,132.31144054076722,139.94929427858818,183.4602753695155,139.94929427858818
2037-11-01,128.768839394018,,,1.1259921962772097,108.31560787576011,144.9927082813376,172.59648628135696,144.9927082813376
2037-12-01,116.58499640455062,,,1.125483226450842,101.75907868202539,131.21445790915345,191.18017835913273,131.21445790915345
2038-01-01,117.56797160108653,,,1.1249767006750107,104.67676889842055,132.26122879684368,182.38951450728004,132.26122879684368
2038-02-01,114.09040009594338,,,1.1244726072134932,109.8741776931913,128.29152965391603,190.52230695666702,128.29152965391603
2038-03-01,118.01744482563936,,,1.1239709343864241,111.62353538241395,132.64817773457213,164.13353429055732,132.64817773457213
2038-04-01,131.38630753787243,,,1.1234716705700245,106.47100099600826,147.60879441960054,174.97447314134467,147.60879441960054
2038-05-01,131.76610108610714,,,1.1229748041963317,108.49520008803495,147.9700115668852,190.64654766596044,147.9700115668852
2038-06-01,128.6531738885856,,,1.122480323752932,112.12960592448822,144.41065627830181,184.85004451497082,144.41065627830181
2038-07-01,122.70789153651364,,,1.121988217782694,128.9853758389261,137.67680853292507,177.85461246455748,137.67680853292507
2038-08-01,130.9677242989966,,,1.1214984748835033,124.59878596368083,146.8801030602878,203.29159988749808,146.8801030602878
2038-09-01,128.39283767698583,,,1.121011083707997,124.28447417085407,143.92979410462283,215.60351216174533,143.92979410462283
2038-10-01,144.08967164867803,,,1.1205260329633024,122.44135136253371,161.45622816347802,215.8221313281718,161.45622816347802
2038-11-01,144.66964641374994,,,1.1200433114107746,121.53518861045809,162.03626982988237,206.96627963554602,162.03626982988237
2038-12-01,144.53220158952865,,,1.1195629078657359,120.11457001124693,161.81289189180944,216.87184923426372,161.81289189180944
2039-01-01,149.3833930857279,,,1.1190848111972176,116.21418451646878,167.17268624734155,203.3468165765521,167.17268624734155
2039-02-01,141.64028323604538,,,1.1186090103277004,105.70021093344852,158.4400970532079,203.67599666887432,158.4400970532079
2039-03-01,139.2683432803033,,,1.1181354942328596,106.98237288002447,155.72087784471347,203.36120340956262,155.72087784471347
2039-04-01,120.70873393108056,,,1.1176642519413085,106.17813014576225,134.9118368118636,163.9857618317425,134.9118368118636
