month,cf_hist,wind_mwh_hist,wind_mwh_low,cf_low,wind_mwh_base,cf_base,wind_mwh_high,cf_high
2015-01-01,0.7971657646881044,7830853.25,,,,,,
2015-02-01,0.8690542944179981,5325677.75,,,,,,
2015-03-01,0.8255342879088481,7010958.25,,,,,,
2015-04-01,0.8730305964403778,5157796.5,,,,,,
2015-05-01,0.9108853171899532,5105062.25,,,,,,
2015-06-01,0.9352319647730498,3871212.5,,,,,,
2015-07-01,0.8438483980050792,5401805.25,,,,,,
2015-08-01,0.9394317407515804,3553163.75,,,,,,
2015-09-01,0.8796387097310245,5328808.5,,,,,,
2015-10-01,0.9307452220979952,3438960.5,,,,,,
2015-11-01,0.8363187233591128,9763092.0,,,,,,
2015-12-01,0.8596254975904842,10359892.25,,,,,,
2016-01-01,0.843399934260027,8406655.5,,,,,,
2016-02-01,0.8476904277698321,9366679.75,,,,,,
2016-03-01,0.885148550782457,5710792.5,,,,,,
2016-04-01,0.9594746283445816,5587231.75,,,,,,
2016-05-01,0.840229734804759,5706867.75,,,,,,
2016-06-01,0.9633910888369888,2902409.5,,,,,,
2016-07-01,0.8833173371246897,4302145.75,,,,,,
2016-08-01,0.9387251967374728,4262079.75,,,,,,
2016-09-01,0.9116825453835888,3729333.5,,,,,,
2016-10-01,0.912104248421158,4488192.0,,,,,,
2016-11-01,0.8668111264786234,7267011.75,,,,,,
2016-12-01,0.6650078674754464,8416867.75,,,,,,
2017-01-01,0.796002572213315,7186927.25,,,,,,
2017-02-01,0.8310610612983536,8439755.75,,,,,,
2017-03-01,0.916222166975428,8511720.0,,,,,,
2017-04-01,0.8584551912833392,7421613.0,,,,,,
2017-05-01,0.8703020447211074,4963043.75,,,,,,
2017-06-01,0.85696744583063,6153125.0,,,,,,
2017-07-01,0.8963757838970061,5011439.25,,,,,,
2017-08-01,0.8851074120163239,4804535.25,,,,,,
2017-09-01,0.8240239875515648,5904335.5,,,,,,
2017-10-01,0.7110785406630726,11014475.5,,,,,,
2017-11-01,0.7781521585823284,9256318.75,,,,,,
2017-12-01,0.7368746365402401,13454183.0,,,,,,
2018-01-01,0.7662484585750495,13144978.0,,,,,,
2018-02-01,0.9003090338258714,6859993.0,,,,,,
2018-03-01,0.8148924669900246,9588788.75,,,,,,
2018-04-01,0.9190437359638376,8002044.25,,,,,,
2018-05-01,0.8446908004296617,6270346.75,,,,,,
2018-06-01,0.891257853677082,5135329.25,,,,,,
2018-07-01,0.9505727463099204,4064678.75,,,,,,
2018-08-01,0.9364000264231565,5343261.5,,,,,,
2018-09-01,0.8825727774185559,6545188.25,,,,,,
2018-10-01,0.8249529792385146,8733167.0,,,,,,
2018-11-01,0.9212191950381042,8035869.5,,,,,,
2018-12-01,0.8294148831145396,12092006.75,,,,,,
2019-01-01,0.7913858813006717,12551354.25,,,,,,
2019-02-01,0.8977788571766797,8914979.0,,,,,,
2019-03-01,0.8067350106096033,13736642.0,,,,,,
2019-04-01,0.9219362017284696,7303645.75,,,,,,
2019-05-01,0.9491406744264954,6428337.75,,,,,,
2019-06-01,0.7478043560132084,5114514.5,,,,,,
2019-07-01,0.9210644724288692,4862707.5,,,,,,
2019-08-01,0.8332421822301923,4493530.5,,,,,,
2019-09-01,0.8641271028355628,7145538.75,,,,,,
2019-10-01,0.8761714169867824,9341217.0,,,,,,
2019-11-01,0.9046159763857736,7880445.25,,,,,,
2019-12-01,0.8298915951927173,12208935.0,,,,,,
2020-01-01,0.8892173696652799,12670559.0,,,,,,
2020-02-01,0.801370670148446,17239833.25,,,,,,
2020-03-01,0.8173275716339073,11552708.75,,,,,,
2020-04-01,0.6561987925727963,6991474.0,,,,,,
2020-05-01,0.7418702532802646,6132951.75,,,,,,
2020-06-01,0.8489769334655407,4983084.0,,,,,,
2020-07-01,0.7245227771392173,5480898.5,,,,,,
2020-08-01,0.8639570295298692,5156488.25,,,,,,
2020-09-01,0.8713188572706236,4632294.25,,,,,,
2020-10-01,0.8859669990959038,10816688.5,,,,,,
2020-11-01,0.8295916172231614,8665897.5,,,,,,
2020-12-01,0.7772918524357464,9073761.0,,,,,,
2021-01-01,0.8838423830800066,9223364.5,,,,,,
2021-02-01,0.9033426083189586,8487553.25,,,,,,
2021-03-01,0.743485203895938,9086611.25,,,,,,
2021-04-01,0.8399588953639053,7735461.0,,,,,,
2021-05-01,0.809950076338887,8828518.25,,,,,,
2021-06-01,0.8650260832050826,3361513.75,,,,,,
2021-07-01,0.85478206431339,4704354.75,,,,,,
2021-08-01,0.8902143299225604,6191015.5,,,,,,
2021-09-01,0.9231758067302543,4465397.5,,,,,,
2021-10-01,0.8028855536070918,10167443.25,,,,,,
2021-11-01,0.8091082944249354,7822972.75,,,,,,
2021-12-01,0.7496126000956357,9782408.0,,,,,,
2022-01-01,0.7889801281913014,12982727.75,,,,,,
2022-02-01,0.8596946300768242,17728127.25,,,,,,
2022-03-01,0.8179331024127248,6793504.0,,,,,,
2022-04-01,0.7914207750015567,9550806.0,,,,,,
2022-05-01,0.7913465861919791,6454706.0,,,,,,
2022-06-01,0.9105198867698971,4412514.75,,,,,,
2022-07-01,0.8987415020852123,5502496.0,,,,,,
2022-08-01,0.9925071049033212,3527019.25,,,,,,
2022-09-01,0.8340116597492033,6189613.5,,,,,,
2022-10-01,0.8467040971896496,8613400.25,,,,,,
2022-11-01,0.7997193134836902,10118516.25,,,,,,
2022-12-01,0.6093778772271731,9410138.25,,,,,,
2023-01-01,0.7627862272091563,14692525.75,,,,,,
2023-02-01,0.837630935069364,10445029.0,,,,,,
2023-03-01,0.8509837017682864,12133716.25,,,,,,
2023-04-01,0.9055675186026236,8382426.5,,,,,,
2023-05-01,1.0098968064125304,6771381.25,,,,,,
2023-06-01,0.9829993685400272,4872287.25,,,,,,
2023-07-01,0.8004890662131304,8392192.75,,,,,,
2023-08-01,0.7339691885049526,5778036.5,,,,,,
2023-09-01,0.878258506831602,5339625.25,,,,,,
2023-10-01,0.8082344425554973,11857250.75,,,,,,
2023-11-01,0.8488888543617532,14477253.5,,,,,,
2023-12-01,0.6786395758987744,16331164.75,,,,,,
2024-01-01,0.8575479503325244,15593084.75,,,,,,
2024-02-01,0.8818434631285619,14148354.0,,,,,,
2024-03-01,0.8673996697790639,9393471.75,,,,,,
2024-04-01,0.81147041545214,9724048.5,,,,,,
2024-05-01,0.8936559177774147,6274470.0,,,,,,
2024-06-01,0.8213854820827964,5693810.5,,,,,,
2024-07-01,0.7962444278290781,5548569.25,,,,,,
2024-08-01,0.8161256180272725,5204624.75,,,,,,
2024-09-01,0.8333547783596332,8986503.75,,,,,,
2024-10-01,0.8103438589199886,8389045.5,,,,,,
2024-11-01,0.7996357070589065,10300191.5,,,,,,
2024-12-01,0.678921664750227,13757540.0,,,,,,
2025-01-01,0.7624826815595828,13253343.0,,,,,,
2025-02-01,0.9039940754471032,7260679.75,,,,,,
2025-03-01,0.8461786901389727,6526920.5,,,,,,
2025-04-01,0.995593530428029,5876514.75,,,,,,
2025-05-01,0.9731317396080782,7894329.5,,,,,,
2025-06-01,0.8898558714550471,8705267.75,,,,,,
2025-07-01,0.9453370489262092,6193497.28,,,,,,
2025-08-01,0.9180756708029312,5483354.49,,,,,,
2025-09-01,0.7932076348765756,9763607.04,,,,,,
2025-10-01,0.6984761049626177,13717685.62,,,,,,
2025-11-01,0.8786533220749594,9908591.42,,,,,,
2025-12-01,0.8957505447033655,12331010.68,,,,,,
2026-01-01,,,13103059.484574642,0.8492030747426846,13244361.45920035,0.8483026536483922,13456531.710088486,0.846970275358313
2026-02-01,,,13689202.763027957,0.8479966013963295,13848246.970530061,0.8467726649271549,14087302.693321768,0.8449624334085396
2026-03-01,,,9853240.617301166,0.8200502205273487,9975945.412549093,0.8187104482705418,10160569.296187991,0.8167293616956085
2026-04-01,,,8533402.529355861,0.8441655622383798,8646802.502112843,0.8426718790898418,8817601.133243259,0.8404635807784577
2026-05-01,,,6941277.461347821,0.8598682058847109,7039325.437522491,0.8582435082662649,7187152.922073533,0.855841873297681
2026-06-01,,,4699670.560019861,0.8792027800737486,4769989.096843592,0.8774399093354863,4876117.474608206,0.8748344007231785
2026-07-01,,,5972682.425109518,0.8519568326478111,6067052.119957717,0.8501511869876742,6209625.822393165,0.8474828366845745
2026-08-01,,,5214603.942758426,0.8734667751366975,5301368.1288230885,0.8715160015609547,5432585.876867274,0.8686335922980556
