Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Mar 4, 2019;Mar 5, 2019;49,462.25;21,764.75;68,213.50;324,525.75;22,563.75;713.50;85,883.25;417.00;22,863.75;31,799.50;4,854.50;8,443.00
Mar 5, 2019;Mar 6, 2019;50,199.75;23,093.25;64,521.00;246,312.50;26,011.50;738.75;89,535.50;424.00;27,200.25;30,955.75;3,613.00;8,244.00
Mar 6, 2019;Mar 7, 2019;51,079.75;23,381.25;100,759.75;198,522.25;36,960.25;737.25;95,401.25;455.00;27,852.50;24,498.75;2,897.75;8,204.00
Mar 7, 2019;Mar 8, 2019;49,980.25;23,298.75;98,530.00;272,184.75;22,821.00;715.00;89,390.00;408.00;30,652.00;22,621.25;4,063.75;8,155.00
Mar 8, 2019;Mar 9, 2019;50,173.00;25,215.50;93,585.00;264,379.50;32,160.50;722.25;86,534.50;372.00;35,168.25;23,175.75;4,941.00;7,416.00
Mar 9, 2019;Mar 10, 2019;49,100.25;23,791.00;91,172.25;306,188.25;20,404.75;716.25;73,302.00;222.00;26,829.75;18,585.75;3,576.25;7,292.00
Mar 10, 2019;Mar 11, 2019;50,437.00;23,582.50;42,716.75;166,112.50;17,934.50;656.50;89,819.50;407.00;24,796.50;18,276.00;3,596.00;6,847.00
Mar 11, 2019;Mar 12, 2019;50,585.00;27,692.00;59,244.75;207,721.50;23,542.75;658.00;95,905.25;453.00;26,642.75;31,482.75;5,560.75;7,606.00
Mar 12, 2019;Mar 13, 2019;50,810.25;25,142.25;98,606.25;243,511.75;40,199.25;625.25;93,924.50;450.00;29,849.50;33,544.50;2,931.00;8,639.00
Mar 13, 2019;Mar 14, 2019;49,966.50;23,062.25;84,973.50;333,267.00;30,254.25;615.25;94,210.50;444.00;36,932.75;31,026.75;5,763.25;7,627.00
Mar 14, 2019;Mar 15, 2019;50,643.25;21,778.50;107,191.75;299,328.25;11,815.25;616.25;95,145.75;416.00;29,385.75;25,719.75;3,948.00;480.00
Mar 15, 2019;Mar 16, 2019;50,308.50;23,713.75;104,719.50;301,160.00;12,003.00;619.50;92,654.25;438.00;31,101.25;31,162.00;4,311.50;7,734.00
Mar 16, 2019;Mar 17, 2019;50,362.25;25,963.75;96,025.00;250,883.75;16,660.75;601.75;87,301.00;364.00;16,340.00;20,811.75;3,557.25;8,347.00
Mar 17, 2019;Mar 18, 2019;49,956.25;24,092.75;93,729.50;268,119.50;45,420.50;610.50;78,117.50;338.00;17,334.50;19,479.25;2,220.50;8,235.00
Mar 18, 2019;Mar 19, 2019;49,492.75;26,174.00;82,474.75;255,586.00;37,062.00;656.00;85,502.00;471.00;35,099.00;28,344.25;4,379.75;8,209.00
Mar 19, 2019;Mar 20, 2019;51,006.75;26,146.00;34,231.50;72,720.50;50,127.00;661.25;98,172.00;434.00;68,983.75;36,229.50;4,347.50;6,188.00
Mar 20, 2019;Mar 21, 2019;51,314.25;25,120.50;57,593.50;90,980.50;58,827.00;664.75;96,907.50;351.00;47,543.50;38,699.75;3,505.00;5,920.00
Mar 21, 2019;Mar 22, 2019;51,216.50;24,577.00;66,318.50;71,507.75;62,669.25;650.50;97,120.25;400.00;51,777.50;37,653.75;3,587.75;5,813.00
Mar 22, 2019;Mar 23, 2019;51,364.00;25,743.75;22,915.50;33,923.00;63,956.25;643.25;97,521.25;322.00;44,817.00;32,192.00;3,895.00;6,059.00
Mar 23, 2019;Mar 24, 2019;51,345.50;23,919.50;30,708.50;58,477.25;59,896.00;603.00;97,357.00;221.00;25,173.25;26,421.75;2,304.50;7,942.00
Mar 24, 2019;Mar 25, 2019;51,421.00;23,143.25;43,777.00;63,575.00;54,371.25;617.75;96,485.75;270.00;22,118.00;25,865.00;2,243.75;8,307.00
Mar 25, 2019;Mar 26, 2019;50,838.75;24,363.75;111,202.50;190,087.75;40,467.75;644.00;95,453.25;447.00;27,597.00;32,164.75;4,069.25;8,284.00
Mar 26, 2019;Mar 27, 2019;51,193.50;24,959.00;75,504.50;150,357.50;30,875.25;659.75;89,116.75;443.00;36,316.50;29,586.00;3,857.75;8,019.00
Mar 27, 2019;Mar 28, 2019;50,895.00;24,830.50;43,796.25;86,276.00;31,903.00;656.00;96,249.50;430.00;38,245.00;37,681.50;2,453.50;5,073.00
Mar 28, 2019;Mar 29, 2019;51,295.75;25,521.50;8,896.50;32,886.50;37,274.00;632.25;97,495.50;369.00;46,454.75;41,469.75;2,446.00;5,171.00
Mar 29, 2019;Mar 30, 2019;51,602.75;23,985.75;36,035.25;38,472.00;72,787.00;585.00;96,988.00;294.00;40,829.25;32,665.25;3,038.75;5,500.00
Mar 30, 2019;Mar 31, 2019;51,314.25;23,703.75;24,025.00;48,063.50;74,622.50;598.50;96,770.50;0.00;29,180.50;25,297.50;2,294.50;5,718.50
Mar 31, 2019;Apr 1, 2019;48,912.50;20,346.50;35,829.00;84,499.50;67,769.00;588.00;85,839.50;0.00;25,647.25;19,603.25;767.75;3,861.00
Apr 1, 2019;Apr 2, 2019;51,085.50;22,476.00;26,974.50;111,712.00;76,349.75;623.75;96,818.00;0.00;20,236.50;30,344.00;3,608.75;3,586.00
Apr 2, 2019;Apr 3, 2019;50,970.00;25,318.00;67,055.25;147,972.00;65,732.25;603.75;92,714.00;0.00;19,715.75;32,633.25;3,692.25;3,732.00
Apr 3, 2019;Apr 4, 2019;51,027.00;29,100.75;17,490.25;60,421.00;48,302.75;587.75;96,515.25;0.00;48,884.25;35,864.00;4,034.50;3,599.00
Apr 4, 2019;Apr 5, 2019;51,140.75;31,319.75;4,380.75;32,482.00;41,455.75;630.25;96,733.75;0.00;48,470.25;40,220.75;4,241.25;3,775.50
Apr 5, 2019;Apr 6, 2019;51,127.00;31,449.50;26,241.25;32,756.50;25,063.75;646.25;98,021.50;0.00;47,307.75;37,222.25;3,463.75;3,653.50
Apr 6, 2019;Apr 7, 2019;51,006.75;28,093.75;22,827.00;55,366.50;65,607.25;636.25;97,609.75;164.00;34,391.00;23,400.50;2,063.00;1,173.00
Apr 7, 2019;Apr 8, 2019;49,860.50;25,448.25;16,168.00;74,547.75;71,579.50;627.75;97,027.00;0.00;30,211.00;19,989.75;2,143.75;1,173.00
Apr 8, 2019;Apr 9, 2019;49,361.75;26,468.75;59,862.00;75,319.75;51,477.50;641.25;93,516.00;240.00;68,647.50;28,298.75;3,856.00;1,344.00
Apr 9, 2019;Apr 10, 2019;49,375.50;25,887.25;58,762.25;119,697.50;58,894.75;635.50;95,982.75;252.00;48,191.50;31,544.25;3,400.50;8,444.25
Apr 10, 2019;Apr 11, 2019;49,125.75;25,954.25;45,387.50;121,576.25;56,419.00;692.00;96,972.75;267.00;46,304.75;34,489.00;2,611.50;8,411.00
Apr 11, 2019;Apr 12, 2019;49,691.75;25,765.75;14,074.75;83,741.75;54,008.50;686.50;98,030.25;448.00;54,949.50;33,147.75;4,574.25;8,280.25
Apr 12, 2019;Apr 13, 2019;50,892.75;26,087.50;21,933.25;70,581.75;48,655.50;683.75;98,316.25;555.00;48,429.50;38,814.50;3,763.25;9,053.00
Apr 13, 2019;Apr 14, 2019;51,382.00;24,593.75;59,896.50;98,390.75;52,976.75;609.00;83,485.75;470.00;26,454.50;32,674.25;1,936.50;9,521.25
Apr 14, 2019;Apr 15, 2019;51,407.00;21,114.50;67,000.00;108,621.25;47,125.25;613.50;66,410.50;466.00;17,923.25;30,020.25;1,817.75;9,386.00
Apr 15, 2019;Apr 16, 2019;51,204.00;20,187.75;82,717.00;130,573.00;82,643.75;633.00;65,656.75;405.00;22,176.25;32,691.25;2,403.00;9,301.00
Apr 16, 2019;Apr 17, 2019;50,338.00;20,769.50;97,051.50;159,622.00;85,526.25;707.25;65,812.50;249.00;23,924.50;36,980.50;2,879.50;9,075.00
Apr 17, 2019;Apr 18, 2019;50,015.75;22,737.00;100,321.25;157,987.50;80,403.25;708.00;65,300.00;4.00;27,972.00;38,751.25;2,888.75;9,267.00
Apr 18, 2019;Apr 19, 2019;49,666.75;22,602.50;94,677.75;167,721.75;86,269.50;687.75;62,035.25;0.00;22,757.00;32,297.25;2,759.00;9,296.00
Apr 19, 2019;Apr 20, 2019;49,424.00;23,258.50;59,661.75;126,595.75;88,173.25;620.25;63,804.75;0.00;19,604.75;19,468.50;2,989.75;8,519.00
Apr 20, 2019;Apr 21, 2019;49,614.75;23,087.75;22,817.25;69,110.00;88,158.75;686.25;60,718.25;0.00;22,651.00;18,319.75;2,630.75;8,519.00
Apr 21, 2019;Apr 22, 2019;49,417.00;23,605.25;13,692.00;48,238.25;88,667.75;679.50;31,802.25;0.00;22,536.25;16,556.25;2,557.00;8,519.00
Apr 22, 2019;Apr 23, 2019;48,467.00;23,335.75;85,441.75;187,446.00;87,600.50;664.75;29,547.75;0.00;22,379.25;15,291.25;1,031.75;8,519.00
Apr 23, 2019;Apr 24, 2019;48,066.00;26,034.75;96,383.50;267,142.50;67,728.75;648.25;48,591.75;0.00;25,394.25;22,257.00;3,935.50;8,356.00
Apr 24, 2019;Apr 25, 2019;48,296.75;26,900.00;102,020.25;163,942.25;77,476.25;600.00;59,517.25;0.00;14,930.50;25,690.75;1,478.25;9,229.00
Apr 25, 2019;Apr 26, 2019;48,175.75;29,788.00;52,147.25;118,046.75;79,633.75;591.50;63,178.50;0.00;13,270.00;29,980.75;3,283.50;9,205.00
Apr 26, 2019;Apr 27, 2019;48,695.25;32,157.75;11,313.50;90,018.75;32,052.25;701.25;64,902.50;0.00;28,760.75;29,047.00;2,803.50;9,168.00
Apr 27, 2019;Apr 28, 2019;48,634.50;32,411.75;33,811.50;70,629.00;46,998.75;693.50;64,838.25;0.00;28,559.00;16,241.75;2,605.75;9,048.00
Apr 28, 2019;Apr 29, 2019;48,842.00;29,235.75;4,251.50;34,357.50;49,738.50;732.00;64,912.25;0.00;25,670.75;16,198.75;1,524.50;9,021.00
Apr 29, 2019;Apr 30, 2019;49,117.00;29,212.00;22,937.50;75,970.50;31,630.00;716.25;65,358.75;0.00;45,610.25;25,368.75;2,765.75;8,908.00
Apr 30, 2019;May 1, 2019;49,541.75;29,483.75;21,128.00;57,920.50;68,994.00;694.25;64,694.50;0.00;49,760.00;25,873.25;2,676.25;8,871.00
May 1, 2019;May 2, 2019;49,224.25;27,024.75;47,814.25;96,051.75;61,585.75;675.50;60,649.00;0.00;24,707.50;17,716.50;1,846.50;8,894.00
May 2, 2019;May 3, 2019;49,634.00;25,845.75;78,444.00;155,818.50;63,592.25;637.00;61,093.25;0.00;20,030.75;23,902.00;3,203.50;9,017.00
May 3, 2019;May 4, 2019;49,568.00;30,626.00;86,223.50;149,323.50;44,261.75;681.75;63,476.00;0.00;20,528.00;25,814.75;3,054.75;8,994.00
May 4, 2019;May 5, 2019;49,622.00;28,203.75;76,146.75;118,607.25;45,129.75;709.75;61,481.25;0.00;21,896.75;19,683.25;1,585.50;8,869.00
May 5, 2019;May 6, 2019;49,680.50;26,191.50;81,130.00;84,750.00;53,406.50;737.25;64,128.50;0.00;20,903.75;18,574.50;1,588.00;8,734.00
May 6, 2019;May 7, 2019;49,427.25;28,517.00;82,057.25;125,364.75;50,794.75;662.50;65,005.25;0.00;37,170.50;24,520.00;3,640.75;8,595.00
May 7, 2019;May 8, 2019;49,560.25;29,444.00;21,074.50;47,599.00;66,837.75;625.00;65,170.25;0.00;54,426.00;26,938.50;2,692.50;7,989.00
May 8, 2019;May 9, 2019;49,186.75;28,836.25;48,047.75;102,046.25;43,239.75;685.75;65,322.25;0.00;37,802.25;27,752.25;2,011.50;7,984.00
May 9, 2019;May 10, 2019;48,836.50;26,541.50;40,874.75;73,026.00;56,040.25;686.00;65,009.50;0.00;39,546.00;22,726.75;2,766.00;1,407.00
May 10, 2019;May 11, 2019;48,603.50;28,460.50;28,524.00;78,639.00;54,933.00;657.50;64,905.25;0.00;44,202.00;24,420.50;3,268.00;8,251.00
May 11, 2019;May 12, 2019;48,499.25;27,465.00;24,675.25;96,644.50;41,824.50;678.50;64,523.50;0.00;26,667.75;19,722.25;1,280.25;8,873.00
May 12, 2019;May 13, 2019;47,951.25;28,663.50;58,704.75;150,601.00;57,997.50;659.75;61,538.75;0.00;16,651.50;17,253.25;1,383.00;8,668.00
May 13, 2019;May 14, 2019;48,591.75;26,980.25;22,344.75;113,529.75;91,397.00;607.50;64,340.50;0.00;39,319.25;24,686.00;3,171.00;9,003.00
May 14, 2019;May 15, 2019;48,350.50;27,928.00;7,811.50;71,313.50;77,869.75;617.00;64,846.00;0.00;37,847.00;22,410.75;2,312.75;8,975.00
