Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Dec 24, 2020;Dec 25, 2020;20,587.50;2,410.25;9,093.75;167,329.00;5,149.75;1,405.50;70,042.25;7,251.75;47,343.00;16,955.75;21,710.00
Dec 25, 2020;Dec 26, 2020;20,421.75;2,391.00;10,957.75;73,474.75;4,892.75;1,442.25;70,323.25;8,990.75;51,099.00;14,640.50;21,879.50
Dec 26, 2020;Dec 27, 2020;20,781.25;2,433.00;14,804.50;139,555.00;6,345.00;1,320.25;57,292.25;7,731.50;47,672.25;3,619.50;21,668.25
Dec 27, 2020;Dec 28, 2020;20,892.50;2,447.00;18,343.75;312,896.25;5,914.00;521.50;52,204.25;7,696.00;33,706.00;21,145.75;19,968.75
Dec 28, 2020;Dec 29, 2020;20,822.50;2,437.50;15,512.00;124,158.25;6,767.75;1,470.75;131,846.00;19,055.00;56,019.00;3,193.50;22,120.25
Dec 29, 2020;Dec 30, 2020;20,421.50;2,391.00;9,458.00;111,325.00;6,214.25;1,768.25;137,121.25;21,165.75;62,373.50;13,327.00;22,550.75
Dec 30, 2020;Dec 31, 2020;20,551.00;2,406.00;19,848.50;128,008.75;11,923.75;1,764.50;124,627.50;20,647.75;62,223.75;14,924.50;22,466.25
Dec 31, 2020;Jan 1, 2021;20,490.25;2,401.00;12,786.75;85,373.50;11,454.75;1,735.50;131,511.50;19,434.75;59,141.50;13,985.75;21,956.00
Jan 1, 2021;Jan 2, 2021;20,620.00;2,415.25;3,933.75;20,939.50;3,761.00;1,762.00;150,062.75;22,017.75;49,270.75;6,011.50;22,298.75
Jan 2, 2021;Jan 3, 2021;20,849.50;2,441.00;1,014.25;20,713.00;6,377.75;1,785.00;152,714.50;21,232.00;49,516.75;9,827.25;22,833.00
Jan 3, 2021;Jan 4, 2021;21,006.25;2,458.75;16,922.25;133,505.50;1,016.50;1,816.25;130,829.25;9,236.25;50,874.25;4,159.00;22,892.25
Jan 4, 2021;Jan 5, 2021;20,738.75;2,427.00;21,523.50;63,253.75;867.00;1,834.25;159,956.75;17,903.25;60,105.00;10,003.50;21,853.25
Jan 5, 2021;Jan 6, 2021;20,112.75;2,354.00;20,900.00;62,927.00;891.75;1,828.00;177,003.25;23,791.00;58,161.25;9,261.50;22,396.75
Jan 6, 2021;Jan 7, 2021;19,995.25;2,340.50;12,724.25;57,531.75;2,305.25;1,802.75;168,752.75;23,058.75;53,845.25;7,439.75;22,639.25
Jan 7, 2021;Jan 8, 2021;20,782.25;2,432.75;1,004.75;52,818.00;2,441.00;1,822.25;165,874.25;23,676.75;56,126.50;11,248.50;22,493.25
Jan 8, 2021;Jan 9, 2021;20,430.50;2,391.00;963.00;23,960.25;2,639.00;1,813.50;163,233.25;24,957.75;58,196.00;12,293.50;22,508.50
Jan 9, 2021;Jan 10, 2021;20,740.00;2,427.75;3,979.50;29,515.25;1,972.00;1,770.25;165,211.75;24,096.50;52,409.00;8,386.50;22,563.75
Jan 10, 2021;Jan 11, 2021;20,954.50;2,453.00;12,733.50;49,228.25;5,808.00;1,764.00;164,352.25;22,757.00;51,848.25;6,245.00;22,118.25
Jan 11, 2021;Jan 12, 2021;19,976.00;2,337.00;18,552.50;190,736.75;4,421.75;1,772.25;153,466.75;16,605.00;51,222.75;12,334.50;22,325.25
Jan 12, 2021;Jan 13, 2021;19,797.75;2,318.75;14,054.25;222,785.25;3,013.25;1,768.50;125,905.50;16,715.25;51,292.00;13,373.75;22,374.25
Jan 13, 2021;Jan 14, 2021;20,415.25;2,390.50;16,835.00;275,119.00;3,888.50;1,809.25;123,837.50;15,800.50;53,333.00;7,760.00;22,524.75
Jan 14, 2021;Jan 15, 2021;19,784.75;2,314.75;17,831.25;126,378.75;3,562.50;1,662.75;166,267.25;16,861.00;52,477.75;11,151.25;21,925.00
Jan 15, 2021;Jan 16, 2021;19,649.75;2,300.50;8,857.50;63,751.75;2,219.25;1,829.25;182,063.50;18,145.50;53,313.00;11,939.50;21,947.50
Jan 16, 2021;Jan 17, 2021;20,106.50;2,353.25;7,438.50;49,429.00;3,753.50;1,847.25;189,713.25;18,086.75;55,390.75;5,753.00;21,323.25
Jan 17, 2021;Jan 18, 2021;19,430.50;2,274.50;2,895.25;14,208.75;9,320.00;1,843.00;186,291.50;21,425.50;54,396.00;5,505.50;21,236.75
Jan 18, 2021;Jan 19, 2021;20,002.00;2,341.00;6,744.50;108,963.25;3,643.75;1,824.00;181,902.75;20,450.00;53,313.25;10,808.00;21,729.00
Jan 19, 2021;Jan 20, 2021;19,335.50;2,264.25;11,252.75;213,474.00;2,658.75;1,776.25;156,087.25;17,253.75;50,583.50;9,602.50;22,409.00
Jan 20, 2021;Jan 21, 2021;19,822.00;2,320.00;21,005.75;246,825.50;9,270.50;1,737.75;130,206.50;7,805.00;45,633.50;8,330.00;21,923.25
Jan 21, 2021;Jan 22, 2021;20,430.25;2,391.75;23,413.25;281,660.50;12,302.50;1,304.00;103,288.75;7,712.25;44,045.75;8,525.75;20,872.75
Jan 22, 2021;Jan 23, 2021;19,865.25;2,325.50;23,177.00;190,340.00;6,517.75;1,440.50;143,467.50;17,267.75;47,400.75;10,393.25;20,871.00
Jan 23, 2021;Jan 24, 2021;19,844.75;2,323.75;3,875.75;36,309.50;3,876.00;1,741.25;177,839.50;18,144.75;50,427.25;7,930.50;21,332.25
Jan 24, 2021;Jan 25, 2021;19,897.00;2,329.25;236.50;28,282.00;3,105.00;1,766.00;184,331.00;17,412.75;51,012.25;4,678.00;21,473.25
Jan 25, 2021;Jan 26, 2021;20,113.75;2,355.25;5,885.75;35,111.25;8,192.75;1,779.00;184,235.50;18,595.00;54,261.25;13,336.00;21,158.00
Jan 26, 2021;Jan 27, 2021;19,980.00;2,338.75;11,223.50;87,338.75;7,812.50;1,789.25;176,821.25;18,625.00;44,448.25;9,007.50;21,388.25
Jan 27, 2021;Jan 28, 2021;18,141.00;2,123.25;7,756.75;81,022.50;13,070.00;1,764.25;182,045.00;18,055.50;50,252.00;10,431.50;21,314.75
Jan 28, 2021;Jan 29, 2021;18,610.50;2,177.25;19,709.00;70,475.00;5,580.25;1,793.75;186,214.50;18,586.75;51,056.75;10,712.75;21,794.50
Jan 29, 2021;Jan 30, 2021;19,617.75;2,297.00;7,598.00;52,935.25;5,946.50;1,808.50;181,512.25;14,402.00;51,542.00;5,010.50;22,214.00
Jan 30, 2021;Jan 31, 2021;18,539.25;2,169.75;9,139.00;39,570.25;3,637.50;1,790.75;167,440.25;7,055.00;51,181.00;10,336.75;22,492.25
Jan 31, 2021;Feb 1, 2021;19,901.25;2,329.75;17,694.50;48,955.75;13,953.25;1,790.00;168,194.75;11,826.75;51,140.25;5,708.25;22,309.00
Feb 1, 2021;Feb 2, 2021;19,476.25;2,278.75;7,194.75;95,064.50;8,634.75;1,798.50;165,409.25;21,780.75;51,287.50;12,384.25;22,196.75
Feb 2, 2021;Feb 3, 2021;18,847.25;2,206.25;2,383.75;47,780.50;4,568.75;1,596.75;164,443.75;21,617.50;51,346.50;7,311.50;21,849.25
Feb 3, 2021;Feb 4, 2021;19,752.50;2,312.50;16,192.25;127,082.50;5,662.00;1,751.00;152,226.25;19,061.00;51,037.25;7,268.00;22,200.00
Feb 4, 2021;Feb 5, 2021;17,383.25;2,035.50;15,860.25;65,253.75;8,060.75;1,763.50;157,413.00;20,600.00;53,687.25;10,889.00;22,105.75
Feb 5, 2021;Feb 6, 2021;19,971.25;2,337.00;12,423.25;81,970.75;6,000.50;1,810.25;161,882.00;18,487.75;50,022.50;8,340.75;22,260.75
Feb 6, 2021;Feb 7, 2021;20,286.00;2,374.50;22,442.25;190,085.00;6,629.00;1,785.00;98,370.25;7,338.25;49,419.00;4,188.25;22,371.00
Feb 7, 2021;Feb 8, 2021;19,975.75;2,338.75;21,953.75;293,009.00;4,147.00;1,506.75;79,555.50;7,722.25;44,427.00;5,287.25;21,814.75
Feb 8, 2021;Feb 9, 2021;19,646.50;2,299.75;24,047.50;134,926.50;3,849.00;1,780.00;155,960.50;17,694.50;56,559.25;7,481.25;22,685.00
Feb 9, 2021;Feb 10, 2021;19,003.75;2,224.50;21,895.25;5,174.00;2,453.25;1,800.00;177,132.50;20,410.75;66,572.50;10,880.75;22,483.25
Feb 10, 2021;Feb 11, 2021;18,823.00;2,203.50;21,070.25;22,383.50;4,232.50;1,798.00;178,483.00;21,484.75;66,128.00;10,515.50;22,585.75
Feb 11, 2021;Feb 12, 2021;14,346.50;1,678.50;18,625.50;44,663.75;5,854.75;1,806.00;179,499.50;21,879.50;62,459.00;9,648.25;22,510.75
Feb 12, 2021;Feb 13, 2021;19,935.50;2,333.75;11,104.75;40,951.50;8,276.00;1,824.00;179,272.50;21,128.50;66,490.25;8,744.50;22,824.00
Feb 13, 2021;Feb 14, 2021;20,091.00;2,352.75;5,936.00;34,738.00;9,526.25;1,821.50;177,881.75;20,344.75;60,798.00;5,338.25;22,704.75
Feb 14, 2021;Feb 15, 2021;20,098.75;2,351.25;7,430.25;27,496.50;12,809.00;1,820.50;164,730.25;16,008.25;59,476.75;3,954.00;22,748.25
Feb 15, 2021;Feb 16, 2021;19,837.25;2,321.25;12,015.25;151,570.00;8,924.25;1,723.50;160,570.25;18,332.25;57,751.50;8,548.50;22,203.25
Feb 16, 2021;Feb 17, 2021;19,820.00;2,319.50;5,879.50;68,544.25;6,104.00;1,812.75;177,039.50;19,101.25;54,918.00;8,314.75;22,243.25
Feb 17, 2021;Feb 18, 2021;19,608.00;2,296.25;8,342.00;166,370.50;13,098.25;1,735.25;154,388.75;14,892.50;50,365.00;5,304.25;22,045.75
Feb 18, 2021;Feb 19, 2021;19,404.25;2,272.25;11,138.00;116,051.00;30,093.25;1,727.75;149,108.75;7,045.50;48,341.50;5,278.00;22,015.50
Feb 19, 2021;Feb 20, 2021;13,901.00;1,627.25;16,685.50;130,468.00;36,003.00;1,752.00;163,036.00;7,515.50;45,326.25;11,525.75;22,088.00
Feb 20, 2021;Feb 21, 2021;12,945.75;1,515.00;11,579.25;108,812.00;37,992.75;1,618.25;85,408.25;6,969.25;38,614.00;3,064.00;21,918.50
Feb 21, 2021;Feb 22, 2021;12,833.50;1,502.50;6,985.00;111,908.00;46,768.50;1,152.75;94,645.00;6,987.25;31,684.25;4,856.00;20,865.75
Feb 22, 2021;Feb 23, 2021;12,518.00;1,465.25;4,965.50;66,467.25;47,165.00;1,600.00;166,523.25;7,002.25;38,751.25;8,205.50;21,833.25
Feb 23, 2021;Feb 24, 2021;11,947.75;1,398.50;10,193.00;98,983.50;36,343.75;1,327.00;156,099.25;7,089.25;31,865.50;8,413.75;21,019.25
Feb 24, 2021;Feb 25, 2021;15,978.00;1,869.75;20,282.00;116,550.00;41,962.50;844.75;135,475.75;6,940.50;23,823.00;10,023.25;19,990.50
Feb 25, 2021;Feb 26, 2021;20,580.25;2,410.00;20,068.50;85,809.50;45,417.00;851.50;152,293.75;7,373.75;25,143.50;9,015.75;19,977.25
Feb 26, 2021;Feb 27, 2021;19,861.50;2,325.50;23,088.75;96,148.25;14,943.50;1,110.75;156,999.25;7,293.75;27,446.00;7,073.25;20,644.50
Feb 27, 2021;Feb 28, 2021;19,540.00;2,288.00;9,960.00;72,660.50;16,056.50;1,556.00;143,846.25;7,075.50;34,765.50;5,675.75;21,139.75
Feb 28, 2021;Mar 1, 2021;19,321.75;2,262.50;10,599.00;35,845.25;30,660.25;1,491.75;132,933.00;7,112.00;35,749.25;5,065.75;21,421.75
Mar 1, 2021;Mar 2, 2021;19,410.00;2,273.00;7,057.00;5,860.25;26,058.75;1,733.00;168,071.50;17,599.25;41,359.50;11,230.25;21,710.75
Mar 2, 2021;Mar 3, 2021;19,387.00;2,269.75;3,370.00;7,198.00;45,129.75;1,503.00;166,684.00;18,453.75;40,688.25;10,887.25;21,283.50
Mar 3, 2021;Mar 4, 2021;20,448.50;2,394.75;1,764.75;59,855.75;47,124.75;1,284.50;159,434.50;21,541.75;39,690.00;7,567.75;21,160.25
Mar 4, 2021;Mar 5, 2021;20,746.75;2,427.75;5,128.25;64,756.00;11,658.75;1,578.00;167,738.00;20,095.25;44,082.00;7,618.75;21,777.25
Mar 5, 2021;Mar 6, 2021;20,407.25;2,388.75;7,348.00;50,086.25;48,842.50;1,739.75;167,543.50;13,601.25;46,957.00;4,672.00;22,108.75
Mar 6, 2021;Mar 7, 2021;20,685.75;2,421.25;15,819.25;79,972.25;37,278.75;1,780.00;138,967.50;6,559.00;48,604.75;5,336.00;21,986.00
Mar 7, 2021;Mar 8, 2021;20,390.50;2,387.00;19,191.50;134,040.25;23,316.75;1,802.25;141,422.50;10,945.25;49,764.75;3,558.75;22,119.75
Mar 8, 2021;Mar 9, 2021;19,786.25;2,317.00;1,622.25;22,756.75;51,397.25;1,509.25;177,503.50;21,011.75;49,272.50;11,321.50;21,244.25
Mar 9, 2021;Mar 10, 2021;19,444.00;2,275.75;1,063.25;22,919.00;43,658.75;1,778.75;178,020.25;21,724.00;48,180.75;10,061.00;21,806.50
Mar 10, 2021;Mar 11, 2021;20,242.50;2,370.50;6,287.25;60,063.25;42,656.25;1,729.00;161,549.50;15,219.50;45,312.00;6,575.25;21,847.50
Mar 11, 2021;Mar 12, 2021;19,653.50;2,301.00;24,317.00;293,354.00;16,848.50;1,395.75;61,980.00;7,510.25;33,102.25;15,327.25;21,093.00
Mar 12, 2021;Mar 13, 2021;19,679.25;2,303.75;22,798.50;288,534.75;33,880.75;1,107.50;61,515.00;6,972.00;25,940.00;14,508.50;20,436.00
Mar 13, 2021;Mar 14, 2021;19,818.25;2,319.00;21,060.50;295,040.75;18,469.75;616.00;56,426.75;6,999.25;18,262.50;10,459.25;19,346.25
Mar 14, 2021;Mar 15, 2021;19,800.75;2,318.00;20,495.25;241,990.75;24,270.75;1,038.50;66,206.75;7,035.50;26,965.50;7,958.50;20,202.75
Mar 15, 2021;Mar 16, 2021;20,132.00;2,357.00;11,086.25;150,945.25;23,176.50;1,744.00;126,348.25;15,182.75;43,362.00;11,928.50;21,839.00
Mar 16, 2021;Mar 17, 2021;20,211.75;2,365.75;5,239.25;133,878.50;29,453.25;1,658.25;146,873.50;18,877.25;48,946.25;10,347.00;21,695.75
Mar 17, 2021;Mar 18, 2021;20,608.00;2,413.25;246.50;32,919.00;24,977.25;1,818.50;147,271.00;29,769.50;51,365.50;7,613.75;22,052.25
Mar 18, 2021;Mar 19, 2021;20,114.75;2,354.25;513.75;18,185.25;33,089.00;1,788.00;131,277.25;33,666.25;49,268.50;6,693.00;21,888.50
Mar 19, 2021;Mar 20, 2021;20,255.25;2,371.50;12,541.25;86,714.75;30,485.25;1,760.50;125,912.75;23,460.50;47,543.00;9,224.00;22,034.25
Mar 20, 2021;Mar 21, 2021;19,977.00;2,338.75;14,090.00;78,099.00;37,717.50;1,783.25;124,952.50;9,928.75;46,399.75;5,314.25;22,069.25
Mar 21, 2021;Mar 22, 2021;18,838.50;2,204.50;19,261.00;205,427.50;27,741.00;1,701.00;102,048.25;6,405.00;41,789.25;2,444.50;21,869.50
Mar 22, 2021;Mar 23, 2021;11,828.50;1,384.50;7,008.25;68,467.00;51,563.25;1,662.00;138,005.25;19,902.75;45,160.75;12,260.50;21,782.75
Mar 23, 2021;Mar 24, 2021;12,401.25;1,452.00;10,559.75;46,387.50;15,203.75;1,694.75;149,839.75;22,360.25;47,157.50;7,831.75;21,683.75
Mar 24, 2021;Mar 25, 2021;12,192.25;1,427.75;12,358.50;30,895.25;45,392.50;1,462.75;131,096.75;18,741.25;43,032.75;6,491.25;21,097.00
Mar 25, 2021;Mar 26, 2021;12,344.75;1,445.75;4,090.00;18,808.75;52,633.00;1,210.50;143,518.50;20,080.75;41,114.25;9,880.00;20,474.50
Mar 26, 2021;Mar 27, 2021;17,951.75;2,101.75;6,806.25;44,355.50;51,582.50;807.25;137,380.25;8,626.75;31,258.25;9,291.50;19,752.50
Mar 27, 2021;Mar 28, 2021;20,482.25;2,398.00;19,825.75;207,832.25;33,340.50;821.00;71,999.50;4,054.75;26,510.00;9,230.75;19,843.00
Mar 28, 2021;Mar 29, 2021;19,407.00;2,271.00;20,374.50;139,226.25;40,661.50;1,114.50;68,263.75;3,464.75;26,178.50;3,933.50;19,242.75
Mar 29, 2021;Mar 30, 2021;20,469.00;2,396.25;21,299.00;146,865.00;45,829.00;1,051.75;96,201.50;6,567.00;25,898.50;11,146.00;19,762.75
Mar 30, 2021;Mar 31, 2021;20,059.50;2,349.25;20,441.00;46,847.75;69,696.00;915.25;134,180.25;15,550.50;22,976.50;12,879.25;19,907.00
Mar 31, 2021;Apr 1, 2021;20,193.00;2,364.50;4,732.25;9,774.25;68,087.75;897.50;136,375.00;14,590.75;22,720.75;5,055.00;19,796.50
Apr 1, 2021;Apr 2, 2021;20,313.75;2,377.50;6,588.50;85,802.75;35,064.25;778.75;129,534.25;14,963.00;25,707.25;10,276.00;19,634.50
Apr 2, 2021;Apr 3, 2021;20,521.25;2,403.00;8,091.25;100,868.00;46,539.25;856.00;99,254.75;3,622.50;30,502.00;7,574.75;19,885.00
Apr 3, 2021;Apr 4, 2021;20,563.50;2,407.25;8,090.75;124,534.75;53,052.50;791.75;69,435.50;4,394.50;27,128.50;10,351.00;19,761.75
Apr 4, 2021;Apr 5, 2021;20,864.25;2,442.25;14,645.50;77,012.75;56,958.50;733.50;67,395.00;7,245.75;24,499.50;9,037.25;19,611.25
Apr 5, 2021;Apr 6, 2021;19,654.00;2,301.25;14,383.25;259,267.50;24,744.00;233.50;58,648.00;7,105.25;16,907.25;5,168.25;18,609.25
Apr 6, 2021;Apr 7, 2021;19,313.25;2,261.75;19,460.75;184,326.00;45,059.00;521.75;75,568.50;8,790.00;30,426.50;16,384.00;19,291.00
Apr 7, 2021;Apr 8, 2021;20,719.25;2,425.75;17,703.75;210,561.75;34,938.75;630.50;124,942.00;17,621.25;32,532.75;9,321.75;19,454.50
Apr 8, 2021;Apr 9, 2021;20,742.25;2,427.00;17,392.00;204,599.50;37,662.00;604.75;135,941.00;18,205.00;31,943.25;12,845.50;19,434.75
Apr 9, 2021;Apr 10, 2021;20,935.50;2,450.25;21,152.25;163,636.00;55,567.25;832.50;127,946.00;19,167.00;34,234.00;11,123.75;19,921.00
Apr 10, 2021;Apr 11, 2021;21,191.75;2,481.75;4,901.75;25,502.75;28,385.00;932.50;160,989.25;21,464.50;34,302.00;7,718.75;20,196.75
Apr 11, 2021;Apr 12, 2021;20,790.25;2,434.00;12,749.75;114,584.50;51,274.75;720.50;127,980.25;16,571.00;28,683.25;6,216.75;19,758.50
Apr 12, 2021;Apr 13, 2021;19,948.75;2,334.25;13,564.75;70,826.75;33,732.50;951.50;161,696.25;21,799.25;33,808.25;7,952.50;20,478.00
Apr 13, 2021;Apr 14, 2021;19,801.50;2,318.25;14,240.50;93,723.00;55,024.00;947.25;141,312.75;20,065.50;35,035.00;4,951.00;20,548.50
Apr 14, 2021;Apr 15, 2021;19,700.50;2,305.50;2,360.00;63,595.50;51,168.75;936.00;145,853.00;22,114.00;36,117.75;9,471.50;20,271.00
Apr 15, 2021;Apr 16, 2021;20,149.25;2,358.75;5,107.25;92,450.50;41,824.75;1,253.50;142,025.50;21,750.00;37,595.75;5,145.25;20,879.25
Apr 16, 2021;Apr 17, 2021;20,670.75;2,420.00;11,609.25;82,630.00;41,388.00;943.00;150,257.25;20,407.25;33,042.25;6,024.50;20,214.75
Apr 17, 2021;Apr 18, 2021;20,900.25;2,446.50;11,329.50;41,874.00;36,484.25;921.25;143,917.75;18,743.00;28,878.75;4,685.00;20,184.50
Apr 18, 2021;Apr 19, 2021;20,483.25;2,397.00;6,807.75;17,502.75;25,885.75;926.50;158,152.25;20,959.25;26,983.50;3,434.50;20,096.00
Apr 19, 2021;Apr 20, 2021;19,883.00;2,328.25;9,118.00;19,547.50;49,459.75;875.25;166,718.50;23,405.00;26,524.25;7,934.25;19,824.75
Apr 20, 2021;Apr 21, 2021;19,688.75;2,305.00;3,747.75;22,646.25;68,142.50;737.00;155,624.50;21,285.00;23,844.50;7,383.00;19,598.25
Apr 21, 2021;Apr 22, 2021;20,590.00;2,410.50;11,878.50;91,671.50;70,630.50;749.00;151,287.50;13,897.25;23,371.00;5,794.25;19,781.50
Apr 22, 2021;Apr 23, 2021;20,641.75;2,416.25;20,309.75;195,306.75;55,865.00;918.00;121,142.50;11,238.25;27,445.25;7,484.75;20,005.25
Apr 23, 2021;Apr 24, 2021;20,733.75;2,428.50;13,485.25;116,044.25;62,320.25;918.75;133,697.50;19,894.25;26,420.00;9,386.75;19,744.25
Apr 24, 2021;Apr 25, 2021;21,129.00;2,474.25;8,556.00;43,138.25;61,880.25;842.75;122,755.25;9,619.75;24,942.50;7,101.25;19,318.75
Apr 25, 2021;Apr 26, 2021;21,313.75;2,494.75;8,863.25;55,373.25;60,232.75;732.25;104,485.75;7,585.50;23,897.00;3,001.00;18,821.00
Apr 26, 2021;Apr 27, 2021;21,079.25;2,469.25;2,265.75;26,737.75;71,824.75;926.50;148,330.50;17,243.50;27,462.00;11,244.50;19,227.25
Apr 27, 2021;Apr 28, 2021;20,586.25;2,409.75;480.75;70,687.75;85,298.50;905.75;143,348.50;17,576.75;26,768.50;9,719.50;19,157.25
Apr 28, 2021;Apr 29, 2021;20,817.75;2,436.75;7,930.75;73,974.75;78,971.75;750.25;146,360.00;20,424.00;25,666.00;9,295.50;18,825.25
Apr 29, 2021;Apr 30, 2021;20,930.00;2,450.25;13,961.75;101,319.00;38,532.25;763.25;150,170.25;20,003.00;25,907.00;8,335.25;19,189.50
Apr 30, 2021;May 1, 2021;20,814.00;2,437.00;9,641.75;67,413.00;27,465.75;934.75;148,930.00;21,323.00;28,607.75;11,175.00;19,943.25
May 1, 2021;May 2, 2021;21,219.25;2,483.75;5,291.25;15,801.75;45,059.25;903.00;132,133.00;10,791.25;25,971.50;6,497.25;19,963.75
May 2, 2021;May 3, 2021;21,145.50;2,474.50;7,358.00;74,189.50;26,368.50;911.00;117,365.00;4,405.50;26,123.00;2,915.75;20,029.50
May 3, 2021;May 4, 2021;20,631.75;2,415.25;9,333.25;117,415.50;56,150.25;927.25;116,481.00;13,938.75;27,382.25;8,347.75;20,023.00
May 4, 2021;May 5, 2021;20,778.75;2,432.25;17,784.00;280,380.50;32,004.75;413.25;60,553.25;6,893.75;21,953.25;6,655.50;18,771.25
May 5, 2021;May 6, 2021;20,356.75;2,382.75;22,224.75;298,660.75;53,550.00;804.75;79,344.25;8,367.75;26,664.25;5,627.75;19,736.75
May 6, 2021;May 7, 2021;22,985.25;2,689.75;19,858.00;141,242.50;58,436.25;898.25;115,220.00;16,684.75;26,807.75;9,939.50;19,933.25
May 7, 2021;May 8, 2021;24,325.00;2,849.00;10,298.00;92,069.25;47,177.25;947.75;125,483.00;17,463.75;22,923.25;3,933.50;19,844.50
May 8, 2021;May 9, 2021;24,804.75;2,904.25;8,076.75;72,694.00;73,735.50;815.25;93,995.25;4,310.25;24,770.00;5,945.75;19,799.25
May 9, 2021;May 10, 2021;24,515.75;2,871.50;14,451.00;138,644.50;80,542.75;359.25;63,049.75;3,739.50;17,355.75;2,152.25;18,353.25
May 10, 2021;May 11, 2021;24,559.00;2,876.00;16,267.25;101,683.75;78,374.50;289.00;94,287.00;3,726.75;17,251.00;8,871.00;17,903.00
May 11, 2021;May 12, 2021;24,819.00;2,904.75;7,389.75;65,206.75;65,735.50;344.75;117,816.00;3,731.25;17,998.75;9,139.75;18,172.00
May 12, 2021;May 13, 2021;25,356.25;2,969.50;7,977.75;58,480.00;19,435.00;559.50;106,836.50;4,006.00;21,185.00;6,704.50;19,094.50
May 13, 2021;May 14, 2021;25,519.50;2,988.00;3,003.75;67,104.00;18,057.00;804.25;93,080.25;3,989.75;24,470.50;5,208.25;19,744.00
May 14, 2021;May 15, 2021;25,242.25;2,954.50;1,435.50;51,933.00;34,337.50;826.25;96,779.00;4,185.00;26,075.75;6,574.00;19,910.00
May 15, 2021;May 16, 2021;24,583.50;2,877.00;7,573.50;51,015.75;63,299.25;525.00;91,400.00;3,679.00;22,301.00;4,925.50;19,414.75
May 16, 2021;May 17, 2021;22,134.00;2,592.25;3,286.75;56,576.75;62,064.00;356.00;72,053.75;3,839.00;18,138.25;3,557.25;18,877.50
May 17, 2021;May 18, 2021;21,453.75;2,512.50;925.00;46,474.00;64,262.50;572.25;112,264.75;12,822.00;21,872.00;8,008.75;19,177.00
May 18, 2021;May 19, 2021;21,154.25;2,477.50;3,653.00;56,537.50;53,160.00;792.50;119,631.50;9,338.75;23,281.25;6,405.50;19,084.50
May 19, 2021;May 20, 2021;21,117.50;2,471.75;5,667.25;32,538.00;62,847.75;670.75;111,127.75;7,576.00;24,280.50;5,070.50;19,507.25
May 20, 2021;May 21, 2021;23,154.00;2,711.25;9,599.00;43,066.00;65,176.75;435.00;100,200.00;10,458.00;22,406.50;5,152.50;19,091.75
May 21, 2021;May 22, 2021;24,973.00;2,924.75;3,769.50;162,126.25;65,411.00;0.00;57,349.00;3,615.75;16,813.75;6,224.25;17,966.25
May 22, 2021;May 23, 2021;24,828.50;2,907.25;5,853.00;179,454.25;54,996.75;0.00;53,616.25;3,626.25;13,112.75;6,662.50;17,998.25
May 23, 2021;May 24, 2021;24,954.00;2,922.00;17,528.75;108,626.50;61,182.00;0.00;61,486.25;3,853.75;13,230.75;6,601.25;18,095.75
May 24, 2021;May 25, 2021;25,147.00;2,942.75;9,002.25;103,368.00;78,805.25;0.00;69,244.00;3,623.25;13,464.50;4,898.25;17,802.00
May 25, 2021;May 26, 2021;24,142.25;2,825.25;6,270.00;154,122.00;52,002.75;2.00;118,416.75;4,027.25;18,216.00;6,943.75;18,465.00
May 26, 2021;May 27, 2021;25,416.00;2,975.25;8,289.50;133,422.25;47,583.00;0.00;125,841.25;3,949.25;20,549.75;7,660.25;18,166.00
May 27, 2021;May 28, 2021;25,040.75;2,931.00;1,999.25;131,843.00;43,226.00;0.00;128,946.00;12,830.25;19,960.25;4,887.75;18,247.50
May 28, 2021;May 29, 2021;25,140.00;2,944.25;3,892.75;58,049.25;57,992.75;0.00;133,928.75;16,126.50;19,050.00;6,125.25;18,377.00
May 29, 2021;May 30, 2021;24,066.00;2,816.75;6,364.75;63,641.75;65,307.00;0.00;121,987.50;4,156.25;17,567.50;5,301.25;18,239.75
May 30, 2021;May 31, 2021;20,081.25;2,351.00;280.25;44,796.00;85,584.75;0.00;81,650.75;3,806.00;14,935.75;2,278.25;18,455.75
May 31, 2021;Jun 1, 2021;19,932.25;2,333.50;3,446.75;14,936.00;92,597.00;0.00;124,645.75;4,232.25;14,118.50;8,271.00;18,709.50
Jun 1, 2021;Jun 2, 2021;19,967.00;2,336.75;5,230.50;28,028.00;75,446.75;0.00;115,265.00;4,213.75;15,179.50;10,481.50;19,056.25
Jun 2, 2021;Jun 3, 2021;20,169.25;2,360.75;6,835.00;62,461.00;79,778.50;0.00;107,097.75;4,039.25;14,739.75;6,641.00;18,891.00
Jun 3, 2021;Jun 4, 2021;20,245.00;2,370.25;13,781.75;84,563.75;81,540.75;0.00;102,209.25;3,833.75;15,442.00;6,814.75;18,946.25
Jun 4, 2021;Jun 5, 2021;14,952.25;1,751.00;4,802.00;44,854.25;56,311.75;0.00;112,429.50;4,293.50;15,657.25;9,927.50;19,031.25
