Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Sep 8, 2022;Sep 9, 2022;19,388.25;3,311.50;49,730.75;30,522.25;1,641.25;31,609.75;170,222.75;92,540.25;26,446.75;8,170.00;3,834.75
Sep 9, 2022;Sep 10, 2022;19,477.50;3,201.50;80,951.00;30,559.00;1,679.50;31,887.00;168,361.50;86,831.50;19,680.00;4,302.75;3,237.25
Sep 10, 2022;Sep 11, 2022;19,565.50;3,392.25;65,600.75;20,374.00;1,898.25;31,941.00;157,812.00;61,145.75;19,126.25;2,495.75;2,608.25
Sep 11, 2022;Sep 12, 2022;19,505.50;3,438.75;10,144.75;33,209.75;1,886.00;32,002.50;154,327.50;54,719.50;26,083.25;3,741.50;2,500.00
Sep 12, 2022;Sep 13, 2022;19,440.00;3,215.00;10,744.25;49,977.00;1,880.75;31,889.00;131,163.25;69,969.50;33,926.50;8,601.75;2,638.00
Sep 13, 2022;Sep 14, 2022;19,258.50;3,320.50;19,233.50;31,428.50;1,871.25;31,858.50;144,871.75;89,503.00;30,596.75;6,716.75;4,005.00
Sep 14, 2022;Sep 15, 2022;19,537.75;3,396.25;16,518.25;14,774.50;1,861.75;32,075.75;146,486.25;84,013.25;32,740.50;8,450.75;3,971.50
Sep 15, 2022;Sep 16, 2022;19,478.75;3,886.00;38,518.00;24,228.00;1,886.25;32,072.00;145,735.50;82,555.75;15,500.50;11,092.00;4,058.50
Sep 16, 2022;Sep 17, 2022;19,536.00;4,114.50;73,211.75;29,906.25;1,854.25;32,162.50;133,883.25;42,330.50;20,106.00;13,005.00;3,984.75
Sep 17, 2022;Sep 18, 2022;19,605.00;4,363.00;103,724.25;34,751.50;1,864.25;31,745.25;70,569.00;18,186.25;12,799.00;12,856.75;3,831.75
Sep 18, 2022;Sep 19, 2022;19,378.25;4,774.50;113,792.75;14,324.00;1,839.25;32,303.00;75,896.25;18,505.25;13,106.75;6,236.50;3,600.00
Sep 19, 2022;Sep 20, 2022;19,927.00;4,787.00;72,985.75;31,396.00;1,799.75;32,214.50;131,702.00;47,436.75;19,067.50;11,053.75;3,623.50
Sep 20, 2022;Sep 21, 2022;19,851.25;4,389.00;20,869.25;29,065.25;1,773.25;32,330.00;144,820.50;82,500.75;36,493.75;7,210.25;3,394.50
Sep 21, 2022;Sep 22, 2022;20,272.50;4,200.00;6,550.75;47,458.50;1,724.00;32,340.00;149,364.75;90,826.75;44,999.75;6,147.25;3,475.00
Sep 22, 2022;Sep 23, 2022;20,378.25;3,853.75;9,956.00;50,803.75;1,719.25;32,311.75;155,701.00;97,433.00;41,714.75;9,475.00;3,241.00
Sep 23, 2022;Sep 24, 2022;20,453.50;3,744.75;14,137.50;35,288.25;1,807.25;32,253.50;153,531.00;99,066.25;41,144.75;7,810.00;3,456.50
Sep 24, 2022;Sep 25, 2022;20,371.75;3,147.75;6,719.50;15,414.75;1,797.25;32,168.75;148,415.00;88,742.75;20,768.75;6,319.00;3,345.25
Sep 25, 2022;Sep 26, 2022;20,156.00;3,166.50;17,081.25;26,366.00;1,819.75;32,296.75;129,613.00;76,786.25;21,068.75;5,139.75;3,213.50
Sep 26, 2022;Sep 27, 2022;20,278.50;3,391.50;111,109.50;18,208.75;1,801.50;32,243.00;125,168.75;65,975.75;18,452.50;8,039.50;3,686.25
Sep 27, 2022;Sep 28, 2022;20,301.50;3,965.25;92,615.00;20,401.00;1,799.25;32,352.00;136,728.00;82,154.75;24,811.50;9,772.25;3,477.50
Sep 28, 2022;Sep 29, 2022;20,178.25;4,210.75;32,023.00;21,003.25;1,869.00;32,420.75;155,377.50;106,548.00;38,958.75;11,927.25;3,440.75
Sep 29, 2022;Sep 30, 2022;20,552.50;4,169.00;4,647.00;29,015.00;1,893.50;32,412.00;166,207.00;124,512.00;37,695.00;8,551.75;3,439.50
Sep 30, 2022;Oct 1, 2022;20,774.00;4,136.00;32,135.75;37,727.50;1,925.25;32,326.25;159,982.00;108,303.75;25,444.50;11,528.75;3,282.75
Oct 1, 2022;Oct 2, 2022;20,194.50;4,328.25;146,659.25;17,106.25;1,856.50;32,137.50;79,447.00;18,727.25;13,675.75;10,427.75;3,205.75
Oct 2, 2022;Oct 3, 2022;20,434.25;5,578.50;73,691.00;17,332.75;1,825.25;32,141.25;102,165.75;22,365.75;13,830.75;8,044.00;3,330.00
Oct 3, 2022;Oct 4, 2022;20,321.00;5,444.25;14,788.00;31,313.50;1,770.25;32,268.75;136,245.25;53,046.50;15,155.00;10,386.25;3,275.50
Oct 4, 2022;Oct 5, 2022;20,177.00;5,218.75;25,751.00;40,154.50;1,777.50;32,178.50;149,177.00;92,161.00;18,267.25;9,022.50;2,406.75
Oct 5, 2022;Oct 6, 2022;19,903.75;4,962.75;114,544.50;32,503.50;1,862.50;31,927.00;120,648.25;41,821.75;14,781.75;11,473.00;2,775.00
Oct 6, 2022;Oct 7, 2022;20,333.25;4,743.50;59,286.75;40,043.75;1,854.00;32,131.25;134,845.00;53,210.00;22,708.75;11,493.00;2,954.50
Oct 7, 2022;Oct 8, 2022;20,995.50;4,578.25;40,922.50;36,922.50;1,985.00;32,213.75;148,571.50;72,273.75;20,985.75;11,173.75;3,078.00
Oct 8, 2022;Oct 9, 2022;20,595.00;3,903.50;58,275.25;26,045.00;1,910.00;32,224.50;141,209.50;52,504.00;18,417.00;8,244.25;3,034.75
Oct 9, 2022;Oct 10, 2022;20,655.25;3,620.00;43,976.50;39,950.00;1,897.25;32,389.25;147,797.75;36,804.25;14,616.00;7,658.00;2,937.75
Oct 10, 2022;Oct 11, 2022;21,012.50;3,371.25;50,949.00;29,538.00;1,845.00;32,302.50;144,141.25;86,236.75;21,863.50;9,326.25;3,008.75
Oct 11, 2022;Oct 12, 2022;21,300.00;3,365.00;17,335.50;31,001.25;1,896.75;32,394.75;146,270.50;89,718.50;38,884.75;10,296.50;3,020.50
Oct 12, 2022;Oct 13, 2022;21,390.00;3,192.25;7,680.00;27,277.50;1,894.00;32,426.00;133,598.50;98,090.00;47,766.00;10,830.75;3,219.75
Oct 13, 2022;Oct 14, 2022;21,423.75;3,190.25;38,743.75;13,417.75;1,875.50;32,233.25;149,323.25;98,627.50;47,127.75;8,684.50;3,293.25
Oct 14, 2022;Oct 15, 2022;21,280.25;3,307.75;31,003.75;9,743.50;1,904.00;32,171.25;159,689.00;96,968.50;44,911.25;8,963.00;3,302.75
Oct 15, 2022;Oct 16, 2022;20,759.25;3,783.00;64,502.75;14,505.25;1,816.25;32,113.50;159,774.75;45,801.00;17,439.00;3,534.50;3,233.00
Oct 16, 2022;Oct 17, 2022;20,682.75;3,523.25;51,967.75;26,182.25;1,745.75;32,098.50;125,153.75;41,758.25;19,510.75;9,528.75;3,198.50
Oct 17, 2022;Oct 18, 2022;20,666.75;3,322.00;73,548.00;22,317.25;1,719.75;31,920.00;148,172.50;44,100.25;41,469.25;7,732.50;3,427.75
Oct 18, 2022;Oct 19, 2022;20,605.00;3,362.25;8,131.00;21,003.75;1,841.50;32,086.25;135,198.25;86,231.25;53,750.00;9,614.75;3,077.00
Oct 19, 2022;Oct 20, 2022;20,573.25;3,448.25;50,417.50;22,255.50;1,951.50;32,336.25;142,176.00;60,855.75;52,705.75;9,838.50;2,824.75
Oct 20, 2022;Oct 21, 2022;20,470.25;3,327.00;88,639.75;10,741.25;2,024.75;32,266.00;144,342.25;51,208.50;29,231.00;10,682.00;2,936.75
Oct 21, 2022;Oct 22, 2022;20,772.25;3,513.75;66,268.50;9,517.25;2,025.75;32,049.50;155,058.25;40,161.50;47,536.00;7,123.75;3,047.00
Oct 22, 2022;Oct 23, 2022;20,309.50;3,545.00;57,597.00;20,334.00;2,049.50;32,081.25;135,290.50;21,316.75;37,580.50;6,151.75;3,068.25
Oct 23, 2022;Oct 24, 2022;19,860.00;3,454.75;79,517.00;17,218.50;1,981.00;32,080.50;121,071.75;13,149.00;22,584.75;2,641.50;2,914.50
Oct 24, 2022;Oct 25, 2022;19,669.00;3,565.50;148,751.25;13,698.25;1,897.50;31,954.25;97,937.75;17,371.00;30,785.00;6,285.50;3,102.00
Oct 25, 2022;Oct 26, 2022;19,777.00;3,570.00;64,294.50;20,064.75;1,881.75;32,110.25;125,637.25;23,181.50;41,740.25;14,557.00;3,040.75
Oct 26, 2022;Oct 27, 2022;19,836.50;3,804.00;58,063.50;22,870.75;1,831.25;32,118.75;159,245.50;28,760.75;45,597.50;6,503.50;2,922.25
Oct 27, 2022;Oct 28, 2022;19,563.50;3,379.00;58,463.50;26,843.00;1,943.75;31,910.25;160,743.75;23,546.75;31,830.75;8,015.75;2,927.75
Oct 28, 2022;Oct 29, 2022;19,667.50;3,352.50;85,107.00;21,158.25;2,057.00;31,816.00;153,901.50;23,062.75;32,641.75;3,490.50;3,179.50
Oct 29, 2022;Oct 30, 2022;19,665.00;2,792.00;41,666.50;18,167.00;2,058.25;31,936.25;114,024.25;21,775.25;34,213.25;6,411.75;2,701.00
Oct 30, 2022;Oct 31, 2022;20,286.75;2,905.25;41,476.50;25,357.50;2,073.25;33,303.25;133,127.50;21,938.75;34,591.50;8,283.75;2,570.50
Oct 31, 2022;Nov 1, 2022;19,860.00;3,253.50;40,384.50;16,033.50;2,017.50;32,097.00;129,072.00;23,287.75;46,652.50;6,757.25;3,174.75
Nov 1, 2022;Nov 2, 2022;19,974.25;3,175.25;137,926.75;24,006.50;2,047.75;32,058.75;98,747.25;22,197.75;13,124.50;8,000.50;3,719.50
Nov 2, 2022;Nov 3, 2022;20,046.50;3,119.50;120,711.25;20,952.00;2,060.00;32,181.50;99,353.75;31,910.75;22,524.75;12,459.25;2,902.00
Nov 3, 2022;Nov 4, 2022;20,519.25;3,150.00;112,998.50;10,682.75;2,042.25;32,148.75;134,015.25;38,602.75;31,934.25;5,566.00;3,459.25
Nov 4, 2022;Nov 5, 2022;20,734.25;3,234.25;47,128.00;10,870.75;2,110.25;32,350.25;155,612.75;74,466.50;33,877.75;11,448.75;3,865.00
Nov 5, 2022;Nov 6, 2022;20,525.25;3,023.75;53,312.25;15,282.00;2,090.75;32,416.00;147,035.00;58,169.00;22,457.75;3,173.00;3,725.00
Nov 6, 2022;Nov 7, 2022;19,830.25;3,015.25;109,843.00;17,126.75;2,098.50;32,316.25;69,154.75;60,840.25;16,945.00;10,821.25;2,416.75
Nov 7, 2022;Nov 8, 2022;20,054.00;3,030.25;133,892.25;9,660.50;2,051.75;32,151.00;99,955.50;56,165.75;22,272.50;13,871.50;3,251.75
Nov 8, 2022;Nov 9, 2022;20,021.50;3,054.00;130,931.50;16,473.25;2,047.00;32,086.75;122,580.50;57,390.75;24,056.75;11,044.25;3,336.00
Nov 9, 2022;Nov 10, 2022;20,329.00;3,098.25;130,967.75;11,976.75;2,071.00;32,093.75;127,525.50;61,564.75;20,793.25;11,306.25;3,539.00
Nov 10, 2022;Nov 11, 2022;20,404.50;3,125.25;79,868.50;20,203.75;2,069.25;32,210.00;143,037.25;70,203.00;16,147.00;10,127.25;3,857.00
Nov 11, 2022;Nov 12, 2022;20,858.25;3,021.75;52,738.50;15,546.25;2,029.50;32,280.75;147,859.25;69,596.75;16,662.00;6,344.75;3,402.50
Nov 12, 2022;Nov 13, 2022;20,920.00;2,997.25;20,357.75;14,701.00;2,026.25;32,418.50;171,762.25;65,913.00;19,317.00;5,731.75;3,129.00
Nov 13, 2022;Nov 14, 2022;20,603.00;2,935.50;55,949.00;21,909.50;2,126.25;32,380.00;173,827.75;60,514.50;17,592.75;2,735.75;1,869.25
Nov 14, 2022;Nov 15, 2022;20,955.00;2,922.75;64,733.25;11,024.50;2,050.50;32,362.00;186,246.25;85,464.25;30,028.75;7,233.25;2,789.00
Nov 15, 2022;Nov 16, 2022;20,971.50;3,081.50;75,803.25;14,797.00;2,118.50;32,005.25;185,267.25;100,877.00;22,996.00;8,155.50;3,198.25
Nov 16, 2022;Nov 17, 2022;20,944.50;3,321.75;74,499.75;12,812.00;2,204.25;31,899.25;168,160.00;84,820.50;17,228.25;8,381.25;2,189.50
Nov 17, 2022;Nov 18, 2022;20,435.00;3,611.75;128,880.25;6,989.25;2,159.50;31,802.75;137,067.00;80,928.50;12,930.50;9,216.50;2,176.25
Nov 18, 2022;Nov 19, 2022;21,301.50;3,976.00;44,187.75;7,171.00;2,101.75;31,923.75;163,387.50;118,497.00;30,736.25;9,356.50;2,719.50
Nov 19, 2022;Nov 20, 2022;21,102.25;4,224.50;40,355.00;9,380.00;2,120.75;31,987.75;169,019.00;124,617.50;25,956.75;9,343.75;2,736.00
Nov 20, 2022;Nov 21, 2022;20,513.50;4,025.25;55,622.00;8,237.25;2,076.50;31,866.25;174,346.75;121,094.00;24,142.75;4,967.50;1,994.50
Nov 21, 2022;Nov 22, 2022;21,174.00;4,271.75;68,564.50;10,316.75;2,120.50;31,703.00;174,299.00;118,931.50;44,102.25;14,722.25;3,814.00
Nov 22, 2022;Nov 23, 2022;21,391.00;4,256.00;104,942.25;7,661.75;2,152.75;31,327.25;170,962.75;113,603.75;31,670.50;8,917.25;3,626.50
Nov 23, 2022;Nov 24, 2022;21,236.50;4,143.25;101,133.25;16,543.75;2,192.25;31,091.25;173,015.25;107,561.25;29,336.75;7,421.50;3,381.75
Nov 24, 2022;Nov 25, 2022;21,026.00;4,259.50;100,848.50;9,474.25;2,185.50;31,005.50;180,994.25;108,035.75;31,668.75;10,575.00;3,329.00
Nov 25, 2022;Nov 26, 2022;21,650.75;4,105.75;71,734.50;10,309.50;2,207.75;30,849.00;162,109.25;132,011.75;33,968.50;7,226.25;3,159.25
Nov 26, 2022;Nov 27, 2022;21,561.50;3,979.50;36,858.00;8,534.00;2,099.25;30,817.75;166,098.75;135,383.00;24,368.25;6,187.25;3,170.75
Nov 27, 2022;Nov 28, 2022;21,264.25;3,621.25;80,599.25;7,901.75;2,068.75;30,719.00;148,303.75;95,801.50;22,321.75;3,416.25;2,395.75
Nov 28, 2022;Nov 29, 2022;21,742.25;3,465.50;42,310.75;2,993.50;2,110.50;30,539.25;165,686.50;117,642.75;45,628.50;12,818.75;3,233.00
Nov 29, 2022;Nov 30, 2022;21,394.75;3,646.75;9,422.75;2,955.75;1,994.75;30,440.50;180,099.25;151,660.50;65,608.50;11,079.50;3,464.00
Nov 30, 2022;Dec 1, 2022;21,607.75;4,064.75;12,906.00;2,050.00;2,057.25;30,403.50;190,088.00;158,606.50;66,385.25;11,722.25;3,421.50
Dec 1, 2022;Dec 2, 2022;21,732.50;3,751.25;22,547.50;2,171.75;1,950.75;30,299.25;195,020.50;150,506.00;62,258.00;12,175.25;3,637.50
Dec 2, 2022;Dec 3, 2022;21,852.25;3,454.25;44,088.75;1,583.25;2,082.75;30,222.25;173,275.00;153,335.50;53,718.50;4,273.00;3,663.50
Dec 3, 2022;Dec 4, 2022;21,452.00;3,327.25;34,599.00;2,012.75;2,152.00;30,124.25;149,854.75;134,224.75;46,531.50;6,215.75;3,060.75
Dec 4, 2022;Dec 5, 2022;20,912.50;3,210.50;31,432.25;1,248.50;2,118.00;29,982.50;148,501.75;126,704.00;40,739.50;4,941.25;2,856.00
