Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Oct 1, 2020;Oct 2, 2020;21,143.25;4,706.25;57,217.50;16,692.25;2,607.00;63,043.50;126,389.25;75,547.00;147,020.00;6,807.00;4,508.00
Oct 2, 2020;Oct 3, 2020;21,263.75;3,664.75;85,696.50;19,735.75;2,685.25;63,015.75;111,181.75;45,436.50;112,439.25;4,233.00;4,718.00
Oct 3, 2020;Oct 4, 2020;21,033.50;3,323.00;71,967.25;12,149.00;2,774.25;63,029.50;59,085.50;18,107.75;53,296.50;4,536.50;3,841.75
Oct 4, 2020;Oct 5, 2020;21,271.25;3,244.00;139,960.50;20,336.25;2,715.75;60,925.25;44,521.00;16,912.00;49,328.25;2,459.75;3,780.25
Oct 5, 2020;Oct 6, 2020;21,541.00;3,400.75;118,713.00;13,089.00;2,511.00;63,270.75;95,709.75;48,467.25;120,971.25;6,333.25;4,657.75
Oct 6, 2020;Oct 7, 2020;21,468.75;3,674.25;139,794.25;12,758.75;2,668.00;63,134.75;104,900.50;49,596.25;91,123.50;5,487.75;4,743.00
Oct 7, 2020;Oct 8, 2020;21,364.00;4,291.00;107,057.00;14,601.25;2,583.00;63,231.50;135,685.50;47,232.50;107,932.00;5,201.75;6,205.00
Oct 8, 2020;Oct 9, 2020;21,541.75;4,048.00;143,969.00;12,509.50;2,486.75;63,079.00;111,632.00;42,140.75;77,451.25;3,731.50;5,901.75
Oct 9, 2020;Oct 10, 2020;21,513.00;4,107.75;47,042.00;14,200.25;2,656.50;63,141.00;152,419.00;57,470.50;142,420.75;7,421.50;5,996.00
Oct 10, 2020;Oct 11, 2020;21,493.25;4,303.50;75,232.50;20,296.25;2,654.50;63,523.00;152,811.00;30,880.75;66,060.00;1,600.00;5,467.25
Oct 11, 2020;Oct 12, 2020;21,389.25;4,053.50;36,622.25;21,065.25;2,613.50;63,683.75;137,742.50;26,364.25;61,710.50;1,978.00;5,536.25
Oct 12, 2020;Oct 13, 2020;21,854.00;3,623.75;14,841.75;15,433.25;2,559.00;63,652.25;182,019.25;102,979.75;150,759.75;6,377.00;6,227.50
Oct 13, 2020;Oct 14, 2020;21,836.75;3,543.00;23,640.00;20,967.75;2,534.00;63,627.25;185,157.50;90,746.00;145,388.75;5,589.25;5,584.75
Oct 14, 2020;Oct 15, 2020;21,676.25;3,495.25;50,283.50;13,130.50;2,391.00;63,616.75;169,940.75;55,266.25;87,926.00;4,402.75;6,194.00
Oct 15, 2020;Oct 16, 2020;21,687.50;3,544.00;51,065.25;6,568.50;2,418.50;63,600.50;153,679.25;82,026.75;143,351.25;6,602.50;6,089.50
Oct 16, 2020;Oct 17, 2020;21,921.75;3,773.00;25,537.75;8,805.50;2,641.25;63,664.50;161,447.75;86,986.00;175,441.75;5,530.00;6,312.75
Oct 17, 2020;Oct 18, 2020;22,079.00;3,620.00;3,588.25;11,450.25;2,644.00;63,700.75;166,165.00;72,653.50;138,388.00;3,872.00;6,917.75
Oct 18, 2020;Oct 19, 2020;22,090.75;3,083.25;19,090.75;12,710.00;2,688.00;63,680.25;145,650.25;38,830.50;63,345.00;2,738.00;6,389.75
Oct 19, 2020;Oct 20, 2020;22,030.50;3,105.00;23,329.00;19,066.25;2,443.50;63,636.25;193,567.50;94,085.25;159,355.50;5,332.00;6,825.75
Oct 20, 2020;Oct 21, 2020;21,494.25;3,021.75;95,528.50;11,095.50;2,480.50;63,469.25;180,991.00;67,527.00;78,481.75;6,014.25;6,332.00
Oct 21, 2020;Oct 22, 2020;21,163.50;3,101.75;139,043.50;13,181.50;2,567.25;62,281.50;169,076.00;52,887.25;66,849.75;5,862.50;6,448.75
Oct 22, 2020;Oct 23, 2020;21,213.00;3,212.75;92,409.25;17,231.75;2,464.50;60,998.00;171,844.25;51,353.50;79,272.50;4,015.75;6,675.00
Oct 23, 2020;Oct 24, 2020;21,797.75;3,539.25;41,009.25;6,842.50;2,448.75;63,038.00;201,147.25;78,197.50;130,626.00;7,093.50;6,142.75
Oct 24, 2020;Oct 25, 2020;22,071.50;3,875.25;114,985.75;11,251.75;2,424.25;63,098.50;80,324.00;17,915.50;46,376.00;5,173.25;4,064.50
Oct 25, 2020;Oct 26, 2020;22,882.00;3,940.25;115,545.75;12,336.50;2,494.25;61,048.50;88,716.25;9,728.50;42,023.75;3,092.00;4,352.25
Oct 26, 2020;Oct 27, 2020;21,823.75;3,760.25;80,858.50;7,128.75;2,435.25;63,496.00;184,159.00;55,704.00;96,628.25;5,633.00;6,635.25
Oct 27, 2020;Oct 28, 2020;21,534.00;3,973.00;123,982.25;11,662.25;2,429.25;63,509.25;176,782.25;35,754.00;74,605.00;4,560.50;6,649.50
Oct 28, 2020;Oct 29, 2020;21,466.75;3,898.25;133,036.75;15,147.25;2,369.75;61,757.75;165,678.00;26,869.00;66,324.50;4,545.00;6,405.00
Oct 29, 2020;Oct 30, 2020;21,530.25;4,041.75;131,591.75;9,092.00;2,424.75;62,279.00;165,538.50;22,959.25;73,589.25;4,573.00;6,710.50
Oct 30, 2020;Oct 31, 2020;22,143.00;4,233.00;136,803.00;5,406.50;2,576.75;43,494.75;166,393.75;25,345.50;71,151.50;3,549.50;7,235.00
Oct 31, 2020;Nov 1, 2020;21,899.25;4,118.00;65,112.75;20,567.00;2,620.00;32,255.25;158,988.00;11,154.25;62,269.75;2,701.25;6,574.50
Nov 1, 2020;Nov 2, 2020;22,023.50;4,299.75;130,264.25;5,929.25;2,541.75;31,559.25;46,842.25;10,362.50;38,850.00;1,070.25;5,915.50
Nov 2, 2020;Nov 3, 2020;21,770.25;4,046.25;178,068.00;10,531.50;2,510.00;29,416.75;90,998.50;11,230.25;55,249.25;5,012.25;5,944.50
Nov 3, 2020;Nov 4, 2020;21,908.00;4,424.00;77,328.50;12,358.25;2,410.00;32,162.50;152,073.50;57,291.75;112,182.50;5,411.00;6,196.25
Nov 4, 2020;Nov 5, 2020;22,178.75;4,328.75;32,656.00;16,973.75;2,318.00;32,254.25;185,715.25;80,522.00;149,604.75;5,285.75;5,782.75
Nov 5, 2020;Nov 6, 2020;22,339.25;3,835.50;24,534.50;19,090.50;2,278.00;32,285.50;201,470.25;76,353.50;155,634.50;2,580.75;5,096.25
Nov 6, 2020;Nov 7, 2020;22,572.75;3,519.50;47,531.75;18,356.75;2,484.50;32,206.50;200,153.25;82,230.25;143,569.00;5,398.50;4,909.25
Nov 7, 2020;Nov 8, 2020;22,693.00;3,320.00;40,795.50;18,676.50;2,553.50;32,546.00;191,533.25;39,585.50;99,383.00;3,411.00;5,776.50
Nov 8, 2020;Nov 9, 2020;22,448.50;3,289.75;16,233.00;15,402.00;2,500.25;32,547.00;203,751.00;38,210.50;80,109.75;2,353.25;5,064.75
Nov 9, 2020;Nov 10, 2020;22,372.25;3,312.75;7,657.50;13,877.75;2,400.75;32,541.00;209,933.00;95,571.75;162,221.75;8,144.25;5,709.25
Nov 10, 2020;Nov 11, 2020;22,215.50;3,340.00;3,596.75;11,792.00;2,338.50;32,690.25;212,458.50;106,383.25;182,453.25;6,386.00;5,344.00
Nov 11, 2020;Nov 12, 2020;21,822.75;3,145.25;9,858.00;5,910.25;2,408.00;32,477.00;213,972.25;95,026.50;181,548.75;6,699.75;5,424.50
Nov 12, 2020;Nov 13, 2020;21,716.50;3,203.75;68,911.00;9,450.25;2,640.00;32,443.25;201,936.25;69,922.25;119,869.00;3,962.00;4,509.00
Nov 13, 2020;Nov 14, 2020;22,082.25;3,080.25;64,294.50;10,795.00;2,604.50;32,468.25;212,849.75;67,419.00;135,542.00;2,971.25;5,377.25
Nov 14, 2020;Nov 15, 2020;22,398.50;3,005.00;73,932.75;15,323.00;2,610.00;32,317.50;160,947.00;22,071.75;79,229.00;1,750.00;5,370.75
Nov 15, 2020;Nov 16, 2020;22,400.00;2,975.00;154,279.75;14,218.00;2,698.25;32,231.00;41,959.50;8,320.50;48,002.25;825.25;4,607.50
Nov 16, 2020;Nov 17, 2020;22,443.00;3,247.25;133,670.25;6,747.75;2,539.50;32,427.75;126,364.00;23,454.00;70,205.75;2,530.00;5,125.50
Nov 17, 2020;Nov 18, 2020;22,953.25;3,216.00;94,484.00;6,957.25;2,464.75;32,354.25;178,359.50;38,040.50;96,993.00;3,115.25;5,478.25
Nov 18, 2020;Nov 19, 2020;22,983.00;3,128.00;69,435.50;17,678.00;2,395.25;32,280.25;168,995.75;30,053.25;82,827.75;3,783.25;4,967.25
Nov 19, 2020;Nov 20, 2020;23,042.50;3,131.00;126,162.25;5,181.50;2,357.50;32,470.75;140,838.50;31,138.25;67,199.50;3,824.75;3,841.75
Nov 20, 2020;Nov 21, 2020;23,138.25;3,119.75;36,110.75;8,819.75;2,288.00;32,696.25;168,420.75;60,948.25;139,493.25;4,271.50;4,653.75
Nov 21, 2020;Nov 22, 2020;23,300.75;2,808.25;97,616.75;10,209.25;2,426.25;32,560.75;74,940.75;18,125.75;69,168.25;3,972.50;3,504.75
Nov 22, 2020;Nov 23, 2020;23,092.00;2,760.25;66,692.00;7,719.00;2,427.50;32,463.50;107,459.00;26,829.25;64,745.00;2,992.50;4,661.00
Nov 23, 2020;Nov 24, 2020;23,179.25;2,782.50;32,420.25;9,571.75;2,328.00;32,593.75;191,118.50;76,490.50;162,680.50;4,637.75;4,927.00
Nov 24, 2020;Nov 25, 2020;23,443.25;2,854.75;37,482.75;7,495.50;2,355.25;32,529.25;201,244.75;79,192.00;159,386.75;5,577.00;5,518.25
Nov 25, 2020;Nov 26, 2020;23,483.50;2,919.00;50,059.75;10,382.50;2,452.00;32,601.00;178,386.25;99,216.25;175,396.25;6,499.25;5,513.50
Nov 26, 2020;Nov 27, 2020;23,628.50;2,915.75;13,748.00;6,174.00;2,374.75;32,528.00;201,495.50;108,014.25;204,048.25;5,427.00;5,843.25
Nov 27, 2020;Nov 28, 2020;23,681.75;2,908.25;9,483.25;8,126.25;2,638.50;32,624.50;209,118.75;121,477.75;198,167.50;5,297.50;5,656.50
Nov 28, 2020;Nov 29, 2020;23,821.25;2,826.50;35,836.50;7,830.50;2,600.00;32,748.75;188,259.25;82,255.25;165,275.25;3,621.00;5,882.50
Nov 29, 2020;Nov 30, 2020;23,042.00;2,853.25;26,471.00;8,255.75;2,383.00;36,840.75;135,326.25;75,471.75;158,212.50;3,063.50;5,401.75
Nov 30, 2020;Dec 1, 2020;23,319.50;2,864.25;42,501.50;7,554.00;2,184.75;49,938.00;169,132.75;99,066.75;169,964.75;5,431.25;5,661.75
Dec 1, 2020;Dec 2, 2020;22,723.25;3,008.00;30,743.75;1,637.75;2,315.50;51,155.75;180,706.25;106,513.50;174,454.00;7,781.00;6,402.75
Dec 2, 2020;Dec 3, 2020;22,709.25;3,039.25;6,574.75;1,343.75;2,231.25;58,702.00;197,198.25;120,095.00;185,667.25;6,710.25;6,559.75
Dec 3, 2020;Dec 4, 2020;22,759.50;2,926.50;77,039.25;2,522.25;2,351.50;55,563.50;173,908.75;78,105.25;165,526.75;4,345.75;6,296.50
Dec 4, 2020;Dec 5, 2020;22,546.50;2,753.25;101,131.00;4,242.75;2,527.75;59,806.50;164,400.25;51,139.75;139,854.75;5,340.50;6,542.25
Dec 5, 2020;Dec 6, 2020;22,855.75;2,783.75;30,105.50;6,554.75;2,639.50;63,544.75;183,959.25;60,151.50;154,536.50;1,908.75;6,558.50
Dec 6, 2020;Dec 7, 2020;22,728.25;2,912.75;13,140.50;2,175.50;2,534.50;63,760.00;187,681.50;57,920.50;148,813.25;2,485.25;7,166.50
Dec 7, 2020;Dec 8, 2020;22,605.00;3,014.25;35,095.75;2,946.50;2,414.00;64,073.50;201,268.25;102,516.50;168,203.75;6,345.50;7,114.50
Dec 8, 2020;Dec 9, 2020;22,377.75;2,976.25;20,562.00;4,479.75;2,385.50;64,154.75;209,307.50;118,577.25;179,020.50;4,410.00;7,008.50
Dec 9, 2020;Dec 10, 2020;22,453.25;2,931.25;7,553.75;2,621.25;2,386.00;64,211.00;205,734.75;117,669.75;194,799.75;7,182.00;6,948.00
Dec 10, 2020;Dec 11, 2020;22,849.25;3,031.50;11,499.75;3,075.75;2,350.25;64,257.25;200,865.75;117,734.00;191,203.00;6,727.50;6,696.50
Dec 11, 2020;Dec 12, 2020;23,147.50;2,841.00;75,802.00;3,301.00;2,632.25;64,176.25;178,587.75;67,822.75;169,128.00;5,572.75;7,018.25
Dec 12, 2020;Dec 13, 2020;23,267.25;2,799.50;20,491.25;2,084.25;2,563.75;64,009.50;173,166.25;48,596.25;148,078.75;4,781.00;7,067.00
Dec 13, 2020;Dec 14, 2020;23,396.75;2,789.50;47,718.50;4,122.25;2,466.75;63,900.00;166,262.75;28,666.25;128,334.50;3,086.75;7,284.50
Dec 14, 2020;Dec 15, 2020;23,179.25;2,769.00;94,166.00;6,648.50;2,391.00;63,918.50;166,666.50;31,252.75;120,584.25;2,473.00;6,874.50
Dec 15, 2020;Dec 16, 2020;23,234.00;2,844.25;54,391.00;2,536.25;2,463.25;63,770.00;172,683.25;70,021.25;153,570.75;6,295.75;6,732.75
Dec 16, 2020;Dec 17, 2020;23,188.25;2,883.00;46,871.75;7,286.25;2,315.50;63,737.25;179,599.50;70,113.75;154,476.75;6,155.25;5,875.75
Dec 17, 2020;Dec 18, 2020;23,211.25;2,884.25;93,773.75;6,014.75;2,297.00;63,575.00;170,038.25;43,232.50;103,445.25;5,080.50;6,636.50
Dec 18, 2020;Dec 19, 2020;23,297.25;2,819.00;76,403.75;10,100.75;2,372.25;63,675.75;158,555.25;39,707.25;97,410.25;2,829.25;5,495.25
Dec 19, 2020;Dec 20, 2020;23,174.00;2,921.25;106,830.25;9,093.25;2,525.00;63,763.25;76,607.25;28,047.25;70,555.25;4,408.50;6,205.00
Dec 20, 2020;Dec 21, 2020;23,132.00;2,966.75;58,076.00;4,612.00;2,369.00;63,743.75;89,248.25;19,777.25;69,195.00;3,104.75;6,081.75
Dec 21, 2020;Dec 22, 2020;22,755.50;3,034.50;115,650.75;3,244.00;2,393.00;63,673.00;91,172.25;21,605.50;81,067.25;5,931.50;5,744.25
Dec 22, 2020;Dec 23, 2020;22,480.00;3,560.25;146,410.50;3,128.50;2,415.50;59,697.50;69,953.75;18,815.75;74,500.75;5,066.25;5,907.25
Dec 23, 2020;Dec 24, 2020;22,389.75;4,222.25;92,583.00;1,677.00;2,512.25;63,253.50;108,172.25;30,144.75;96,489.25;5,127.00;5,248.75
Dec 24, 2020;Dec 25, 2020;22,799.75;4,612.75;93,410.75;3,430.25;2,625.25;63,684.50;44,181.50;13,814.25;55,432.50;3,287.75;3,056.00
Dec 25, 2020;Dec 26, 2020;22,871.25;4,582.25;41,990.25;6,692.25;2,495.25;64,018.50;72,404.00;13,591.25;53,544.75;4,927.50;2,176.25
Dec 26, 2020;Dec 27, 2020;22,474.75;4,518.75;98,035.50;6,025.00;2,504.00;63,624.00;31,333.75;11,629.50;47,250.00;4,257.25;1,497.25
Dec 27, 2020;Dec 28, 2020;22,417.75;4,498.50;174,329.75;2,708.50;2,498.25;53,852.75;29,140.25;10,162.00;45,652.50;1,377.75;1,681.00
Dec 28, 2020;Dec 29, 2020;22,904.00;4,681.25;52,087.25;4,062.75;2,577.50;63,910.00;81,048.00;19,269.50;77,968.75;5,401.25;4,779.00
Dec 29, 2020;Dec 30, 2020;22,964.25;4,636.00;65,509.25;4,443.75;2,738.00;63,920.25;86,245.50;22,300.50;88,393.00;4,114.75;4,548.75
Dec 30, 2020;Dec 31, 2020;22,953.75;4,547.25;60,086.25;5,003.75;2,634.00;63,984.50;81,534.00;26,733.50;81,934.50;4,729.25;4,906.00
Dec 31, 2020;Jan 1, 2021;23,141.25;4,515.25;37,954.00;4,457.50;2,512.00;64,060.25;101,455.50;34,299.75;77,841.50;3,134.00;5,812.50
Jan 1, 2021;Jan 2, 2021;22,840.00;4,374.50;12,322.50;4,430.50;2,403.50;64,072.00;125,790.50;23,854.25;94,738.25;3,034.00;6,086.50
Jan 2, 2021;Jan 3, 2021;22,657.25;4,139.25;13,350.75;2,747.25;2,339.75;64,083.75;149,543.75;22,725.00;100,372.50;4,354.25;4,486.75
Jan 3, 2021;Jan 4, 2021;22,585.00;4,090.25;43,511.50;1,611.25;2,334.25;64,044.50;111,524.50;24,417.25;64,884.50;5,670.00;5,673.50
Jan 4, 2021;Jan 5, 2021;23,027.25;3,901.25;34,012.75;1,128.75;2,243.75;64,025.50;165,626.50;60,181.75;130,055.50;6,804.00;5,935.25
Jan 5, 2021;Jan 6, 2021;22,928.50;3,915.00;28,305.25;1,101.50;2,253.25;64,049.75;173,361.50;77,494.25;145,793.25;7,547.00;5,969.00
Jan 6, 2021;Jan 7, 2021;23,155.50;3,952.25;16,920.00;1,654.00;2,329.00;64,076.25;172,843.25;82,935.75;150,680.25;4,179.00;5,978.50
Jan 7, 2021;Jan 8, 2021;23,324.50;3,941.25;27,067.50;1,928.00;2,310.50;64,081.00;191,075.50;94,222.25;166,244.00;6,641.25;6,098.50
Jan 8, 2021;Jan 9, 2021;23,429.00;3,804.50;27,001.75;1,953.00;2,352.25;64,077.00;191,538.50;87,970.25;172,316.50;5,506.25;5,781.50
Jan 9, 2021;Jan 10, 2021;23,442.75;3,653.25;10,184.75;4,212.25;2,298.75;64,157.25;182,448.75;74,858.25;147,914.50;4,770.50;5,706.00
Jan 10, 2021;Jan 11, 2021;23,070.25;3,566.00;16,518.00;7,134.50;2,235.75;64,171.75;165,088.50;65,848.50;102,599.50;3,766.50;4,806.00
Jan 11, 2021;Jan 12, 2021;22,821.75;3,310.50;93,136.00;5,362.00;2,104.00;64,051.50;161,544.75;58,883.75;96,532.25;3,742.00;5,289.75
Jan 12, 2021;Jan 13, 2021;22,277.75;3,562.50;133,404.00;2,722.25;2,136.50;63,906.25;151,520.00;51,486.75;93,840.50;5,593.75;5,252.75
Jan 13, 2021;Jan 14, 2021;22,447.00;3,837.50;118,408.50;6,300.75;2,210.00;63,902.25;155,647.25;52,465.25;81,163.25;1,435.75;4,965.75
Jan 14, 2021;Jan 15, 2021;22,506.75;4,002.00;40,430.25;2,951.25;2,160.25;64,051.75;180,533.25;79,043.50;146,167.00;6,295.75;5,275.75
Jan 15, 2021;Jan 16, 2021;22,784.00;4,086.50;34,715.00;5,636.25;2,111.00;64,145.00;199,993.25;86,130.50;174,430.50;6,988.75;5,505.00
Jan 16, 2021;Jan 17, 2021;23,340.50;3,813.25;22,811.50;3,174.00;2,074.50;64,181.00;185,282.75;69,423.75;159,343.50;1,181.50;5,895.50
Jan 17, 2021;Jan 18, 2021;23,488.50;3,847.75;30,445.50;689.75;2,135.75;64,112.25;166,122.50;59,225.00;130,722.75;3,209.75;5,144.25
Jan 18, 2021;Jan 19, 2021;23,194.00;3,943.50;100,294.25;3,272.50;2,029.75;63,900.25;188,684.00;59,506.75;133,639.50;3,600.50;5,710.25
Jan 19, 2021;Jan 20, 2021;22,996.00;4,025.75;183,064.50;1,814.25;2,169.00;63,772.00;163,050.25;39,144.75;75,594.50;5,991.50;5,444.75
Jan 20, 2021;Jan 21, 2021;22,931.00;4,056.75;173,685.75;8,031.50;2,263.00;63,596.75;100,595.50;28,558.25;64,529.00;3,727.00;3,714.00
Jan 21, 2021;Jan 22, 2021;22,628.50;3,929.75;188,250.25;8,725.00;2,308.00;63,546.00;87,704.25;21,669.75;61,406.25;5,507.00;3,961.00
Jan 22, 2021;Jan 23, 2021;23,064.25;4,112.50;83,223.25;8,048.50;2,265.25;63,685.25;142,847.50;28,531.50;116,765.50;5,829.25;5,642.50
Jan 23, 2021;Jan 24, 2021;23,384.75;4,571.75;44,690.00;6,162.25;2,318.75;63,998.50;202,524.75;33,341.75;90,117.00;3,215.75;4,859.00
Jan 24, 2021;Jan 25, 2021;22,975.00;4,778.00;71,518.75;5,197.50;2,269.00;59,972.25;183,677.25;44,360.75;97,226.75;3,435.50;5,231.75
Jan 25, 2021;Jan 26, 2021;22,902.50;4,805.00;31,501.50;5,522.50;2,178.25;63,114.50;195,524.50;75,132.75;161,022.00;4,522.00;5,814.75
Jan 26, 2021;Jan 27, 2021;22,681.50;4,705.50;102,761.50;5,404.50;2,162.00;63,961.75;200,346.00;75,016.25;149,261.50;5,481.25;5,618.25
Jan 27, 2021;Jan 28, 2021;22,588.75;4,718.75;73,271.50;1,447.50;2,213.75;63,969.00;200,898.75;80,759.00;144,258.00;5,726.00;5,566.50
Jan 28, 2021;Jan 29, 2021;22,634.50;4,833.00;78,361.00;2,391.00;2,289.50;63,805.00;188,684.25;67,563.75;142,875.50;5,097.25;5,432.25
Jan 29, 2021;Jan 30, 2021;22,497.00;4,877.00;147,297.00;6,555.25;2,360.50;63,650.50;180,375.00;40,747.75;84,769.50;6,522.50;5,688.50
Jan 30, 2021;Jan 31, 2021;22,730.25;4,931.25;71,544.25;5,945.25;2,364.50;63,974.50;168,233.00;33,933.75;89,311.00;5,995.50;5,501.00
Jan 31, 2021;Feb 1, 2021;22,581.00;4,913.75;40,654.25;10,135.00;2,187.25;64,002.00;163,907.25;31,729.75;74,257.00;2,602.25;5,376.75
Feb 1, 2021;Feb 2, 2021;22,557.50;5,126.25;27,121.75;4,566.50;2,178.75;63,846.75;172,231.75;68,399.50;152,593.75;6,839.00;6,066.25
Feb 2, 2021;Feb 3, 2021;22,015.50;5,160.25;76,199.00;4,514.25;2,025.50;63,758.75;172,434.50;66,881.00;155,721.00;5,412.75;5,983.25
Feb 3, 2021;Feb 4, 2021;21,909.00;5,071.75;120,718.50;3,041.75;1,876.25;63,423.75;163,522.75;51,876.00;94,769.25;6,269.25;6,191.25
Feb 4, 2021;Feb 5, 2021;21,925.50;4,854.50;62,822.00;14,981.25;1,952.25;63,637.25;166,406.50;58,435.25;133,417.25;4,266.00;6,605.00
Feb 5, 2021;Feb 6, 2021;21,637.50;4,739.50;23,267.75;7,728.25;2,005.50;63,770.50;169,841.25;45,591.00;132,105.50;5,915.75;6,874.25
Feb 6, 2021;Feb 7, 2021;21,759.50;4,992.50;97,708.50;3,212.25;2,095.25;63,387.00;63,434.50;20,633.50;78,286.50;3,415.00;5,479.50
Feb 7, 2021;Feb 8, 2021;21,462.00;5,292.50;98,978.25;2,184.25;1,896.25;59,946.50;55,485.00;20,663.50;79,130.50;3,666.25;5,919.00
Feb 8, 2021;Feb 9, 2021;21,145.75;5,333.25;43,321.50;4,123.50;1,758.50;63,936.00;160,021.75;41,520.25;135,569.50;7,014.25;6,862.50
Feb 9, 2021;Feb 10, 2021;21,324.00;5,141.75;10,977.75;3,023.00;1,616.25;64,003.00;181,740.50;72,433.50;178,375.50;7,498.75;7,098.00
Feb 10, 2021;Feb 11, 2021;21,467.50;4,974.75;34,604.50;3,960.00;1,795.75;64,014.50;190,924.00;55,446.25;188,491.25;6,959.75;6,836.75
Feb 11, 2021;Feb 12, 2021;21,581.50;5,135.50;15,769.00;9,232.75;1,715.25;64,058.50;178,279.50;50,622.00;184,898.50;6,544.50;5,982.50
Feb 12, 2021;Feb 13, 2021;21,627.75;5,168.50;87,833.00;13,450.00;1,794.00;64,056.75;145,873.25;52,387.75;184,783.75;4,912.25;7,016.50
Feb 13, 2021;Feb 14, 2021;21,978.50;4,925.25;97,613.50;17,836.25;1,757.50;64,093.50;140,995.25;49,146.75;155,077.75;4,038.00;6,939.75
Feb 14, 2021;Feb 15, 2021;21,652.00;4,829.25;113,352.25;18,931.00;1,725.75;64,098.25;121,575.50;24,769.50;107,205.25;1,557.50;7,051.00
Feb 15, 2021;Feb 16, 2021;21,763.75;4,883.50;116,097.00;4,873.75;1,808.25;63,965.75;161,544.50;26,936.00;137,080.00;6,153.25;6,996.00
Feb 16, 2021;Feb 17, 2021;21,960.00;4,767.50;98,443.50;13,356.75;1,968.00;63,700.25;169,603.50;33,396.50;141,804.50;5,099.25;4,780.00
Feb 17, 2021;Feb 18, 2021;21,603.25;4,729.75;106,885.50;13,760.00;2,067.50;63,447.00;120,121.25;15,839.50;105,474.25;3,700.75;4,804.50
Feb 18, 2021;Feb 19, 2021;21,800.50;4,693.25;111,555.50;13,783.75;2,162.25;63,564.00;103,978.25;22,729.00;102,645.00;5,630.00;5,638.50
Feb 19, 2021;Feb 20, 2021;22,151.00;4,785.75;68,294.75;21,935.75;2,211.25;63,544.25;87,902.50;26,412.75;106,821.50;6,820.00;5,485.50
Feb 20, 2021;Feb 21, 2021;22,000.25;4,844.25;91,921.25;29,083.00;2,200.25;63,384.25;49,586.50;13,616.50;59,062.50;442.25;3,739.50
Feb 21, 2021;Feb 22, 2021;21,857.25;4,871.00;67,556.25;34,474.00;1,763.00;62,848.00;54,730.00;17,365.00;63,112.50;3,980.00;3,914.75
Feb 22, 2021;Feb 23, 2021;22,106.50;4,767.75;57,669.50;20,966.00;1,836.00;63,374.50;77,527.25;39,340.25;117,985.50;3,689.75;5,155.25
Feb 23, 2021;Feb 24, 2021;21,955.00;4,780.50;82,592.50;25,697.00;2,092.00;63,098.75;72,262.50;34,752.50;105,321.75;4,458.25;5,875.50
Feb 24, 2021;Feb 25, 2021;21,994.75;4,763.75;70,213.25;30,838.75;2,020.75;62,703.00;85,887.00;17,271.50;74,084.75;4,726.00;6,422.50
Feb 25, 2021;Feb 26, 2021;22,111.25;4,670.00;47,167.50;31,415.75;2,091.00;63,074.00;93,292.50;25,434.00;103,914.25;5,603.25;6,508.50
Feb 26, 2021;Feb 27, 2021;22,605.25;4,686.50;37,868.25;19,205.00;2,113.75;63,467.25;102,254.50;22,664.00;121,413.00;4,486.50;6,387.00
Feb 27, 2021;Feb 28, 2021;23,020.25;4,651.00;29,758.75;23,642.75;2,170.00;63,752.25;98,048.25;15,542.00;113,844.50;3,321.00;6,231.75
Feb 28, 2021;Mar 1, 2021;22,832.75;4,614.25;41,014.25;36,236.75;2,152.75;63,645.50;94,796.25;20,003.75;83,612.50;1,540.00;5,692.50
Mar 1, 2021;Mar 2, 2021;22,891.00;4,571.00;43,675.75;32,933.75;2,151.00;63,681.25;160,560.00;47,794.25;144,229.50;8,219.25;6,029.75
Mar 2, 2021;Mar 3, 2021;22,602.75;4,528.00;27,934.50;38,218.25;2,064.00;63,548.75;176,410.25;53,106.00;163,895.00;6,426.25;5,979.50
Mar 3, 2021;Mar 4, 2021;22,783.50;4,577.25;21,990.00;23,696.00;2,082.75;63,563.50;188,973.00;69,117.75;174,250.25;6,076.00;6,009.00
Mar 4, 2021;Mar 5, 2021;22,879.75;4,651.50;25,290.00;12,578.25;2,159.25;63,641.50;183,539.75;56,010.25;159,470.00;6,487.50;6,089.25
Mar 5, 2021;Mar 6, 2021;23,140.25;4,748.00;35,603.75;23,421.50;2,226.50;63,865.50;177,678.25;49,727.50;161,184.25;4,770.75;6,404.00
Mar 6, 2021;Mar 7, 2021;23,205.50;4,716.75;26,800.00;39,451.25;2,284.50;63,953.50;160,112.75;32,094.00;100,952.25;6,133.75;6,520.00
Mar 7, 2021;Mar 8, 2021;23,213.00;4,690.75;18,850.75;33,036.75;2,307.00;64,001.25;140,317.00;30,837.00;95,526.50;941.00;5,205.00
Mar 8, 2021;Mar 9, 2021;23,090.00;4,505.75;14,148.75;25,504.25;2,198.50;63,981.75;204,490.00;61,990.75;174,625.50;6,758.50;5,023.75
Mar 9, 2021;Mar 10, 2021;22,786.25;4,689.25;20,856.50;13,315.50;2,093.00;63,911.75;189,724.75;78,675.50;188,420.25;5,580.25;6,292.00
